#: table_doi: 10.17182/hepdata.58995.v1/t118
#: name: Table 118
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.2 and jet PT in the range 6 to 8 GeV.

#: data_file: Table118.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00842805,0.000109565,-0.000109565,0.000588939,-0.000588939
0.75,0.5,1.0,0.0103361,0.000113697,-0.000113697,0.000572884,-0.000572884
1.5,1.0,2.0,0.00964218,7.71374e-05,-7.71374e-05,0.000385205,-0.000385205
2.5,2.0,3.0,0.0113102,7.91711e-05,-7.91711e-05,0.000480116,-0.000480116
3.5,3.0,4.0,0.0120236,7.21416e-05,-7.21416e-05,0.000520082,-0.000520082
4.5,4.0,5.0,0.0127702,7.66214e-05,-7.66214e-05,0.000453838,-0.000453838
5.5,5.0,6.0,0.0127147,6.35734e-05,-6.35734e-05,0.000459843,-0.000459843
6.5,6.0,7.0,0.0123929,6.19647e-05,-6.19647e-05,0.000443556,-0.000443556
7.5,7.0,8.0,0.0117039,5.85197e-05,-5.85197e-05,0.000456754,-0.000456754
8.5,8.0,9.0,0.0108101,5.40505e-05,-5.40505e-05,0.000414606,-0.000414606
9.5,9.0,10.0,0.00965376,4.82688e-05,-4.82688e-05,0.000358101,-0.000358101
11.0,10.0,12.0,0.00811447,4.05724e-05,-4.05724e-05,0.000314795,-0.000314795
13.5,12.0,15.0,0.00572892,2.86446e-05,-2.86446e-05,0.000199198,-0.000199198
16.5,15.0,18.0,0.00346629,2.07977e-05,-2.07977e-05,0.000188968,-0.000188968
19.5,18.0,21.0,0.00195132,1.56106e-05,-1.56106e-05,0.000137357,-0.000137357
22.5,21.0,24.0,0.0010345,1.0345e-05,-1.0345e-05,8.91051e-05,-8.91051e-05
25.5,24.0,27.0,0.000527656,7.91485e-06,-7.91485e-06,5.70406e-05,-5.70406e-05
28.5,27.0,30.0,0.000259254,5.18507e-06,-5.18507e-06,3.41271e-05,-3.41271e-05
31.5,30.0,33.0,0.000125141,3.6291e-06,-3.6291e-06,1.73582e-05,-1.73582e-05
34.5,33.0,36.0,5.34961e-05,2.24684e-06,-2.24684e-06,1.09952e-05,-1.09952e-05
37.5,36.0,39.0,2.1997e-05,1.38581e-06,-1.38581e-06,5.13764e-06,-5.13764e-06
40.5,39.0,42.0,9.212e-06,9.67256e-07,-9.67256e-07,2.12888e-06,-2.12888e-06

#: PT(C=JET) [GeV],,,6.0-8.0
#: R,,,0.2
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0153244,0.000153244,-0.000153244,0.000792142,-0.000792142
0.75,0.5,1.0,0.0184194,0.000147355,-0.000147355,0.000888343,-0.000888343
1.5,1.0,2.0,0.0158192,9.49152e-05,-9.49152e-05,0.000559517,-0.000559517
2.5,2.0,3.0,0.016255,9.75301e-05,-9.75301e-05,0.000548832,-0.000548832
3.5,3.0,4.0,0.0160264,8.01318e-05,-8.01318e-05,0.000588191,-0.000588191
4.5,4.0,5.0,0.0148621,7.43105e-05,-7.43105e-05,0.0004909,-0.0004909
5.5,5.0,6.0,0.0134329,6.71645e-05,-6.71645e-05,0.000500454,-0.000500454
6.5,6.0,7.0,0.0118534,5.92671e-05,-5.92671e-05,0.000490594,-0.000490594
7.5,7.0,8.0,0.0104289,5.21446e-05,-5.21446e-05,0.000400666,-0.000400666
8.5,8.0,9.0,0.00905138,4.52569e-05,-4.52569e-05,0.000347743,-0.000347743
9.5,9.0,10.0,0.00765505,4.59303e-05,-4.59303e-05,0.000262402,-0.000262402
11.0,10.0,12.0,0.00594582,3.56749e-05,-3.56749e-05,0.000233936,-0.000233936
13.5,12.0,15.0,0.00376709,2.26025e-05,-2.26025e-05,0.000172589,-0.000172589
16.5,15.0,18.0,0.00206545,1.65236e-05,-1.65236e-05,0.000140557,-0.000140557
19.5,18.0,21.0,0.00108113,1.18925e-05,-1.18925e-05,8.78317e-05,-8.78317e-05
22.5,21.0,24.0,0.000556123,7.78572e-06,-7.78572e-06,4.10025e-05,-4.10025e-05
25.5,24.0,27.0,0.00029409,5.88181e-06,-5.88181e-06,3.29853e-05,-3.29853e-05
28.5,27.0,30.0,0.000142032,3.83487e-06,-3.83487e-06,2.29917e-05,-2.29917e-05
31.5,30.0,33.0,6.89473e-05,2.55105e-06,-2.55105e-06,7.78861e-06,-7.78861e-06
34.5,33.0,36.0,2.94531e-05,1.64937e-06,-1.64937e-06,6.53745e-06,-6.53745e-06
37.5,36.0,39.0,1.43001e-05,1.1869e-06,-1.1869e-06,3.10305e-06,-3.10305e-06
40.5,39.0,42.0,7.158e-06,9.87806e-07,-9.87806e-07,1.60783e-06,-1.60783e-06

