#: table_doi: 10.17182/hepdata.58995.v1/t92
#: name: Table 92
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 19 to 24 GeV.

#: data_file: Table92.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000150556,8.43115e-06,-8.43115e-06,1.64899e-05,-1.64899e-05
0.55,0.5,0.6,0.000504644,3.17926e-05,-3.17926e-05,3.57942e-05,-3.57942e-05
0.6499999999999999,0.6,0.7,0.000986008,4.14123e-05,-4.14123e-05,4.6489e-05,-4.6489e-05
0.75,0.7,0.8,0.00163044,4.89131e-05,-4.89131e-05,7.34782e-05,-7.34782e-05
0.8500000000000001,0.8,0.9,0.00270832,6.22913e-05,-6.22913e-05,0.000103058,-0.000103058
0.95,0.9,1.0,0.00372441,6.70393e-05,-6.70393e-05,0.000145204,-0.000145204
1.05,1.0,1.1,0.00446817,7.14907e-05,-7.14907e-05,0.000140942,-0.000140942
1.15,1.1,1.2,0.00474412,7.11618e-05,-7.11618e-05,0.000160531,-0.000160531
1.25,1.2,1.3,0.00444162,6.66243e-05,-6.66243e-05,0.000186812,-0.000186812
1.35,1.3,1.4,0.00394986,5.92479e-05,-5.92479e-05,0.000181135,-0.000181135
1.5,1.4,1.6,0.00305379,4.58068e-05,-4.58068e-05,0.000136979,-0.000136979
1.7000000000000002,1.6,1.8,0.00198283,3.56909e-05,-3.56909e-05,0.000144352,-0.000144352
1.9,1.8,2.0,0.00121122,2.54355e-05,-2.54355e-05,0.000202744,-0.000202744
2.1,2.0,2.2,0.000766954,1.99408e-05,-1.99408e-05,0.000199327,-0.000199327
2.3,2.2,2.4,0.000483167,1.49782e-05,-1.49782e-05,0.000123119,-0.000123119
2.5,2.4,2.6,0.000295179,1.12168e-05,-1.12168e-05,7.96848e-05,-7.96848e-05
2.7,2.6,2.8,0.000196341,8.63899e-06,-8.63899e-06,5.04634e-05,-5.04634e-05
2.9,2.8,3.0,0.000132149,7.40036e-06,-7.40036e-06,3.86976e-05,-3.86976e-05
3.15,3.0,3.3,8.63016e-05,5.3507e-06,-5.3507e-06,2.55765e-05,-2.55765e-05
3.45,3.3,3.6,4.50991e-05,3.51773e-06,-3.51773e-06,1.32939e-05,-1.32939e-05
3.75,3.6,3.9,3.1161e-05,3.1161e-06,-3.1161e-06,9.12496e-06,-9.12496e-06
4.05,3.9,4.2,2.24361e-05,2.82694e-06,-2.82694e-06,6.67852e-06,-6.67852e-06
4.35,4.2,4.5,1.55572e-05,2.33358e-06,-2.33358e-06,4.39704e-06,-4.39704e-06
4.65,4.5,4.8,7.427e-06,1.67857e-06,-1.67857e-06,2.18255e-06,-2.18255e-06
4.95,4.5,5.4,-,0,0,0,0
4.949999999999999,4.8,5.1,7.4189e-06,1.71377e-06,-1.71377e-06,2.1725e-06,-2.1725e-06
5.25,5.1,5.4,6.3803e-06,1.83114e-06,-1.83114e-06,1.59908e-06,-1.59908e-06

#: PT(C=JET) [GeV],,,19.0-24.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.000323606,1.26207e-05,-1.26207e-05,3.54729e-05,-3.54729e-05
0.55,0.5,0.6,0.0011245,4.72289e-05,-4.72289e-05,5.2262e-05,-5.2262e-05
0.6499999999999999,0.6,0.7,0.0022819,6.38931e-05,-6.38931e-05,9.2663e-05,-9.2663e-05
0.75,0.7,0.8,0.00369085,7.75079e-05,-7.75079e-05,0.000144651,-0.000144651
0.8500000000000001,0.8,0.9,0.00507207,8.62251e-05,-8.62251e-05,0.00017364,-0.00017364
0.95,0.9,1.0,0.00608924,9.13385e-05,-9.13385e-05,0.000197032,-0.000197032
1.05,1.0,1.1,0.00604472,8.46261e-05,-8.46261e-05,0.000190672,-0.000190672
1.15,1.1,1.2,0.00513172,7.69757e-05,-7.69757e-05,0.000208514,-0.000208514
1.25,1.2,1.3,0.0039026,6.24415e-05,-6.24415e-05,0.000209181,-0.000209181
1.35,1.3,1.4,0.00281426,5.06567e-05,-5.06567e-05,0.000196978,-0.000196978
1.5,1.4,1.6,0.00171196,3.25273e-05,-3.25273e-05,0.000134408,-0.000134408
1.7000000000000002,1.6,1.8,0.000857788,2.23025e-05,-2.23025e-05,8.81186e-05,-8.81186e-05
1.9,1.8,2.0,0.000402004,1.40702e-05,-1.40702e-05,6.39124e-05,-6.39124e-05
2.1,2.0,2.2,0.00022515,1.01318e-05,-1.01318e-05,5.8838e-05,-5.8838e-05
2.3,2.2,2.4,0.000133108,7.58715e-06,-7.58715e-06,3.71264e-05,-3.71264e-05
2.5,2.4,2.6,7.76542e-05,5.74641e-06,-5.74641e-06,2.12852e-05,-2.12852e-05
2.7,2.6,2.8,4.96684e-05,4.61916e-06,-4.61916e-06,1.27349e-05,-1.27349e-05
2.9,2.8,3.0,2.28251e-05,2.83031e-06,-2.83031e-06,7.4881e-06,-7.4881e-06
3.15,3.0,3.3,1.76516e-05,2.38297e-06,-2.38297e-06,5.19591e-06,-5.19591e-06
3.45,3.3,3.6,1.15655e-05,1.98926e-06,-1.98926e-06,3.41254e-06,-3.41254e-06
3.75,3.6,3.9,1.06937e-05,2.33122e-06,-2.33122e-06,3.41572e-06,-3.41572e-06
4.05,3.9,4.2,8.1151e-06,2.10992e-06,-2.10992e-06,1.58473e-06,-1.58473e-06
4.35,4.2,4.5,6.0814e-06,2.07378e-06,-2.07378e-06,1.78138e-06,-1.78138e-06
4.65,4.5,4.8,-,0,0,0,0
4.95,4.5,5.4,1.8656e-06,4.79114e-07,-4.79114e-07,3.10555e-07,-3.10555e-07
4.949999999999999,4.8,5.1,-,0,0,0,0
5.25,5.1,5.4,-,0,0,0,0

