#: table_doi: 10.17182/hepdata.58995.v1/t157
#: name: Table 157
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=1.0 and jet PT in the range 5 to 6 GeV.

#: data_file: Table157.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.016212,4.8636e-05,-4.8636e-05,0.00145511,-0.00145511
0.75,0.5,1.0,0.0237146,4.74293e-05,-4.74293e-05,0.00174186,-0.00174186
1.5,1.0,2.0,0.0245817,4.91635e-05,-4.91635e-05,0.0013428,-0.0013428
2.5,2.0,3.0,0.029012,2.9012e-05,-2.9012e-05,0.0017366,-0.0017366
3.5,3.0,4.0,0.0300187,3.00187e-05,-3.00187e-05,0.0026061,-0.0026061
4.5,4.0,5.0,0.0281718,2.81718e-05,-2.81718e-05,0.00269862,-0.00269862
5.5,5.0,6.0,0.0238124,2.38124e-05,-2.38124e-05,0.00217151,-0.00217151
6.5,6.0,7.0,0.0179117,1.79117e-05,-1.79117e-05,0.00164544,-0.00164544
7.5,7.0,8.0,0.0122646,1.22646e-05,-1.22646e-05,0.00122167,-0.00122167
8.5,8.0,9.0,0.00786569,1.57314e-05,-1.57314e-05,0.000869186,-0.000869186
9.5,9.0,10.0,0.00456361,9.12723e-06,-9.12723e-06,0.000607698,-0.000607698
11.0,10.0,12.0,0.0019018,5.70541e-06,-5.70541e-06,0.000296346,-0.000296346
13.5,12.0,15.0,0.000352284,1.76142e-06,-1.76142e-06,6.00279e-05,-6.00279e-05
16.5,15.0,18.0,3.85085e-05,5.77627e-07,-5.77627e-07,6.57807e-06,-6.57807e-06
19.5,18.0,21.0,5.4407e-06,1.68661e-07,-1.68661e-07,1.01959e-06,-1.01959e-06
22.5,21.0,24.0,1.0664e-06,9.27759e-08,-9.27759e-08,2.09045e-07,-2.09045e-07

#: PT(C=JET) [GeV],,,5.0-6.0
#: R,,,1.0
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0249813,7.49439e-05,-7.49439e-05,0.00226491,-0.00226491
0.75,0.5,1.0,0.0339427,6.78855e-05,-6.78855e-05,0.00194424,-0.00194424
1.5,1.0,2.0,0.0304477,3.04477e-05,-3.04477e-05,0.0012255,-0.0012255
2.5,2.0,3.0,0.0319126,3.19126e-05,-3.19126e-05,0.00167382,-0.00167382
3.5,3.0,4.0,0.0292887,2.92887e-05,-2.92887e-05,0.00213868,-0.00213868
4.5,4.0,5.0,0.0248333,2.48333e-05,-2.48333e-05,0.00211463,-0.00211463
5.5,5.0,6.0,0.0193574,1.93574e-05,-1.93574e-05,0.00161446,-0.00161446
6.5,6.0,7.0,0.0140552,1.40552e-05,-1.40552e-05,0.00117208,-0.00117208
7.5,7.0,8.0,0.00951551,1.9031e-05,-1.9031e-05,0.000839201,-0.000839201
8.5,8.0,9.0,0.00607033,1.21407e-05,-1.21407e-05,0.000581612,-0.000581612
9.5,9.0,10.0,0.00367271,7.34543e-06,-7.34543e-06,0.000424766,-0.000424766
11.0,10.0,12.0,0.00159367,4.781e-06,-4.781e-06,0.000233368,-0.000233368
13.5,12.0,15.0,0.000333917,1.66959e-06,-1.66959e-06,5.55578e-05,-5.55578e-05
16.5,15.0,18.0,3.95662e-05,4.74794e-07,-4.74794e-07,6.85329e-06,-6.85329e-06
19.5,18.0,21.0,5.6215e-06,1.79888e-07,-1.79888e-07,1.01111e-06,-1.01111e-06
22.5,21.0,24.0,1.12e-06,9.29563e-08,-9.29563e-08,2.04431e-07,-2.04431e-07

