#: table_doi: 10.17182/hepdata.58995.v1/t140
#: name: Table 140
#: description: Distribution of the variable SUM(PT) in the AWAY and TRANSVERSE regions for R=0.6 and jet PT in the range 11 to 14 GeV.

#: data_file: Table140.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DSUM(PT)
#: keyword phrases: Inclusive | Single Differential Distribution | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00105964,2.11928e-05,-2.11928e-05,6.9695e-05,-6.9695e-05
0.75,0.5,1.0,0.00130611,2.08978e-05,-2.08978e-05,9.65817e-05,-9.65817e-05
1.5,1.0,2.0,0.00128499,1.41349e-05,-1.41349e-05,7.07094e-05,-7.07094e-05
2.5,2.0,3.0,0.00158497,1.42647e-05,-1.42647e-05,6.83008e-05,-6.83008e-05
3.5,3.0,4.0,0.00180593,1.44474e-05,-1.44474e-05,0.000105951,-0.000105951
4.5,4.0,5.0,0.00200786,1.40551e-05,-1.40551e-05,0.000118379,-0.000118379
5.5,5.0,6.0,0.00214299,1.28579e-05,-1.28579e-05,0.000128633,-0.000128633
6.5,6.0,7.0,0.00219824,1.31894e-05,-1.31894e-05,0.000112412,-0.000112412
7.5,7.0,8.0,0.00222917,1.3375e-05,-1.3375e-05,0.000115229,-0.000115229
8.5,8.0,9.0,0.00219222,1.09611e-05,-1.09611e-05,0.000113382,-0.000113382
9.5,9.0,10.0,0.00208215,1.04107e-05,-1.04107e-05,0.000100008,-0.000100008
11.0,10.0,12.0,0.00192625,9.63123e-06,-9.63123e-06,9.73088e-05,-9.73088e-05
13.5,12.0,15.0,0.00157057,7.85285e-06,-7.85285e-06,7.96048e-05,-7.96048e-05
16.5,15.0,18.0,0.00106594,5.3297e-06,-5.3297e-06,6.94663e-05,-6.94663e-05
19.5,18.0,21.0,0.000654601,3.92761e-06,-3.92761e-06,6.13268e-05,-6.13268e-05
22.5,21.0,24.0,0.000361808,2.89447e-06,-2.89447e-06,4.23671e-05,-4.23671e-05
25.5,24.0,27.0,0.000185884,2.04472e-06,-2.04472e-06,2.54667e-05,-2.54667e-05
28.5,27.0,30.0,9.02627e-05,1.35394e-06,-1.35394e-06,1.46256e-05,-1.46256e-05
31.5,30.0,33.0,4.10193e-05,9.43445e-07,-9.43445e-07,7.47577e-06,-7.47577e-06
34.5,33.0,36.0,1.8059e-05,6.50124e-07,-6.50124e-07,4.41493e-06,-4.41493e-06
37.5,36.0,39.0,6.805e-06,4.49129e-07,-4.49129e-07,1.63549e-06,-1.63549e-06
40.5,39.0,42.0,2.2131e-06,2.47863e-07,-2.47863e-07,5.33537e-07,-5.33537e-07

#: PT(C=JET) [GeV],,,11.0-14.0
#: R,,,0.6
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,TRANSVERSE
SUM(PT) [GEV],SUM(PT) [GEV] LOW,SUM(PT) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DSUM(PT) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.00228964,3.2055e-05,-3.2055e-05,0.000171356,-0.000171356
0.75,0.5,1.0,0.00281327,3.0946e-05,-3.0946e-05,0.000152047,-0.000152047
1.5,1.0,2.0,0.0025346,2.02768e-05,-2.02768e-05,9.41561e-05,-9.41561e-05
2.5,2.0,3.0,0.00276097,1.93268e-05,-1.93268e-05,0.000112049,-0.000112049
3.5,3.0,4.0,0.00288066,1.7284e-05,-1.7284e-05,0.000130904,-0.000130904
4.5,4.0,5.0,0.00281493,1.68896e-05,-1.68896e-05,0.00014287,-0.00014287
5.5,5.0,6.0,0.00267684,1.33842e-05,-1.33842e-05,0.00013048,-0.00013048
6.5,6.0,7.0,0.0024877,1.24385e-05,-1.24385e-05,0.00012316,-0.00012316
7.5,7.0,8.0,0.00225689,1.12845e-05,-1.12845e-05,0.000103498,-0.000103498
8.5,8.0,9.0,0.00204573,1.02286e-05,-1.02286e-05,9.5866e-05,-9.5866e-05
9.5,9.0,10.0,0.00178942,8.94709e-06,-8.94709e-06,7.8388e-05,-7.8388e-05
11.0,10.0,12.0,0.0014534,7.26698e-06,-7.26698e-06,6.76103e-05,-6.76103e-05
13.5,12.0,15.0,0.00100579,6.03471e-06,-6.03471e-06,5.27247e-05,-5.27247e-05
16.5,15.0,18.0,0.000607621,4.25335e-06,-4.25335e-06,4.92885e-05,-4.92885e-05
19.5,18.0,21.0,0.000342795,3.08515e-06,-3.08515e-06,3.9038e-05,-3.9038e-05
22.5,21.0,24.0,0.000185671,2.04238e-06,-2.04238e-06,2.41401e-05,-2.41401e-05
25.5,24.0,27.0,9.37485e-05,1.40623e-06,-1.40623e-06,1.52727e-05,-1.52727e-05
28.5,27.0,30.0,4.50968e-05,9.92131e-07,-9.92131e-07,1.05708e-05,-1.05708e-05
31.5,30.0,33.0,2.12345e-05,6.58269e-07,-6.58269e-07,6.09792e-06,-6.09792e-06
34.5,33.0,36.0,8.6321e-06,4.05708e-07,-4.05708e-07,2.19138e-06,-2.19138e-06
37.5,36.0,39.0,3.5517e-06,3.05447e-07,-3.05447e-07,8.77221e-07,-8.77221e-07
40.5,39.0,42.0,1.8955e-06,3.26024e-07,-3.26024e-07,6.21842e-07,-6.21842e-07

