#: table_doi: 10.17182/hepdata.58995.v1/t76
#: name: Table 76
#: description: Distribution of the variable PT(C=AVERAGE) in the AWAY and TRANSVERSE regions for R=0.4 and jet PT in the range 4 to 5 GeV.

#: data_file: Table76.yaml
#: keyword reactions: P P --> JET(S) X | P P --> CHARGED X
#: keyword observables: DN/DPT(C
#: keyword phrases: Inclusive | Single Differential Distribution | Transverse Momentum Dependence | Proton-Proton Scattering | Jet Production
#: keyword cmenergies: 7000.0
#: PT(C=JET) [GeV],,,4.0-5.0
#: R,,,0.4
#: RE,,,P P --> JET(S) < CHARGED X > X
#: SQRT(S) [GeV],,,7000.0
#: ,,,AWAY
PT(C=AVERAGE) [GEV],PT(C=AVERAGE) [GEV] LOW,PT(C=AVERAGE) [GEV] HIGH,(1/N(C=EVENTS)*D(N)/DPT(C=AVERAGE) [GEV**-1],stat +,stat -,sys +,sys -
0.25,0.0,0.5,0.0278887,0.000139444,-0.000139444,0.00328199,-0.00328199
0.55,0.5,0.6,0.114739,0.000573694,-0.000573694,0.00860312,-0.00860312
0.6499999999999999,0.6,0.7,0.262097,0.000786292,-0.000786292,0.00984175,-0.00984175
0.75,0.7,0.8,0.482038,0.000964076,-0.000964076,0.0196101,-0.0196101
0.8500000000000001,0.8,0.9,0.677515,0.00135503,-0.00135503,0.0264404,-0.0264404
0.95,0.9,1.0,0.734288,0.00146858,-0.00146858,0.0235201,-0.0235201
1.05,1.0,1.1,0.63372,0.00126744,-0.00126744,0.0212272,-0.0212272
1.15,1.1,1.2,0.457137,0.000914273,-0.000914273,0.0169202,-0.0169202
1.25,1.2,1.3,0.294486,0.000588973,-0.000588973,0.0104158,-0.0104158
1.35,1.3,1.4,0.181801,0.000545403,-0.000545403,0.00860247,-0.00860247
1.5,1.4,1.6,0.0880123,0.000264037,-0.000264037,0.00408191,-0.00408191
1.7000000000000002,1.6,1.8,0.0341941,0.00017097,-0.00017097,0.00223782,-0.00223782
1.9,1.8,2.0,0.0148868,0.000119094,-0.000119094,0.00170406,-0.00170406
2.1,2.0,2.2,0.00731694,8.78033e-05,-8.78033e-05,0.0015778,-0.0015778
