#: table_doi: 10.17182/hepdata.70547.v2/t91
#: name: Table 91
#: description: Transverse charged multiplicity distribution, Z-boson pT = 10 - 20 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table103.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Transverse region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,10.0-20.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.09545,0.0477,0.1432,0.5379904,0.01414477,-0.01414477
0.19095,0.1432,0.2387,0.654048,0.01375377,-0.01375377
0.28645,0.2387,0.3342,0.7292193,0.01323733,-0.01323733
0.38195,0.3342,0.4297,0.7546239,0.01238233,-0.01238233
0.47745000000000004,0.4297,0.5252,0.7675699,0.01120999,-0.01120999
0.5729500000000001,0.5252,0.6207,0.7532613,0.0106565,-0.0106565
0.66845,0.6207,0.7162,0.7216374,0.009645821,-0.009645821
0.7639499999999999,0.7162,0.8117,0.673512,0.008242298,-0.008242298
0.85945,0.8117,0.9072,0.6225813,0.006774465,-0.006774465
0.95495,0.9072,1.0027,0.5597725,0.005935882,-0.005935882
1.05045,1.0027,1.0982,0.5059477,0.005003697,-0.005003697
1.14595,1.0982,1.1937,0.4429064,0.005059886,-0.005059886
1.24145,1.1937,1.2892,0.384716,0.005760238,-0.005760238
1.3369,1.2892,1.3846,0.3338748,0.006299447,-0.006299447
1.43235,1.3846,1.4801,0.2889203,0.007066666,-0.007066666
1.52785,1.4801,1.5756,0.2466193,0.007164264,-0.007164264
1.6233499999999998,1.5756,1.6711,0.2117788,0.007140149,-0.007140149
1.71885,1.6711,1.7666,0.1758237,0.007055953,-0.007055953
1.8143500000000001,1.7666,1.8621,0.1452336,0.006592411,-0.006592411
1.90985,1.8621,1.9576,0.1191673,0.006389531,-0.006389531
2.00535,1.9576,2.0531,0.09862818,0.006047594,-0.006047594
2.1008500000000003,2.0531,2.1486,0.08071061,0.005459545,-0.005459545
2.19635,2.1486,2.2441,0.06600675,0.005064079,-0.005064079
2.29185,2.2441,2.3396,0.05200491,0.004571654,-0.004571654
2.3873499999999996,2.3396,2.4351,0.04396875,0.003784424,-0.003784424
2.48285,2.4351,2.5306,0.03501038,0.003120202,-0.003120202
2.5783500000000004,2.5306,2.6261,0.02870404,0.002443502,-0.002443502
2.72155,2.6261,2.817,0.02114748,0.001947212,-0.001947212
2.9125,2.817,3.008,0.01343573,0.001590222,-0.001590222
3.1035,3.008,3.199,0.008272193,0.0009973579,-0.0009973579
3.2945,3.199,3.39,0.005467995,0.0007070321,-0.0007070321
3.4855,3.39,3.581,0.003587189,0.0005788112,-0.0005788112
3.9391,3.581,4.2972,0.001130073,0.0004057041,-0.0004057041

