#: table_doi: 10.17182/hepdata.70547.v2/t87
#: name: Table 87
#: description: Towards charged multiplicity distribution, Z-boson pT = 50 - 110 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table99.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Toward region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,50.0-110.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.09545,0.0477,0.1432,0.4766955,0.01457292,-0.01457292
0.19095,0.1432,0.2387,0.6076755,0.0150825,-0.0150825
0.28645,0.2387,0.3342,0.6837471,0.01536374,-0.01536374
0.38195,0.3342,0.4297,0.7252387,0.01575288,-0.01575288
0.47745000000000004,0.4297,0.5252,0.7230216,0.01457258,-0.01457258
0.5729500000000001,0.5252,0.6207,0.7225139,0.01332023,-0.01332023
0.66845,0.6207,0.7162,0.703706,0.01235858,-0.01235858
0.7639499999999999,0.7162,0.8117,0.6578161,0.01157992,-0.01157992
0.85945,0.8117,0.9072,0.6197329,0.01036205,-0.01036205
0.95495,0.9072,1.0027,0.5722791,0.009898519,-0.009898519
1.05045,1.0027,1.0982,0.5247166,0.008619752,-0.008619752
1.14595,1.0982,1.1937,0.4594071,0.007461467,-0.007461467
1.24145,1.1937,1.2892,0.4085016,0.007479588,-0.007479588
1.3369,1.2892,1.3846,0.3555584,0.007579564,-0.007579564
1.43235,1.3846,1.4801,0.3025373,0.007851482,-0.007851482
1.52785,1.4801,1.5756,0.258546,0.008257252,-0.008257252
1.6233499999999998,1.5756,1.6711,0.2189748,0.008405543,-0.008405543
1.71885,1.6711,1.7666,0.1875044,0.008333791,-0.008333791
1.8143500000000001,1.7666,1.8621,0.161391,0.008203888,-0.008203888
1.90985,1.8621,1.9576,0.1348925,0.007662278,-0.007662278
2.00535,1.9576,2.0531,0.1064689,0.007431518,-0.007431518
2.1008500000000003,2.0531,2.1486,0.08755222,0.006702599,-0.006702599
2.19635,2.1486,2.2441,0.07555452,0.006543911,-0.006543911
2.29185,2.2441,2.3396,0.063818,0.006094831,-0.006094831
2.3873499999999996,2.3396,2.4351,0.05322419,0.005061016,-0.005061016
2.48285,2.4351,2.5306,0.04559627,0.004231193,-0.004231193
2.5783500000000004,2.5306,2.6261,0.03598871,0.003461692,-0.003461692
2.72155,2.6261,2.817,0.02748316,0.002764772,-0.002764772
2.9125,2.817,3.008,0.01852969,0.002395932,-0.002395932
3.1035,3.008,3.199,0.01103661,0.001508797,-0.001508797
3.2945,3.199,3.39,0.006341705,0.001059689,-0.001059689
3.4855,3.39,3.581,0.00467731,0.0008764515,-0.0008764515
3.9391,3.581,4.2972,0.001444136,0.0006112796,-0.0006112796
4.5359,4.2972,4.7746,0.0006637645,0.0002421784,-0.0002421784

