#: table_doi: 10.17182/hepdata.70547.v2/t81
#: name: Table 81
#: description: Towards scalar pT sum distribution, Z-boson pT = 110 - 500 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table93.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Toward region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,110.0-500.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.0501,0.0477,0.0525,1.077421,0.1645791,-0.1645791
0.0554,0.0525,0.0583,0.9887898,0.1557705,-0.1557705
0.061149999999999996,0.0583,0.064,0.7948195,0.1316488,-0.1316488
0.06684999999999999,0.064,0.0697,0.4562834,0.1533567,-0.1533567
0.07305,0.0697,0.0764,0.4866259,0.1160927,-0.1160927
0.0802,0.0764,0.084,0.3973569,0.09546419,-0.09546419
0.0888,0.084,0.0936,0.3644734,0.08491219,-0.08491219
0.09834999999999999,0.0936,0.1031,0.2927398,0.06863328,-0.06863328
0.10885,0.1031,0.1146,0.4763683,0.06996454,-0.06996454
0.12034999999999998,0.1146,0.1261,0.4230765,0.05816907,-0.05816907
0.13085,0.1261,0.1356,0.5204946,0.05236283,-0.05236283
0.14179999999999998,0.1356,0.148,0.4792407,0.05190096,-0.05190096
0.15515,0.148,0.1623,0.3949521,0.05180423,-0.05180423
0.17185,0.1623,0.1814,0.4459656,0.0488687,-0.0488687
0.19095,0.1814,0.2005,0.3897186,0.04881814,-0.04881814
0.21005000000000001,0.2005,0.2196,0.513274,0.05579553,-0.05579553
0.22915,0.2196,0.2387,0.5297906,0.04062489,-0.04062489
0.25305,0.2387,0.2674,0.5520257,0.04342903,-0.04342903
0.2817,0.2674,0.296,0.559142,0.0404391,-0.0404391
0.31035,0.296,0.3247,0.5330282,0.03983665,-0.03983665
0.33899999999999997,0.3247,0.3533,0.5158816,0.03736813,-0.03736813
0.3724,0.3533,0.3915,0.5403416,0.03691488,-0.03691488
0.4106,0.3915,0.4297,0.5404223,0.03246732,-0.03246732
0.4488,0.4297,0.4679,0.5646566,0.03454357,-0.03454357
0.49655,0.4679,0.5252,0.5265284,0.03272019,-0.03272019
0.5467,0.5252,0.5682,0.5920168,0.03323479,-0.03323479
0.59685,0.5682,0.6255,0.5196869,0.027486,-0.027486
0.6565,0.6255,0.6875,0.508082,0.02666163,-0.02666163
0.72095,0.6875,0.7544,0.5004348,0.02361235,-0.02361235
0.7926,0.7544,0.8308,0.4891333,0.02190887,-0.02190887
0.87375,0.8308,0.9167,0.4670712,0.01890129,-0.01890129
0.9621,0.9167,1.0075,0.4321748,0.01822731,-0.01822731
1.0575999999999999,1.0075,1.1077,0.4049564,0.01610282,-0.01610282
1.165,1.1077,1.2223,0.3809735,0.01474754,-0.01474754
1.282,1.2223,1.3417,0.3355975,0.01372192,-0.01372192
1.40855,1.3417,1.4754,0.2986515,0.01229855,-0.01229855
1.5493999999999999,1.4754,1.6234,0.2590394,0.01131233,-0.01131233
1.70455,1.6234,1.7857,0.2308795,0.010158,-0.010158
1.87405,1.7857,1.9624,0.1979736,0.009188075,-0.009188075
2.06025,1.9624,2.1581,0.1626537,0.01031795,-0.01031795
2.26795,2.1581,2.3778,0.1348996,0.007994279,-0.007994279
2.49715,2.3778,2.6165,0.102859,0.00626299,-0.00626299
2.7454,2.6165,2.8743,0.07765329,0.005699196,-0.005699196
3.01755,2.8743,3.1608,0.05988729,0.004204468,-0.004204468
3.3207500000000003,3.1608,3.4807,0.04457441,0.003498819,-0.003498819
3.6550000000000002,3.4807,3.8293,0.03082067,0.003368846,-0.003368846
4.02025,3.8293,4.2112,0.02946124,0.002472433,-0.002472433
4.4213000000000005,4.2112,4.6314,0.02384443,0.002191125,-0.002191125
4.86295,4.6314,5.0945,0.01759106,0.0017651,-0.0017651
5.34995,5.0945,5.6054,0.01421653,0.001676489,-0.001676489
5.88475,5.6054,6.1641,0.01089168,0.001553818,-0.001553818
6.47205,6.1641,6.78,0.008683809,0.001124226,-0.001124226
7.119,6.78,7.458,0.005488934,0.0009279739,-0.0009279739
7.8304,7.458,8.2028,0.005668689,0.0008678136,-0.0008678136
8.61345,8.2028,9.0241,0.003241513,0.0007317024,-0.0007317024
9.4777,9.0241,9.9313,0.002031932,0.0005106289,-0.0005106289

