#: table_doi: 10.17182/hepdata.70547.v2/t119
#: name: Table 119
#: description: Trans.min. scalar pT sum distribution, Z-boson pT = 0 - 5 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table143.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-min region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,0.0-5.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,2.866456,0.03639274,-0.03639274
0.11075,0.105,0.1165,2.411889,0.03235498,-0.03235498
0.12225,0.1165,0.128,1.84867,0.03055715,-0.03055715
0.13369999999999999,0.128,0.1394,1.487502,0.03653979,-0.03653979
0.1461,0.1394,0.1528,1.260632,0.02809801,-0.02809801
0.16044999999999998,0.1528,0.1681,0.9824003,0.02295661,-0.02295661
0.17765,0.1681,0.1872,0.7899822,0.02029814,-0.02029814
0.19675,0.1872,0.2063,0.7162874,0.01878183,-0.01878183
0.21775,0.2063,0.2292,1.013065,0.01722632,-0.01722632
0.24064999999999998,0.2292,0.2521,1.081148,0.01694978,-0.01694978
0.26165,0.2521,0.2712,1.008498,0.01295712,-0.01295712
0.28359999999999996,0.2712,0.296,0.9050315,0.01386925,-0.01386925
0.31035,0.296,0.3247,0.802157,0.01378883,-0.01378883
0.3438,0.3247,0.3629,0.8247414,0.01184333,-0.01184333
0.382,0.3629,0.4011,0.7886293,0.01076183,-0.01076183
0.4202,0.4011,0.4393,0.7193625,0.01026512,-0.01026512
0.45840000000000003,0.4393,0.4775,0.6986152,0.007858757,-0.007858757
0.50615,0.4775,0.5348,0.6458402,0.007228463,-0.007228463
0.56345,0.5348,0.5921,0.6009437,0.007007833,-0.007007833
0.6207499999999999,0.5921,0.6494,0.5411643,0.008072283,-0.008072283
0.6779999999999999,0.6494,0.7066,0.4850108,0.006998009,-0.006998009
0.7448,0.7066,0.783,0.4440621,0.006533296,-0.006533296
0.8212,0.783,0.8594,0.3903015,0.006174798,-0.006174798
0.8976,0.8594,0.9358,0.3389955,0.005994812,-0.005994812
0.9931,0.9358,1.0504,0.2953575,0.005715536,-0.005715536
1.0934,1.0504,1.1364,0.2430647,0.005192018,-0.005192018
1.1937,1.1364,1.251,0.2068632,0.004643423,-0.004643423
1.31305,1.251,1.3751,0.1670189,0.004142314,-0.004142314
1.4419499999999998,1.3751,1.5088,0.130779,0.003602353,-0.003602353
1.5852,1.5088,1.6616,0.100412,0.003231968,-0.003231968
1.74755,1.6616,1.8335,0.07439713,0.002764347,-0.002764347
1.9242,1.8335,2.0149,0.05317183,0.002246234,-0.002246234
2.11515,2.0149,2.2154,0.03658135,0.001835421,-0.001835421
2.33,2.2154,2.4446,0.02243582,0.001492263,-0.001492263
2.564,2.4446,2.6834,0.01456077,0.00113556,-0.00113556
2.81705,2.6834,2.9507,0.008767998,0.0008766699,-0.0008766699
3.09875,2.9507,3.2468,0.004884235,0.0006501654,-0.0006501654
3.4091,3.2468,3.5714,0.00228636,0.0004893002,-0.0004893002

