#: table_doi: 10.17182/hepdata.70547.v2/t100
#: name: Table 100
#: description: Trans.min. charged multiplicity distribution, Z-boson pT = 110 - 500 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table118.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-min region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,110.0-500.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.191,0.0955,0.2865,0.7519791,0.01914555,-0.01914555
0.382,0.2865,0.4775,0.773568,0.01680188,-0.01680188
0.573,0.4775,0.6685,0.6703943,0.01536188,-0.01536188
0.76395,0.6685,0.8594,0.5485239,0.01228062,-0.01228062
0.9549000000000001,0.8594,1.0504,0.4473495,0.01094401,-0.01094401
1.1459000000000001,1.0504,1.2414,0.3697176,0.01041984,-0.01041984
1.3369,1.2414,1.4324,0.2844174,0.01028255,-0.01028255
1.5278999999999998,1.4324,1.6234,0.2078596,0.009587107,-0.009587107
1.7189,1.6234,1.8144,0.1571719,0.008523878,-0.008523878
1.9099,1.8144,2.0054,0.1164676,0.007719237,-0.007719237
2.10085,2.0054,2.1963,0.08281323,0.006760009,-0.006760009
2.2918000000000003,2.1963,2.3873,0.0601814,0.006309581,-0.006309581
2.4828,2.3873,2.5783,0.04589582,0.005227933,-0.005227933
2.6738,2.5783,2.7693,0.03299497,0.004326322,-0.004326322
2.8648,2.7693,2.9603,0.02375499,0.003669673,-0.003669673
3.0558,2.9603,3.1513,0.02047418,0.003005757,-0.003005757
3.2468,3.1513,3.3423,0.01175041,0.002490083,-0.002490083
3.53325,3.3423,3.7242,0.00659585,0.00156069,-0.00156069
3.9152000000000005,3.7242,4.1062,0.00493541,0.00117457,-0.00117457

