#: table_doi: 10.17182/hepdata.70547.v2/t124
#: name: Table 124
#: description: Trans.min. scalar pT sum distribution, Z-boson pT = 110 - 500 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table148.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-min region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,110.0-500.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,1.714488,0.1294601,-0.1294601
0.11075,0.105,0.1165,1.69247,0.1187749,-0.1187749
0.12225,0.1165,0.128,1.262656,0.1031787,-0.1031787
0.13369999999999999,0.128,0.1394,1.23136,0.1019482,-0.1019482
0.1461,0.1394,0.1528,0.9790125,0.09106728,-0.09106728
0.16044999999999998,0.1528,0.1681,0.7493951,0.08515775,-0.08515775
0.17765,0.1681,0.1872,0.5941421,0.07838926,-0.07838926
0.19675,0.1872,0.2063,0.5344923,0.06146397,-0.06146397
0.21775,0.2063,0.2292,0.779742,0.05471101,-0.05471101
0.24064999999999998,0.2292,0.2521,0.9960818,0.04139223,-0.04139223
0.26165,0.2521,0.2712,0.9247859,0.05082378,-0.05082378
0.28359999999999996,0.2712,0.296,0.8259498,0.05202908,-0.05202908
0.31035,0.296,0.3247,0.6889262,0.05220402,-0.05220402
0.3438,0.3247,0.3629,0.71932,0.0411817,-0.0411817
0.382,0.3629,0.4011,0.6704114,0.0366297,-0.0366297
0.4202,0.4011,0.4393,0.6591408,0.03434559,-0.03434559
0.45840000000000003,0.4393,0.4775,0.704478,0.03150516,-0.03150516
0.50615,0.4775,0.5348,0.6010859,0.02904192,-0.02904192
0.56345,0.5348,0.5921,0.5703737,0.02854122,-0.02854122
0.6207499999999999,0.5921,0.6494,0.5315013,0.02688217,-0.02688217
0.6779999999999999,0.6494,0.7066,0.4883904,0.02517361,-0.02517361
0.7448,0.7066,0.783,0.4559985,0.02257686,-0.02257686
0.8212,0.783,0.8594,0.4246301,0.02070856,-0.02070856
0.8976,0.8594,0.9358,0.4203213,0.01814449,-0.01814449
0.9931,0.9358,1.0504,0.3729922,0.01699288,-0.01699288
1.0934,1.0504,1.1364,0.3302896,0.01564566,-0.01564566
1.1937,1.1364,1.251,0.295516,0.01484364,-0.01484364
1.31305,1.251,1.3751,0.2579925,0.01205929,-0.01205929
1.4419499999999998,1.3751,1.5088,0.223027,0.0108102,-0.0108102
1.5852,1.5088,1.6616,0.1823385,0.009695254,-0.009695254
1.74755,1.6616,1.8335,0.1496441,0.008225618,-0.008225618
1.9242,1.8335,2.0149,0.1239501,0.007765293,-0.007765293
2.11515,2.0149,2.2154,0.09946744,0.006398833,-0.006398833
2.33,2.2154,2.4446,0.06863602,0.005603761,-0.005603761
2.564,2.4446,2.6834,0.04906407,0.004206737,-0.004206737
2.81705,2.6834,2.9507,0.03296599,0.003724058,-0.003724058
3.09875,2.9507,3.2468,0.02550775,0.002764581,-0.002764581
3.4091,3.2468,3.5714,0.02018916,0.002193489,-0.002193489
3.7481,3.5714,3.9248,0.01599554,0.002028496,-0.002028496
4.12055,3.9248,4.3163,0.01282154,0.001667479,-0.001667479
4.5359,4.3163,4.7555,0.009322955,0.001231882,-0.001231882
4.994249999999999,4.7555,5.233,0.008689418,0.001303557,-0.001303557
5.49085,5.233,5.7487,0.005160618,0.0008773261,-0.0008773261
6.03515,5.7487,6.3216,0.00428956,0.0009220605,-0.0009220605
6.641500000000001,6.3216,6.9614,0.003140663,0.0006135237,-0.0006135237
7.69195,6.9614,8.4225,0.00153176,0.00036742,-0.00036742
9.8167,8.4225,11.2109,0.00082994,0.000190559,-0.000190559

