#: table_doi: 10.17182/hepdata.70547.v2/t55
#: name: Table 55
#: description: Trans.min. scalar pT sum distribution, Z-boson pT = 10 - 20 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table67.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Trans-min region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,10.0-20.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,2.437178,0.03603328,-0.03603328
0.11075,0.105,0.1165,1.985212,0.03260665,-0.03260665
0.12225,0.1165,0.128,1.598908,0.03010116,-0.03010116
0.13369999999999999,0.128,0.1394,1.31925,0.03509474,-0.03509474
0.1461,0.1394,0.1528,1.097488,0.0293054,-0.0293054
0.16044999999999998,0.1528,0.1681,0.8836276,0.02504698,-0.02504698
0.17765,0.1681,0.1872,0.7081127,0.01935177,-0.01935177
0.19675,0.1872,0.2063,0.6800254,0.01751621,-0.01751621
0.21775,0.2063,0.2292,0.9061428,0.01561288,-0.01561288
0.24064999999999998,0.2292,0.2521,0.970573,0.01375852,-0.01375852
0.26165,0.2521,0.2712,0.9446972,0.01483243,-0.01483243
0.28359999999999996,0.2712,0.296,0.8382571,0.0119481,-0.0119481
0.31035,0.296,0.3247,0.7901427,0.01304134,-0.01304134
0.3438,0.3247,0.3629,0.7716852,0.01060979,-0.01060979
0.382,0.3629,0.4011,0.7656321,0.009458351,-0.009458351
0.4202,0.4011,0.4393,0.7503052,0.009532776,-0.009532776
0.45840000000000003,0.4393,0.4775,0.7098006,0.008118857,-0.008118857
0.50615,0.4775,0.5348,0.67157,0.006581714,-0.006581714
0.56345,0.5348,0.5921,0.6170822,0.006656167,-0.006656167
0.6207499999999999,0.5921,0.6494,0.5775136,0.007025003,-0.007025003
0.6779999999999999,0.6494,0.7066,0.5336502,0.006188987,-0.006188987
0.7448,0.7066,0.783,0.4858606,0.006199818,-0.006199818
0.8212,0.783,0.8594,0.4397705,0.006181943,-0.006181943
0.8976,0.8594,0.9358,0.4028618,0.005878345,-0.005878345
0.9931,0.9358,1.0504,0.3495074,0.005902812,-0.005902812
1.0934,1.0504,1.1364,0.291836,0.005622019,-0.005622019
1.1937,1.1364,1.251,0.2576436,0.005039399,-0.005039399
1.31305,1.251,1.3751,0.2103753,0.004750757,-0.004750757
1.4419499999999998,1.3751,1.5088,0.17613,0.004105867,-0.004105867
1.5852,1.5088,1.6616,0.1415917,0.00371157,-0.00371157
1.74755,1.6616,1.8335,0.1062752,0.003253098,-0.003253098
1.9242,1.8335,2.0149,0.08067455,0.00271272,-0.00271272
2.11515,2.0149,2.2154,0.05984567,0.002271546,-0.002271546
2.33,2.2154,2.4446,0.04206936,0.001891496,-0.001891496
2.564,2.4446,2.6834,0.0285171,0.001502966,-0.001502966
2.81705,2.6834,2.9507,0.01996638,0.001238968,-0.001238968
3.09875,2.9507,3.2468,0.01323419,0.0009699415,-0.0009699415
3.4091,3.2468,3.5714,0.007701968,0.0006436423,-0.0006436423
3.7481,3.5714,3.9248,0.004791795,0.0004991312,-0.0004991312
4.12055,3.9248,4.3163,0.003092949,0.0003269576,-0.0003269576
4.5359,4.3163,4.7555,0.00167828,0.0002328763,-0.0002328763
4.994249999999999,4.7555,5.233,0.0008966388,0.0001796549,-0.0001796549
5.49085,5.233,5.7487,0.0005887371,0.0001265243,-0.0001265243

