#: table_doi: 10.17182/hepdata.70547.v2/t108
#: name: Table 108
#: description: Transverse scalar pT sum distribution, Z-boson pT = 5 - 10 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table126.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Transverse region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,5.0-10.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.0501,0.0477,0.0525,1.829166,0.04989047,-0.04989047
0.0554,0.0525,0.0583,1.429768,0.04501289,-0.04501289
0.061149999999999996,0.0583,0.064,1.241174,0.04188881,-0.04188881
0.06684999999999999,0.064,0.0697,1.019282,0.04573404,-0.04573404
0.07305,0.0697,0.0764,0.829868,0.03794511,-0.03794511
0.0802,0.0764,0.084,0.6899246,0.03188816,-0.03188816
0.0888,0.084,0.0936,0.5332916,0.02640695,-0.02640695
0.09834999999999999,0.0936,0.1031,0.5368702,0.02561066,-0.02561066
0.10885,0.1031,0.1146,0.7659158,0.02471455,-0.02471455
0.12034999999999998,0.1146,0.1261,0.9010092,0.02170241,-0.02170241
0.13085,0.1261,0.1356,0.7881281,0.02360294,-0.02360294
0.14179999999999998,0.1356,0.148,0.7666091,0.022206,-0.022206
0.15515,0.148,0.1623,0.7221525,0.02057121,-0.02057121
0.17185,0.1623,0.1814,0.7667053,0.01886407,-0.01886407
0.19095,0.1814,0.2005,0.7687838,0.01687596,-0.01687596
0.21005000000000001,0.2005,0.2196,0.7842112,0.01716197,-0.01716197
0.22915,0.2196,0.2387,0.778442,0.01628404,-0.01628404
0.25305,0.2387,0.2674,0.7738528,0.01512928,-0.01512928
0.2817,0.2674,0.296,0.755431,0.01249987,-0.01249987
0.31035,0.296,0.3247,0.7701611,0.01205136,-0.01205136
0.33899999999999997,0.3247,0.3533,0.7596054,0.01193572,-0.01193572
0.3724,0.3533,0.3915,0.7774036,0.01099262,-0.01099262
0.4106,0.3915,0.4297,0.7332046,0.009877221,-0.009877221
0.4488,0.4297,0.4679,0.7135234,0.009225504,-0.009225504
0.49655,0.4679,0.5252,0.6986839,0.007609056,-0.007609056
0.5467,0.5252,0.5682,0.6838704,0.007379416,-0.007379416
0.59685,0.5682,0.6255,0.6519802,0.006483026,-0.006483026
0.6565,0.6255,0.6875,0.6226909,0.005937943,-0.005937943
0.72095,0.6875,0.7544,0.5826644,0.005640898,-0.005640898
0.7926,0.7544,0.8308,0.5531777,0.005153167,-0.005153167
0.87375,0.8308,0.9167,0.5067034,0.00494567,-0.00494567
0.9621,0.9167,1.0075,0.4582679,0.004889385,-0.004889385
1.0575999999999999,1.0075,1.1077,0.4144385,0.004912352,-0.004912352
1.165,1.1077,1.2223,0.3607601,0.004916741,-0.004916741
1.282,1.2223,1.3417,0.3161168,0.004466872,-0.004466872
1.40855,1.3417,1.4754,0.2618299,0.004298254,-0.004298254
1.5493999999999999,1.4754,1.6234,0.2138712,0.003938539,-0.003938539
1.70455,1.6234,1.7857,0.1769362,0.003524736,-0.003524736
1.87405,1.7857,1.9624,0.1379556,0.003094395,-0.003094395
2.06025,1.9624,2.1581,0.1040289,0.002648957,-0.002648957
2.26795,2.1581,2.3778,0.07910402,0.002128822,-0.002128822
2.49715,2.3778,2.6165,0.05598814,0.001748268,-0.001748268
2.7454,2.6165,2.8743,0.03693196,0.001384808,-0.001384808
3.01755,2.8743,3.1608,0.02451089,0.001086342,-0.001086342
3.3207500000000003,3.1608,3.4807,0.01496756,0.0007236987,-0.0007236987
3.6550000000000002,3.4807,3.8293,0.009080028,0.0005748405,-0.0005748405
4.02025,3.8293,4.2112,0.004697975,0.0004273486,-0.0004273486
4.4213000000000005,4.2112,4.6314,0.002699618,0.0003380931,-0.0003380931
4.86295,4.6314,5.0945,0.001530812,0.0002693503,-0.0002693503

