#: table_doi: 10.17182/hepdata.70547.v2/t46
#: name: Table 46
#: description: Transverse scalar pT sum distribution, Z-boson pT = 110 - 500 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table52.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Transverse region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,110.0-500.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.0501,0.0477,0.0525,0.7137452,0.1131747,-0.1131747
0.0554,0.0525,0.0583,0.5287983,0.110063,-0.110063
0.061149999999999996,0.0583,0.064,0.5109426,0.09120966,-0.09120966
0.06684999999999999,0.064,0.0697,0.5234477,0.09713312,-0.09713312
0.07305,0.0697,0.0764,0.3874759,0.07880968,-0.07880968
0.0802,0.0764,0.084,0.2117835,0.0729982,-0.0729982
0.0888,0.084,0.0936,0.2093803,0.05971424,-0.05971424
0.09834999999999999,0.0936,0.1031,0.1578137,0.05758153,-0.05758153
0.10885,0.1031,0.1146,0.3709587,0.0520228,-0.0520228
0.12034999999999998,0.1146,0.1261,0.2741135,0.04708938,-0.04708938
0.13085,0.1261,0.1356,0.4070351,0.05558613,-0.05558613
0.14179999999999998,0.1356,0.148,0.3433715,0.05214065,-0.05214065
0.15515,0.148,0.1623,0.3059814,0.0512498,-0.0512498
0.17185,0.1623,0.1814,0.3762687,0.0499916,-0.0499916
0.19095,0.1814,0.2005,0.3642405,0.04590378,-0.04590378
0.21005000000000001,0.2005,0.2196,0.3675931,0.04510118,-0.04510118
0.22915,0.2196,0.2387,0.4801107,0.04164582,-0.04164582
0.25305,0.2387,0.2674,0.3826239,0.0367567,-0.0367567
0.2817,0.2674,0.296,0.4401564,0.03761692,-0.03761692
0.31035,0.296,0.3247,0.4424771,0.0359188,-0.0359188
0.33899999999999997,0.3247,0.3533,0.4242023,0.03437163,-0.03437163
0.3724,0.3533,0.3915,0.4062877,0.03205336,-0.03205336
0.4106,0.3915,0.4297,0.4264354,0.03253478,-0.03253478
0.4488,0.4297,0.4679,0.4217194,0.03337066,-0.03337066
0.49655,0.4679,0.5252,0.4391596,0.02876441,-0.02876441
0.5467,0.5252,0.5682,0.4578348,0.02852319,-0.02852319
0.59685,0.5682,0.6255,0.4465952,0.02466951,-0.02466951
0.6565,0.6255,0.6875,0.4399304,0.0228383,-0.0228383
0.72095,0.6875,0.7544,0.447685,0.02096173,-0.02096173
0.7926,0.7544,0.8308,0.4178236,0.02148983,-0.02148983
0.87375,0.8308,0.9167,0.3970241,0.01909752,-0.01909752
0.9621,0.9167,1.0075,0.3852454,0.01817989,-0.01817989
1.0575999999999999,1.0075,1.1077,0.39591,0.0161105,-0.0161105
1.165,1.1077,1.2223,0.3781594,0.01465784,-0.01465784
1.282,1.2223,1.3417,0.3574482,0.01419132,-0.01419132
1.40855,1.3417,1.4754,0.3071334,0.01288811,-0.01288811
1.5493999999999999,1.4754,1.6234,0.2694891,0.01124147,-0.01124147
1.70455,1.6234,1.7857,0.2278858,0.009956762,-0.009956762
1.87405,1.7857,1.9624,0.2155655,0.009418922,-0.009418922
2.06025,1.9624,2.1581,0.1882095,0.008394974,-0.008394974
2.26795,2.1581,2.3778,0.1679156,0.007659844,-0.007659844
2.49715,2.3778,2.6165,0.1350773,0.006525636,-0.006525636
2.7454,2.6165,2.8743,0.1113282,0.005846758,-0.005846758
3.01755,2.8743,3.1608,0.07835669,0.004899162,-0.004899162
3.3207500000000003,3.1608,3.4807,0.07021874,0.004076837,-0.004076837
3.6550000000000002,3.4807,3.8293,0.0538097,0.003550544,-0.003550544
4.02025,3.8293,4.2112,0.04458991,0.002984189,-0.002984189
4.4213000000000005,4.2112,4.6314,0.03238633,0.002772806,-0.002772806
4.86295,4.6314,5.0945,0.02456504,0.002233765,-0.002233765
5.34995,5.0945,5.6054,0.02017474,0.001878899,-0.001878899
5.88475,5.6054,6.1641,0.01795537,0.001562798,-0.001562798
6.47205,6.1641,6.78,0.01394111,0.001349383,-0.001349383
7.119,6.78,7.458,0.01288056,0.00128962,-0.00128962
7.8304,7.458,8.2028,0.00921974,0.001053477,-0.001053477
8.61345,8.2028,9.0241,0.008191228,0.0008045027,-0.0008045027
9.4777,9.0241,9.9313,0.005332487,0.0007065549,-0.0007065549

