#: table_doi: 10.17182/hepdata.70547.v2/t63
#: name: Table 63
#: description: Trans.max. scalar pT sum distribution, Z-boson pT = 10 - 20 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table75.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,10.0-20.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,0.7084676,0.02057155,-0.02057155
0.11075,0.105,0.1165,0.6263244,0.01943257,-0.01943257
0.12225,0.1165,0.128,0.6403212,0.01873581,-0.01873581
0.13369999999999999,0.128,0.1394,0.5354317,0.02264792,-0.02264792
0.1461,0.1394,0.1528,0.4922298,0.01759039,-0.01759039
0.16044999999999998,0.1528,0.1681,0.421778,0.01540861,-0.01540861
0.17765,0.1681,0.1872,0.3533314,0.01322355,-0.01322355
0.19675,0.1872,0.2063,0.3631457,0.0121396,-0.0121396
0.21775,0.2063,0.2292,0.4308349,0.01112995,-0.01112995
0.24064999999999998,0.2292,0.2521,0.5236943,0.01132606,-0.01132606
0.26165,0.2521,0.2712,0.490017,0.01083338,-0.01083338
0.28359999999999996,0.2712,0.296,0.5016828,0.010973,-0.010973
0.31035,0.296,0.3247,0.4825997,0.01063031,-0.01063031
0.3438,0.3247,0.3629,0.5115568,0.009543452,-0.009543452
0.382,0.3629,0.4011,0.5196925,0.008357041,-0.008357041
0.4202,0.4011,0.4393,0.5081863,0.00797075,-0.00797075
0.45840000000000003,0.4393,0.4775,0.520252,0.008432279,-0.008432279
0.50615,0.4775,0.5348,0.5189114,0.007489934,-0.007489934
0.56345,0.5348,0.5921,0.5329871,0.006554755,-0.006554755
0.6207499999999999,0.5921,0.6494,0.5216389,0.007027548,-0.007027548
0.6779999999999999,0.6494,0.7066,0.5337826,0.006317613,-0.006317613
0.7448,0.7066,0.783,0.519014,0.005694119,-0.005694119
0.8212,0.783,0.8594,0.5061713,0.004859196,-0.004859196
0.8976,0.8594,0.9358,0.4887069,0.004695417,-0.004695417
0.9931,0.9358,1.0504,0.4676451,0.004219793,-0.004219793
1.0934,1.0504,1.1364,0.4317819,0.004465438,-0.004465438
1.1937,1.1364,1.251,0.4063078,0.004106072,-0.004106072
1.31305,1.251,1.3751,0.3732425,0.003998721,-0.003998721
1.4419499999999998,1.3751,1.5088,0.339649,0.0038907,-0.0038907
1.5852,1.5088,1.6616,0.2996645,0.003576372,-0.003576372
1.74755,1.6616,1.8335,0.255818,0.003204911,-0.003204911
1.9242,1.8335,2.0149,0.2193108,0.002893889,-0.002893889
2.11515,2.0149,2.2154,0.1812957,0.002490202,-0.002490202
2.33,2.2154,2.4446,0.1442707,0.002269862,-0.002269862
2.564,2.4446,2.6834,0.1111632,0.001928295,-0.001928295
2.81705,2.6834,2.9507,0.08487805,0.001645593,-0.001645593
3.09875,2.9507,3.2468,0.06402341,0.001374495,-0.001374495
3.4091,3.2468,3.5714,0.04578605,0.001130049,-0.001130049
3.7481,3.5714,3.9248,0.03183392,0.0008721671,-0.0008721671
4.12055,3.9248,4.3163,0.02032756,0.0006919316,-0.0006919316
4.5359,4.3163,4.7555,0.01230451,0.0005380803,-0.0005380803
4.994249999999999,4.7555,5.233,0.007546199,0.0004487694,-0.0004487694
5.49085,5.233,5.7487,0.004404351,0.000345674,-0.000345674
6.03515,5.7487,6.3216,0.003192428,0.0002566356,-0.0002566356
6.641500000000001,6.3216,6.9614,0.001996554,0.0001891077,-0.0001891077
7.309950000000001,6.9614,7.6585,0.0009143957,0.0001633205,-0.0001633205
8.0405,7.6585,8.4225,0.0005408915,0.0001219702,-0.0001219702

