#: table_doi: 10.17182/hepdata.70547.v2/t130
#: name: Table 130
#: description: Trans.max. scalar pT sum distribution, Z-boson pT = 20 - 50 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table154.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,20.0-50.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,0.5462463,0.02093978,-0.02093978
0.11075,0.105,0.1165,0.532937,0.02005158,-0.02005158
0.12225,0.1165,0.128,0.4694687,0.01867871,-0.01867871
0.13369999999999999,0.128,0.1394,0.4340814,0.02344689,-0.02344689
0.1461,0.1394,0.1528,0.4084386,0.01782356,-0.01782356
0.16044999999999998,0.1528,0.1681,0.3504549,0.01495701,-0.01495701
0.17765,0.1681,0.1872,0.2653854,0.01237544,-0.01237544
0.19675,0.1872,0.2063,0.2869631,0.01192435,-0.01192435
0.21775,0.2063,0.2292,0.3575241,0.0115163,-0.0115163
0.24064999999999998,0.2292,0.2521,0.3955576,0.01140988,-0.01140988
0.26165,0.2521,0.2712,0.4176678,0.01122097,-0.01122097
0.28359999999999996,0.2712,0.296,0.4142248,0.01064905,-0.01064905
0.31035,0.296,0.3247,0.3954056,0.01057973,-0.01057973
0.3438,0.3247,0.3629,0.4230912,0.009569105,-0.009569105
0.382,0.3629,0.4011,0.429809,0.009444666,-0.009444666
0.4202,0.4011,0.4393,0.4466652,0.009309607,-0.009309607
0.45840000000000003,0.4393,0.4775,0.4602342,0.009133758,-0.009133758
0.50615,0.4775,0.5348,0.44939,0.008393832,-0.008393832
0.56345,0.5348,0.5921,0.4677679,0.008352206,-0.008352206
0.6207499999999999,0.5921,0.6494,0.4698467,0.00801224,-0.00801224
0.6779999999999999,0.6494,0.7066,0.4693831,0.007513899,-0.007513899
0.7448,0.7066,0.783,0.464888,0.006369614,-0.006369614
0.8212,0.783,0.8594,0.4586192,0.005622891,-0.005622891
0.8976,0.8594,0.9358,0.4441988,0.005297565,-0.005297565
0.9931,0.9358,1.0504,0.431111,0.00462605,-0.00462605
1.0934,1.0504,1.1364,0.407526,0.004321737,-0.004321737
1.1937,1.1364,1.251,0.3930175,0.004060039,-0.004060039
1.31305,1.251,1.3751,0.3671732,0.003962321,-0.003962321
1.4419499999999998,1.3751,1.5088,0.3346294,0.003954992,-0.003954992
1.5852,1.5088,1.6616,0.2997709,0.003833206,-0.003833206
1.74755,1.6616,1.8335,0.2657692,0.00352851,-0.00352851
1.9242,1.8335,2.0149,0.2334841,0.003299781,-0.003299781
2.11515,2.0149,2.2154,0.1970218,0.002969027,-0.002969027
2.33,2.2154,2.4446,0.1621416,0.002744558,-0.002744558
2.564,2.4446,2.6834,0.1320099,0.002360787,-0.002360787
2.81705,2.6834,2.9507,0.1058143,0.002020739,-0.002020739
3.09875,2.9507,3.2468,0.08271358,0.001722265,-0.001722265
3.4091,3.2468,3.5714,0.06232961,0.001470797,-0.001470797
3.7481,3.5714,3.9248,0.04818337,0.001164126,-0.001164126
4.12055,3.9248,4.3163,0.03591991,0.0009861625,-0.0009861625
4.5359,4.3163,4.7555,0.02493226,0.0008054026,-0.0008054026
4.994249999999999,4.7555,5.233,0.01717684,0.0006505245,-0.0006505245
5.49085,5.233,5.7487,0.01191479,0.0005238164,-0.0005238164
6.03515,5.7487,6.3216,0.008677705,0.0004073939,-0.0004073939
6.641500000000001,6.3216,6.9614,0.006169488,0.0003037343,-0.0003037343
7.309950000000001,6.9614,7.6585,0.004524967,0.0002431256,-0.0002431256
8.0405,7.6585,8.4225,0.002904974,0.0001976148,-0.0001976148
8.842649999999999,8.4225,9.2628,0.002089209,0.0001535741,-0.0001535741
9.725950000000001,9.2628,10.1891,0.001504288,0.0001171951,-0.0001171951
10.7,10.1891,11.2109,0.001168205,9.037481e-05,-9.037481e-05
11.7695,11.2109,12.3281,0.0007922427,7.864892e-05,-7.864892e-05
12.94405,12.3281,13.56,0.0004989303,6.160603e-05,-6.160603e-05

