#: table_doi: 10.17182/hepdata.70547.v2/t120
#: name: Table 120
#: description: Trans.min. scalar pT sum distribution, Z-boson pT = 5 - 10 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table144.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-min region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,5.0-10.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,2.649608,0.03555791,-0.03555791
0.11075,0.105,0.1165,2.20189,0.03177548,-0.03177548
0.12225,0.1165,0.128,1.750331,0.02915726,-0.02915726
0.13369999999999999,0.128,0.1394,1.418954,0.03319157,-0.03319157
0.1461,0.1394,0.1528,1.158355,0.02623846,-0.02623846
0.16044999999999998,0.1528,0.1681,0.965145,0.02160859,-0.02160859
0.17765,0.1681,0.1872,0.7313241,0.01902549,-0.01902549
0.19675,0.1872,0.2063,0.7174989,0.01751227,-0.01751227
0.21775,0.2063,0.2292,0.9674756,0.01314096,-0.01314096
0.24064999999999998,0.2292,0.2521,1.000531,0.01268702,-0.01268702
0.26165,0.2521,0.2712,0.974079,0.01396581,-0.01396581
0.28359999999999996,0.2712,0.296,0.8896096,0.01103135,-0.01103135
0.31035,0.296,0.3247,0.7993086,0.01327026,-0.01327026
0.3438,0.3247,0.3629,0.8065165,0.009571411,-0.009571411
0.382,0.3629,0.4011,0.7704551,0.009632417,-0.009632417
0.4202,0.4011,0.4393,0.7394633,0.008164309,-0.008164309
0.45840000000000003,0.4393,0.4775,0.7146888,0.008730503,-0.008730503
0.50615,0.4775,0.5348,0.6761282,0.007881844,-0.007881844
0.56345,0.5348,0.5921,0.6205239,0.006773618,-0.006773618
0.6207499999999999,0.5921,0.6494,0.5764267,0.006717953,-0.006717953
0.6779999999999999,0.6494,0.7066,0.5177858,0.006649023,-0.006649023
0.7448,0.7066,0.783,0.4719747,0.006173894,-0.006173894
0.8212,0.783,0.8594,0.4225422,0.006025435,-0.006025435
0.8976,0.8594,0.9358,0.3693504,0.005747334,-0.005747334
0.9931,0.9358,1.0504,0.3212155,0.005309273,-0.005309273
1.0934,1.0504,1.1364,0.2652119,0.004853912,-0.004853912
1.1937,1.1364,1.251,0.237405,0.004036924,-0.004036924
1.31305,1.251,1.3751,0.189437,0.003659216,-0.003659216
1.4419499999999998,1.3751,1.5088,0.1529133,0.00312863,-0.00312863
1.5852,1.5088,1.6616,0.1237027,0.002782943,-0.002782943
1.74755,1.6616,1.8335,0.09248404,0.002366322,-0.002366322
1.9242,1.8335,2.0149,0.06687863,0.001972131,-0.001972131
2.11515,2.0149,2.2154,0.04571548,0.001662483,-0.001662483
2.33,2.2154,2.4446,0.03169519,0.00141424,-0.00141424
2.564,2.4446,2.6834,0.02124124,0.001141644,-0.001141644
2.81705,2.6834,2.9507,0.01289366,0.0009401568,-0.0009401568
3.09875,2.9507,3.2468,0.007517404,0.0007254951,-0.0007254951
3.4091,3.2468,3.5714,0.00437115,0.0005512973,-0.0005512973
3.7481,3.5714,3.9248,0.002226147,0.0004009097,-0.0004009097
4.12055,3.9248,4.3163,0.0009594618,0.0002540271,-0.0002540271

