#: table_doi: 10.17182/hepdata.70547.v2/t77
#: name: Table 77
#: description: Towards scalar pT sum distribution, Z-boson pT = 5 - 10 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table89.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Toward region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,5.0-10.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.0501,0.0477,0.0525,2.047537,0.04973054,-0.04973054
0.0554,0.0525,0.0583,1.626124,0.04318356,-0.04318356
0.061149999999999996,0.0583,0.064,1.354225,0.04094524,-0.04094524
0.06684999999999999,0.064,0.0697,1.171511,0.04035374,-0.04035374
0.07305,0.0697,0.0764,0.9187722,0.03103177,-0.03103177
0.0802,0.0764,0.084,0.7074983,0.02849353,-0.02849353
0.0888,0.084,0.0936,0.5143764,0.02414543,-0.02414543
0.09834999999999999,0.0936,0.1031,0.5628714,0.02132559,-0.02132559
0.10885,0.1031,0.1146,0.8203718,0.01988306,-0.01988306
0.12034999999999998,0.1146,0.1261,0.8908186,0.0187467,-0.0187467
0.13085,0.1261,0.1356,0.8950943,0.02040545,-0.02040545
0.14179999999999998,0.1356,0.148,0.7675407,0.01732744,-0.01732744
0.15515,0.148,0.1623,0.7524239,0.01630281,-0.01630281
0.17185,0.1623,0.1814,0.7926447,0.01375423,-0.01375423
0.19095,0.1814,0.2005,0.8320264,0.01350503,-0.01350503
0.21005000000000001,0.2005,0.2196,0.7724406,0.01388618,-0.01388618
0.22915,0.2196,0.2387,0.7914879,0.01398902,-0.01398902
0.25305,0.2387,0.2674,0.7671227,0.0131979,-0.0131979
0.2817,0.2674,0.296,0.7739313,0.01118469,-0.01118469
0.31035,0.296,0.3247,0.7552902,0.01150385,-0.01150385
0.33899999999999997,0.3247,0.3533,0.7479146,0.01037597,-0.01037597
0.3724,0.3533,0.3915,0.7564914,0.009820618,-0.009820618
0.4106,0.3915,0.4297,0.7478559,0.009126089,-0.009126089
0.4488,0.4297,0.4679,0.7238083,0.00985418,-0.00985418
0.49655,0.4679,0.5252,0.7013844,0.00841813,-0.00841813
0.5467,0.5252,0.5682,0.6740549,0.007031072,-0.007031072
0.59685,0.5682,0.6255,0.6631379,0.006048233,-0.006048233
0.6565,0.6255,0.6875,0.6162833,0.005624458,-0.005624458
0.72095,0.6875,0.7544,0.5866823,0.005214947,-0.005214947
0.7926,0.7544,0.8308,0.5329784,0.005410746,-0.005410746
0.87375,0.8308,0.9167,0.4978442,0.005364316,-0.005364316
0.9621,0.9167,1.0075,0.4486375,0.005037155,-0.005037155
1.0575999999999999,1.0075,1.1077,0.4062996,0.004631281,-0.004631281
1.165,1.1077,1.2223,0.3604948,0.003839619,-0.003839619
1.282,1.2223,1.3417,0.3058398,0.003497787,-0.003497787
1.40855,1.3417,1.4754,0.2578849,0.003207581,-0.003207581
1.5493999999999999,1.4754,1.6234,0.2119772,0.003004858,-0.003004858
1.70455,1.6234,1.7857,0.165658,0.002628864,-0.002628864
1.87405,1.7857,1.9624,0.1269221,0.002388552,-0.002388552
2.06025,1.9624,2.1581,0.09694587,0.002047991,-0.002047991
2.26795,2.1581,2.3778,0.06733577,0.001653572,-0.001653572
2.49715,2.3778,2.6165,0.04533796,0.00137453,-0.00137453
2.7454,2.6165,2.8743,0.02992598,0.001135384,-0.001135384
3.01755,2.8743,3.1608,0.01856159,0.001060667,-0.001060667
3.3207500000000003,3.1608,3.4807,0.01094029,0.000827645,-0.000827645
3.6550000000000002,3.4807,3.8293,0.006162856,0.0005880372,-0.0005880372
4.02025,3.8293,4.2112,0.00282444,0.0004394561,-0.0004394561
4.4213000000000005,4.2112,4.6314,0.001230412,0.0003021307,-0.0003021307

