#: table_doi: 10.17182/hepdata.70547.v2/t110
#: name: Table 110
#: description: Transverse scalar pT sum distribution, Z-boson pT = 20 - 50 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table128.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Transverse region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,20.0-50.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.0501,0.0477,0.0525,1.096708,0.03976244,-0.03976244
0.0554,0.0525,0.0583,0.9269201,0.03572173,-0.03572173
0.061149999999999996,0.0583,0.064,0.7272373,0.03368291,-0.03368291
0.06684999999999999,0.064,0.0697,0.6342456,0.03438008,-0.03438008
0.07305,0.0697,0.0764,0.5493699,0.02761122,-0.02761122
0.0802,0.0764,0.084,0.4439541,0.02369453,-0.02369453
0.0888,0.084,0.0936,0.3042683,0.01924723,-0.01924723
0.09834999999999999,0.0936,0.1031,0.3499519,0.01884316,-0.01884316
0.10885,0.1031,0.1146,0.511084,0.01688403,-0.01688403
0.12034999999999998,0.1146,0.1261,0.5222114,0.01708217,-0.01708217
0.13085,0.1261,0.1356,0.5738859,0.01845085,-0.01845085
0.14179999999999998,0.1356,0.148,0.5069519,0.01703693,-0.01703693
0.15515,0.148,0.1623,0.5200677,0.01632519,-0.01632519
0.17185,0.1623,0.1814,0.5307678,0.01461664,-0.01461664
0.19095,0.1814,0.2005,0.5428081,0.01336355,-0.01336355
0.21005000000000001,0.2005,0.2196,0.5660789,0.01339229,-0.01339229
0.22915,0.2196,0.2387,0.5843162,0.01299828,-0.01299828
0.25305,0.2387,0.2674,0.5761244,0.01248168,-0.01248168
0.2817,0.2674,0.296,0.5960162,0.01244799,-0.01244799
0.31035,0.296,0.3247,0.5841111,0.01157705,-0.01157705
0.33899999999999997,0.3247,0.3533,0.6116311,0.01174344,-0.01174344
0.3724,0.3533,0.3915,0.597548,0.01113883,-0.01113883
0.4106,0.3915,0.4297,0.6238899,0.01174166,-0.01174166
0.4488,0.4297,0.4679,0.6039205,0.0105537,-0.0105537
0.49655,0.4679,0.5252,0.6060754,0.009662004,-0.009662004
0.5467,0.5252,0.5682,0.5886099,0.008886639,-0.008886639
0.59685,0.5682,0.6255,0.5767336,0.008191262,-0.008191262
0.6565,0.6255,0.6875,0.5678212,0.007168078,-0.007168078
0.72095,0.6875,0.7544,0.5508768,0.006382961,-0.006382961
0.7926,0.7544,0.8308,0.5243958,0.005562154,-0.005562154
0.87375,0.8308,0.9167,0.4979286,0.004969355,-0.004969355
0.9621,0.9167,1.0075,0.4742987,0.004675586,-0.004675586
1.0575999999999999,1.0075,1.1077,0.429948,0.004528715,-0.004528715
1.165,1.1077,1.2223,0.3928604,0.00459217,-0.00459217
1.282,1.2223,1.3417,0.3526482,0.004675196,-0.004675196
1.40855,1.3417,1.4754,0.314029,0.004319066,-0.004319066
1.5493999999999999,1.4754,1.6234,0.2712882,0.004027007,-0.004027007
1.70455,1.6234,1.7857,0.2310931,0.003727091,-0.003727091
1.87405,1.7857,1.9624,0.1907234,0.003351065,-0.003351065
2.06025,1.9624,2.1581,0.1529875,0.002972589,-0.002972589
2.26795,2.1581,2.3778,0.1218517,0.002525339,-0.002525339
2.49715,2.3778,2.6165,0.0934394,0.002108502,-0.002108502
2.7454,2.6165,2.8743,0.07000937,0.001793542,-0.001793542
3.01755,2.8743,3.1608,0.05334491,0.001487555,-0.001487555
3.3207500000000003,3.1608,3.4807,0.03849503,0.001186357,-0.001186357
3.6550000000000002,3.4807,3.8293,0.02686364,0.0009598337,-0.0009598337
4.02025,3.8293,4.2112,0.01750309,0.0007221655,-0.0007221655
4.4213000000000005,4.2112,4.6314,0.01177024,0.0005423258,-0.0005423258
4.86295,4.6314,5.0945,0.008008157,0.0004401147,-0.0004401147
5.34995,5.0945,5.6054,0.005753423,0.0003519075,-0.0003519075
5.88475,5.6054,6.1641,0.003875387,0.0002686218,-0.0002686218
6.47205,6.1641,6.78,0.002724387,0.0002089124,-0.0002089124
7.119,6.78,7.458,0.001853737,0.0001659568,-0.0001659568
7.8304,7.458,8.2028,0.001363464,0.0001202557,-0.0001202557
8.61345,8.2028,9.0241,0.0009714252,9.608463e-05,-9.608463e-05
9.4777,9.0241,9.9313,0.0006614562,8.377196e-05,-8.377196e-05

