#: table_doi: 10.17182/hepdata.70547.v2/t86
#: name: Table 86
#: description: Towards charged multiplicity distribution, Z-boson pT = 20 - 50 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table98.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Toward region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,20.0-50.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.09545,0.0477,0.1432,0.5678288,0.01185977,-0.01185977
0.19095,0.1432,0.2387,0.6458673,0.0117548,-0.0117548
0.28645,0.2387,0.3342,0.7095744,0.01169354,-0.01169354
0.38195,0.3342,0.4297,0.750348,0.01107377,-0.01107377
0.47745000000000004,0.4297,0.5252,0.7598735,0.01067084,-0.01067084
0.5729500000000001,0.5252,0.6207,0.7451562,0.01045299,-0.01045299
0.66845,0.6207,0.7162,0.7112017,0.00971864,-0.00971864
0.7639499999999999,0.7162,0.8117,0.661034,0.00831115,-0.00831115
0.85945,0.8117,0.9072,0.613285,0.007015722,-0.007015722
0.95495,0.9072,1.0027,0.5604131,0.006141737,-0.006141737
1.05045,1.0027,1.0982,0.4994748,0.005419181,-0.005419181
1.14595,1.0982,1.1937,0.4366161,0.004989564,-0.004989564
1.24145,1.1937,1.2892,0.3843659,0.005414293,-0.005414293
1.3369,1.2892,1.3846,0.3374249,0.006156324,-0.006156324
1.43235,1.3846,1.4801,0.2884399,0.00644446,-0.00644446
1.52785,1.4801,1.5756,0.2440398,0.006522286,-0.006522286
1.6233499999999998,1.5756,1.6711,0.2063959,0.006569581,-0.006569581
1.71885,1.6711,1.7666,0.1718058,0.006480142,-0.006480142
1.8143500000000001,1.7666,1.8621,0.1390472,0.006467097,-0.006467097
1.90985,1.8621,1.9576,0.115265,0.006217157,-0.006217157
2.00535,1.9576,2.0531,0.09580438,0.005668053,-0.005668053
2.1008500000000003,2.0531,2.1486,0.07721714,0.005133987,-0.005133987
2.19635,2.1486,2.2441,0.06297317,0.004715217,-0.004715217
2.29185,2.2441,2.3396,0.05068133,0.004186076,-0.004186076
2.3873499999999996,2.3396,2.4351,0.04161942,0.00348738,-0.00348738
2.48285,2.4351,2.5306,0.03424403,0.00284762,-0.00284762
2.5783500000000004,2.5306,2.6261,0.02876014,0.002272027,-0.002272027
2.72155,2.6261,2.817,0.02039901,0.001863082,-0.001863082
2.9125,2.817,3.008,0.01265943,0.001457987,-0.001457987
3.1035,3.008,3.199,0.008011741,0.0009278534,-0.0009278534
3.2945,3.199,3.39,0.004512452,0.0006190511,-0.0006190511
3.4855,3.39,3.581,0.002827919,0.0004954744,-0.0004954744

