#: table_doi: 10.17182/hepdata.70547.v2/t37
#: name: Table 37
#: description: Trans.max. charged multiplicity distribution, Z-boson pT = 10 - 20 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table43.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,10.0-20.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.191,0.0955,0.2865,0.4407641,0.007983552,-0.007983552
0.382,0.2865,0.4775,0.5864386,0.007532576,-0.007532576
0.573,0.4775,0.6685,0.6496484,0.007077388,-0.007077388
0.76395,0.6685,0.8594,0.6359427,0.005917629,-0.005917629
0.9549000000000001,0.8594,1.0504,0.5747704,0.005054197,-0.005054197
1.1459000000000001,1.0504,1.2414,0.5004111,0.004052009,-0.004052009
1.3369,1.2414,1.4324,0.4144734,0.003265161,-0.003265161
1.5278999999999998,1.4324,1.6234,0.3351046,0.003462348,-0.003462348
1.7189,1.6234,1.8144,0.2624133,0.004189237,-0.004189237
1.9099,1.8144,2.0054,0.1963534,0.004541869,-0.004541869
2.10085,2.0054,2.1963,0.1472493,0.004665281,-0.004665281
2.2918000000000003,2.1963,2.3873,0.1044065,0.004587078,-0.004587078
2.4828,2.3873,2.5783,0.07440421,0.004159863,-0.004159863
2.6738,2.5783,2.7693,0.0509875,0.003620812,-0.003620812
2.8648,2.7693,2.9603,0.03528667,0.002951384,-0.002951384
3.0558,2.9603,3.1513,0.02471426,0.002329899,-0.002329899
3.2468,3.1513,3.3423,0.01772093,0.001775054,-0.001775054
3.43775,3.3423,3.5332,0.01213639,0.00131293,-0.00131293
3.6287000000000003,3.5332,3.7242,0.008406736,0.0009895635,-0.0009895635
3.8197,3.7242,3.9152,0.005759655,0.0007983778,-0.0007983778
4.0107,3.9152,4.1062,0.003733015,0.0006002425,-0.0006002425
4.201700000000001,4.1062,4.2972,0.002657701,0.0004157384,-0.0004157384
4.3927,4.2972,4.4882,0.00163854,0.0003181509,-0.0003181509
4.5837,4.4882,4.6792,0.001159282,0.0002308882,-0.0002308882
4.87015,4.6792,5.0611,0.0005136218,0.0002216568,-0.0002216568

