#: table_doi: 10.17182/hepdata.70547.v2/t93
#: name: Table 93
#: description: Transverse charged multiplicity distribution, Z-boson pT = 50 - 110 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table105.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Transverse region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,50.0-110.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.09545,0.0477,0.1432,0.3244137,0.01223637,-0.01223637
0.19095,0.1432,0.2387,0.4448289,0.01238325,-0.01238325
0.28645,0.2387,0.3342,0.5430223,0.01252076,-0.01252076
0.38195,0.3342,0.4297,0.6021287,0.01252656,-0.01252656
0.47745000000000004,0.4297,0.5252,0.6540112,0.01270154,-0.01270154
0.5729500000000001,0.5252,0.6207,0.6714107,0.01182331,-0.01182331
0.66845,0.6207,0.7162,0.6789187,0.01165955,-0.01165955
0.7639499999999999,0.7162,0.8117,0.6487754,0.01062565,-0.01062565
0.85945,0.8117,0.9072,0.6146896,0.009617843,-0.009617843
0.95495,0.9072,1.0027,0.5778118,0.008685372,-0.008685372
1.05045,1.0027,1.0982,0.5361195,0.00776026,-0.00776026
1.14595,1.0982,1.1937,0.4966439,0.007065015,-0.007065015
1.24145,1.1937,1.2892,0.4525908,0.006672737,-0.006672737
1.3369,1.2892,1.3846,0.4082259,0.006835971,-0.006835971
1.43235,1.3846,1.4801,0.3643037,0.006954892,-0.006954892
1.52785,1.4801,1.5756,0.3237078,0.006905732,-0.006905732
1.6233499999999998,1.5756,1.6711,0.2863775,0.006934065,-0.006934065
1.71885,1.6711,1.7666,0.2442839,0.006939414,-0.006939414
1.8143500000000001,1.7666,1.8621,0.2107198,0.007457797,-0.007457797
1.90985,1.8621,1.9576,0.1788404,0.007287845,-0.007287845
2.00535,1.9576,2.0531,0.1540911,0.007052315,-0.007052315
2.1008500000000003,2.0531,2.1486,0.13648,0.007017507,-0.007017507
2.19635,2.1486,2.2441,0.1157492,0.006478779,-0.006478779
2.29185,2.2441,2.3396,0.1020857,0.006048266,-0.006048266
2.3873499999999996,2.3396,2.4351,0.08700981,0.005253838,-0.005253838
2.48285,2.4351,2.5306,0.07539615,0.004541258,-0.004541258
2.5783500000000004,2.5306,2.6261,0.06147451,0.003925991,-0.003925991
2.72155,2.6261,2.817,0.04611718,0.00339007,-0.00339007
2.9125,2.817,3.008,0.03274015,0.002712714,-0.002712714
3.1035,3.008,3.199,0.02289231,0.002203195,-0.002203195
3.2945,3.199,3.39,0.01651704,0.001428103,-0.001428103
3.4855,3.39,3.581,0.01199827,0.001166393,-0.001166393
3.9391,3.581,4.2972,0.004195174,0.0009365049,-0.0009365049
4.5359,4.2972,4.7746,0.002063218,0.0003832874,-0.0003832874

