#: table_doi: 10.17182/hepdata.70547.v2/t127
#: name: Table 127
#: description: Trans.max. scalar pT sum distribution, Z-boson pT = 0 - 5 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table151.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,0.0-5.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,1.057566,0.0229318,-0.0229318
0.11075,0.105,0.1165,1.013562,0.02163782,-0.02163782
0.12225,0.1165,0.128,0.9389909,0.02022464,-0.02022464
0.13369999999999999,0.128,0.1394,0.8325323,0.02846179,-0.02846179
0.1461,0.1394,0.1528,0.7744723,0.02414934,-0.02414934
0.16044999999999998,0.1528,0.1681,0.6395603,0.01701992,-0.01701992
0.17765,0.1681,0.1872,0.5160864,0.01480804,-0.01480804
0.19675,0.1872,0.2063,0.4724842,0.01330757,-0.01330757
0.21775,0.2063,0.2292,0.5998715,0.0153357,-0.0153357
0.24064999999999998,0.2292,0.2521,0.6916715,0.01445804,-0.01445804
0.26165,0.2521,0.2712,0.7019146,0.01634332,-0.01634332
0.28359999999999996,0.2712,0.296,0.638587,0.01416778,-0.01416778
0.31035,0.296,0.3247,0.6390072,0.01301829,-0.01301829
0.3438,0.3247,0.3629,0.652366,0.01205172,-0.01205172
0.382,0.3629,0.4011,0.6310167,0.008973956,-0.008973956
0.4202,0.4011,0.4393,0.6562295,0.01084725,-0.01084725
0.45840000000000003,0.4393,0.4775,0.6260418,0.009628502,-0.009628502
0.50615,0.4775,0.5348,0.6290124,0.008409835,-0.008409835
0.56345,0.5348,0.5921,0.6317508,0.007803173,-0.007803173
0.6207499999999999,0.5921,0.6494,0.5956276,0.007110415,-0.007110415
0.6779999999999999,0.6494,0.7066,0.5716006,0.006356819,-0.006356819
0.7448,0.7066,0.783,0.5535803,0.005196437,-0.005196437
0.8212,0.783,0.8594,0.525962,0.004807117,-0.004807117
0.8976,0.8594,0.9358,0.4984224,0.004533868,-0.004533868
0.9931,0.9358,1.0504,0.4608765,0.004421701,-0.004421701
1.0934,1.0504,1.1364,0.4203001,0.004487663,-0.004487663
1.1937,1.1364,1.251,0.3865962,0.00405025,-0.00405025
1.31305,1.251,1.3751,0.3417524,0.004108337,-0.004108337
1.4419499999999998,1.3751,1.5088,0.2975514,0.003994957,-0.003994957
1.5852,1.5088,1.6616,0.2515497,0.003521287,-0.003521287
1.74755,1.6616,1.8335,0.2081752,0.003162337,-0.003162337
1.9242,1.8335,2.0149,0.168223,0.00280811,-0.00280811
2.11515,2.0149,2.2154,0.1343025,0.002389522,-0.002389522
2.33,2.2154,2.4446,0.1026112,0.002104305,-0.002104305
2.564,2.4446,2.6834,0.07634488,0.001803998,-0.001803998
2.81705,2.6834,2.9507,0.0543615,0.001514377,-0.001514377
3.09875,2.9507,3.2468,0.03900781,0.001269155,-0.001269155
3.4091,3.2468,3.5714,0.02534379,0.001021239,-0.001021239
3.7481,3.5714,3.9248,0.01595245,0.0007897776,-0.0007897776
4.12055,3.9248,4.3163,0.01001132,0.0005705449,-0.0005705449
4.5359,4.3163,4.7555,0.004905153,0.0004281351,-0.0004281351
4.994249999999999,4.7555,5.233,0.002538957,0.0003481753,-0.0003481753
5.49085,5.233,5.7487,0.001284965,0.0002679304,-0.0002679304

