#: table_doi: 10.17182/hepdata.70547.v2/t35
#: name: Table 35
#: description: Trans.max. charged multiplicity distribution, Z-boson pT = 0 - 5 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table41.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,0.0-5.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.191,0.0955,0.2865,0.620256,0.008796342,-0.008796342
0.382,0.2865,0.4775,0.7010228,0.008187114,-0.008187114
0.573,0.4775,0.6685,0.7052745,0.007117968,-0.007117968
0.76395,0.6685,0.8594,0.6396296,0.005497404,-0.005497404
0.9549000000000001,0.8594,1.0504,0.545817,0.005035561,-0.005035561
1.1459000000000001,1.0504,1.2414,0.4492132,0.004062145,-0.004062145
1.3369,1.2414,1.4324,0.3589094,0.003256678,-0.003256678
1.5278999999999998,1.4324,1.6234,0.2729343,0.003410174,-0.003410174
1.7189,1.6234,1.8144,0.2053926,0.0041062,-0.0041062
1.9099,1.8144,2.0054,0.1482418,0.004371592,-0.004371592
2.10085,2.0054,2.1963,0.1075118,0.004431866,-0.004431866
2.2918000000000003,2.1963,2.3873,0.07411691,0.00435403,-0.00435403
2.4828,2.3873,2.5783,0.05275699,0.003959638,-0.003959638
2.6738,2.5783,2.7693,0.03539973,0.003391021,-0.003391021
2.8648,2.7693,2.9603,0.0232811,0.002771788,-0.002771788
3.0558,2.9603,3.1513,0.01622539,0.002175459,-0.002175459
3.2468,3.1513,3.3423,0.01129714,0.001632359,-0.001632359
3.43775,3.3423,3.5332,0.007540409,0.001185268,-0.001185268
3.6287000000000003,3.5332,3.7242,0.004717737,0.0008807594,-0.0008807594
3.8197,3.7242,3.9152,0.002806326,0.0006824717,-0.0006824717
4.0107,3.9152,4.1062,0.00175309,0.0005185802,-0.0005185802
4.201700000000001,4.1062,4.2972,0.001446378,0.0003486201,-0.0003486201

