#: table_doi: 10.17182/hepdata.70547.v2/t106
#: name: Table 106
#: description: Trans.max. charged multiplicity distribution, Z-boson pT = 110 - 500 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table124.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,110.0-500.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.191,0.0955,0.2865,0.2232134,0.01100114,-0.01100114
0.382,0.2865,0.4775,0.3698776,0.01218634,-0.01218634
0.573,0.4775,0.6685,0.4394549,0.01246112,-0.01246112
0.76395,0.6685,0.8594,0.4977972,0.01260087,-0.01260087
0.9549000000000001,0.8594,1.0504,0.4982273,0.01319531,-0.01319531
1.1459000000000001,1.0504,1.2414,0.4781717,0.01251181,-0.01251181
1.3369,1.2414,1.4324,0.4433219,0.01113579,-0.01113579
1.5278999999999998,1.4324,1.6234,0.3885835,0.01034012,-0.01034012
1.7189,1.6234,1.8144,0.347012,0.01005049,-0.01005049
1.9099,1.8144,2.0054,0.288746,0.009363171,-0.009363171
2.10085,2.0054,2.1963,0.2321049,0.008851341,-0.008851341
2.2918000000000003,2.1963,2.3873,0.194113,0.008934933,-0.008934933
2.4828,2.3873,2.5783,0.1503389,0.008437507,-0.008437507
2.6738,2.5783,2.7693,0.1265249,0.0073874,-0.0073874
2.8648,2.7693,2.9603,0.1088198,0.007308378,-0.007308378
3.0558,2.9603,3.1513,0.08584636,0.007047889,-0.007047889
3.2468,3.1513,3.3423,0.06648382,0.006296478,-0.006296478
3.43775,3.3423,3.5332,0.04891404,0.005175974,-0.005175974
3.6287000000000003,3.5332,3.7242,0.0371335,0.004325097,-0.004325097
3.8197,3.7242,3.9152,0.03045251,0.003961044,-0.003961044
4.0107,3.9152,4.1062,0.02154055,0.003579798,-0.003579798
4.201700000000001,4.1062,4.2972,0.01909125,0.00310059,-0.00310059
4.3927,4.2972,4.4882,0.01542176,0.002703083,-0.002703083
4.5837,4.4882,4.6792,0.01087184,0.00259341,-0.00259341
4.774649999999999,4.6792,4.8701,0.01176272,0.00244972,-0.00244972
5.0611,4.8701,5.2521,0.00599012,0.00126107,-0.00126107
6.01605,5.2521,6.78,0.00215921,0.000583222,-0.000583222
8.16465,6.78,9.5493,0.000457985,0.000217678,-0.000217678

