#: table_doi: 10.17182/hepdata.70547.v2/t58
#: name: Table 58
#: description: Trans.min. scalar pT sum distribution, Z-boson pT = 110 - 500 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table70.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Trans-min region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,110.0-500.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,1.71121,0.1288035,-0.1288035
0.11075,0.105,0.1165,1.682489,0.1181923,-0.1181923
0.12225,0.1165,0.128,1.251419,0.102779,-0.102779
0.13369999999999999,0.128,0.1394,1.222933,0.1005433,-0.1005433
0.1461,0.1394,0.1528,0.9678596,0.09015856,-0.09015856
0.16044999999999998,0.1528,0.1681,0.7405911,0.08483383,-0.08483383
0.17765,0.1681,0.1872,0.5901547,0.07844493,-0.07844493
0.19675,0.1872,0.2063,0.5339605,0.06124701,-0.06124701
0.21775,0.2063,0.2292,0.7867042,0.05459217,-0.05459217
0.24064999999999998,0.2292,0.2521,1.006776,0.04215971,-0.04215971
0.26165,0.2521,0.2712,0.9262891,0.05143574,-0.05143574
0.28359999999999996,0.2712,0.296,0.8187574,0.05174789,-0.05174789
0.31035,0.296,0.3247,0.6817347,0.05158378,-0.05158378
0.3438,0.3247,0.3629,0.6950988,0.04067858,-0.04067858
0.382,0.3629,0.4011,0.6318624,0.03836514,-0.03836514
0.4202,0.4011,0.4393,0.6653972,0.03610787,-0.03610787
0.45840000000000003,0.4393,0.4775,0.7087851,0.03012911,-0.03012911
0.50615,0.4775,0.5348,0.6029332,0.0284311,-0.0284311
0.56345,0.5348,0.5921,0.5730904,0.02858485,-0.02858485
0.6207499999999999,0.5921,0.6494,0.5306025,0.02768875,-0.02768875
0.6779999999999999,0.6494,0.7066,0.4930432,0.02421892,-0.02421892
0.7448,0.7066,0.783,0.4498482,0.02301579,-0.02301579
0.8212,0.783,0.8594,0.4238926,0.02099696,-0.02099696
0.8976,0.8594,0.9358,0.4229009,0.01828193,-0.01828193
0.9931,0.9358,1.0504,0.3739493,0.01676096,-0.01676096
1.0934,1.0504,1.1364,0.331461,0.0151358,-0.0151358
1.1937,1.1364,1.251,0.2968975,0.01384225,-0.01384225
1.31305,1.251,1.3751,0.2607178,0.0117426,-0.0117426
1.4419499999999998,1.3751,1.5088,0.2256889,0.01047222,-0.01047222
1.5852,1.5088,1.6616,0.1824148,0.009635788,-0.009635788
1.74755,1.6616,1.8335,0.1495393,0.008153681,-0.008153681
1.9242,1.8335,2.0149,0.1238658,0.007401966,-0.007401966
2.11515,2.0149,2.2154,0.09836394,0.006258639,-0.006258639
2.33,2.2154,2.4446,0.06781558,0.005482793,-0.005482793
2.564,2.4446,2.6834,0.04850719,0.004066408,-0.004066408
2.81705,2.6834,2.9507,0.03244123,0.003633729,-0.003633729
3.09875,2.9507,3.2468,0.02485999,0.002693605,-0.002693605
3.4091,3.2468,3.5714,0.01936856,0.002130797,-0.002130797
3.7481,3.5714,3.9248,0.01554294,0.00200222,-0.00200222
4.12055,3.9248,4.3163,0.01253407,0.001667344,-0.001667344
4.5359,4.3163,4.7555,0.00902991,0.001257702,-0.001257702
4.994249999999999,4.7555,5.233,0.008592883,0.001314362,-0.001314362
5.49085,5.233,5.7487,0.005169515,0.0008976975,-0.0008976975
6.03515,5.7487,6.3216,0.00444614,0.0009200356,-0.0009200356
6.641500000000001,6.3216,6.9614,0.003253218,0.0006158504,-0.0006158504
7.69195,6.9614,8.4225,0.001750561,0.0006949499,-0.0006949499
9.8167,8.4225,11.2109,0.001074225,0.0005217409,-0.0005217409

