#: table_doi: 10.17182/hepdata.70547.v2/t129
#: name: Table 129
#: description: Trans.max. scalar pT sum distribution, Z-boson pT = 10 - 20 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table153.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,10.0-20.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,0.6942454,0.02051445,-0.02051445
0.11075,0.105,0.1165,0.6104907,0.01936205,-0.01936205
0.12225,0.1165,0.128,0.6216901,0.01784532,-0.01784532
0.13369999999999999,0.128,0.1394,0.5451308,0.02184577,-0.02184577
0.1461,0.1394,0.1528,0.4905574,0.01773681,-0.01773681
0.16044999999999998,0.1528,0.1681,0.4198597,0.01580267,-0.01580267
0.17765,0.1681,0.1872,0.3523094,0.01444236,-0.01444236
0.19675,0.1872,0.2063,0.3658032,0.01299299,-0.01299299
0.21775,0.2063,0.2292,0.4298261,0.01082723,-0.01082723
0.24064999999999998,0.2292,0.2521,0.5231595,0.01147778,-0.01147778
0.26165,0.2521,0.2712,0.4882244,0.0103666,-0.0103666
0.28359999999999996,0.2712,0.296,0.4979383,0.01079645,-0.01079645
0.31035,0.296,0.3247,0.4782653,0.01131547,-0.01131547
0.3438,0.3247,0.3629,0.5080491,0.008984915,-0.008984915
0.382,0.3629,0.4011,0.5151841,0.008555456,-0.008555456
0.4202,0.4011,0.4393,0.506991,0.008059597,-0.008059597
0.45840000000000003,0.4393,0.4775,0.5220011,0.008490655,-0.008490655
0.50615,0.4775,0.5348,0.5208491,0.007600788,-0.007600788
0.56345,0.5348,0.5921,0.5351972,0.007094944,-0.007094944
0.6207499999999999,0.5921,0.6494,0.5241857,0.007020551,-0.007020551
0.6779999999999999,0.6494,0.7066,0.5337413,0.006325052,-0.006325052
0.7448,0.7066,0.783,0.5201847,0.005718161,-0.005718161
0.8212,0.783,0.8594,0.5085494,0.005306677,-0.005306677
0.8976,0.8594,0.9358,0.488338,0.004656603,-0.004656603
0.9931,0.9358,1.0504,0.4677528,0.004242623,-0.004242623
1.0934,1.0504,1.1364,0.4329645,0.004521317,-0.004521317
1.1937,1.1364,1.251,0.4061239,0.004171917,-0.004171917
1.31305,1.251,1.3751,0.3736045,0.004070491,-0.004070491
1.4419499999999998,1.3751,1.5088,0.3396379,0.003997679,-0.003997679
1.5852,1.5088,1.6616,0.2994786,0.003636201,-0.003636201
1.74755,1.6616,1.8335,0.2569387,0.003250901,-0.003250901
1.9242,1.8335,2.0149,0.2189934,0.002928066,-0.002928066
2.11515,2.0149,2.2154,0.1810026,0.002552961,-0.002552961
2.33,2.2154,2.4446,0.1437447,0.002293314,-0.002293314
2.564,2.4446,2.6834,0.1104953,0.001965424,-0.001965424
2.81705,2.6834,2.9507,0.08488416,0.001669515,-0.001669515
3.09875,2.9507,3.2468,0.06358762,0.001395003,-0.001395003
3.4091,3.2468,3.5714,0.04569948,0.001146086,-0.001146086
3.7481,3.5714,3.9248,0.03189483,0.0008852359,-0.0008852359
4.12055,3.9248,4.3163,0.02023701,0.0007049283,-0.0007049283
4.5359,4.3163,4.7555,0.01237855,0.0005486637,-0.0005486637
4.994249999999999,4.7555,5.233,0.008221013,0.0004249965,-0.0004249965
5.49085,5.233,5.7487,0.004902881,0.000339712,-0.000339712
6.03515,5.7487,6.3216,0.003186571,0.0002825433,-0.0002825433
6.641500000000001,6.3216,6.9614,0.001679097,0.0002572948,-0.0002572948
7.309950000000001,6.9614,7.6585,0.000961853,0.0001904454,-0.0001904454
8.0405,7.6585,8.4225,0.0005681472,0.0001350315,-0.0001350315

