#: table_doi: 10.17182/hepdata.70547.v2/t88
#: name: Table 88
#: description: Towards charged multiplicity distribution, Z-boson pT = 110 - 500 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table100.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Toward region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,110.0-500.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.09545,0.0477,0.1432,0.4644261,0.02440949,-0.02440949
0.19095,0.1432,0.2387,0.5134026,0.02492557,-0.02492557
0.28645,0.2387,0.3342,0.5751723,0.02451145,-0.02451145
0.38195,0.3342,0.4297,0.6574694,0.02403835,-0.02403835
0.47745000000000004,0.4297,0.5252,0.6717688,0.02250067,-0.02250067
0.5729500000000001,0.5252,0.6207,0.7192012,0.02175791,-0.02175791
0.66845,0.6207,0.7162,0.7092629,0.02270839,-0.02270839
0.7639499999999999,0.7162,0.8117,0.6415476,0.02231599,-0.02231599
0.85945,0.8117,0.9072,0.6013909,0.01925788,-0.01925788
0.95495,0.9072,1.0027,0.5456753,0.0185029,-0.0185029
1.05045,1.0027,1.0982,0.5079226,0.01637107,-0.01637107
1.14595,1.0982,1.1937,0.4648938,0.01582153,-0.01582153
1.24145,1.1937,1.2892,0.4063748,0.01475745,-0.01475745
1.3369,1.2892,1.3846,0.3719757,0.01384762,-0.01384762
1.43235,1.3846,1.4801,0.3231781,0.01312264,-0.01312264
1.52785,1.4801,1.5756,0.292458,0.01311837,-0.01311837
1.6233499999999998,1.5756,1.6711,0.264996,0.01319914,-0.01319914
1.71885,1.6711,1.7666,0.2252818,0.01293178,-0.01293178
1.8143500000000001,1.7666,1.8621,0.1997051,0.01259566,-0.01259566
1.90985,1.8621,1.9576,0.1679477,0.01140487,-0.01140487
2.00535,1.9576,2.0531,0.1342014,0.01135395,-0.01135395
2.1008500000000003,2.0531,2.1486,0.1059572,0.009244588,-0.009244588
2.19635,2.1486,2.2441,0.09108329,0.00927511,-0.00927511
2.29185,2.2441,2.3396,0.07837114,0.009146579,-0.009146579
2.3873499999999996,2.3396,2.4351,0.06749512,0.008175002,-0.008175002
2.48285,2.4351,2.5306,0.05127894,0.006456352,-0.006456352
2.5783500000000004,2.5306,2.6261,0.04738159,0.006514831,-0.006514831
2.72155,2.6261,2.817,0.03662891,0.005751902,-0.005751902
2.9125,2.817,3.008,0.02157696,0.005158557,-0.005158557
3.1035,3.008,3.199,0.01654318,0.003993565,-0.003993565
3.2945,3.199,3.39,0.01092792,0.002590761,-0.002590761
3.4855,3.39,3.581,0.0090448,0.002069728,-0.002069728
4.1778,3.581,4.7746,0.00342281,0.000971207,-0.000971207

