#: table_doi: 10.17182/hepdata.70547.v2/t40
#: name: Table 40
#: description: Trans.max. charged multiplicity distribution, Z-boson pT = 110 - 500 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table46.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,110.0-500.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.191,0.0955,0.2865,0.2218389,0.01124722,-0.01124722
0.382,0.2865,0.4775,0.371003,0.01233812,-0.01233812
0.573,0.4775,0.6685,0.4446941,0.01325212,-0.01325212
0.76395,0.6685,0.8594,0.496145,0.01280531,-0.01280531
0.9549000000000001,0.8594,1.0504,0.500486,0.01332812,-0.01332812
1.1459000000000001,1.0504,1.2414,0.4806007,0.01219521,-0.01219521
1.3369,1.2414,1.4324,0.4442427,0.01103173,-0.01103173
1.5278999999999998,1.4324,1.6234,0.3883377,0.01033303,-0.01033303
1.7189,1.6234,1.8144,0.3457976,0.01004217,-0.01004217
1.9099,1.8144,2.0054,0.2857314,0.009266467,-0.009266467
2.10085,2.0054,2.1963,0.2298615,0.008720223,-0.008720223
2.2918000000000003,2.1963,2.3873,0.1921928,0.00884207,-0.00884207
2.4828,2.3873,2.5783,0.1482662,0.008337436,-0.008337436
2.6738,2.5783,2.7693,0.1252936,0.007390164,-0.007390164
2.8648,2.7693,2.9603,0.1085625,0.007327892,-0.007327892
3.0558,2.9603,3.1513,0.08533849,0.007034613,-0.007034613
3.2468,3.1513,3.3423,0.06557972,0.006284874,-0.006284874
3.43775,3.3423,3.5332,0.04861869,0.004936856,-0.004936856
3.6287000000000003,3.5332,3.7242,0.03786891,0.004241406,-0.004241406
3.8197,3.7242,3.9152,0.03133326,0.004106531,-0.004106531
4.0107,3.9152,4.1062,0.02251103,0.003427207,-0.003427207
4.201700000000001,4.1062,4.2972,0.01987871,0.002877894,-0.002877894
4.3927,4.2972,4.4882,0.01544751,0.002382656,-0.002382656
4.5837,4.4882,4.6792,0.01181353,0.002435898,-0.002435898
4.774649999999999,4.6792,4.8701,0.0121396,0.002441632,-0.002441632
5.0611,4.8701,5.2521,0.006453644,0.002469421,-0.002469421
6.01605,5.2521,6.78,0.002178699,0.002009187,-0.002009187
8.16465,6.78,9.5493,0.0005321926,0.0005396335,-0.0005396335

