#: table_doi: 10.17182/hepdata.70547.v2/t90
#: name: Table 90
#: description: Transverse charged multiplicity distribution, Z-boson pT = 5 - 10 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table102.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Transverse region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,5.0-10.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.09545,0.0477,0.1432,0.6471574,0.01614856,-0.01614856
0.19095,0.1432,0.2387,0.7473869,0.01738239,-0.01738239
0.28645,0.2387,0.3342,0.7904455,0.01647407,-0.01647407
0.38195,0.3342,0.4297,0.8108495,0.01525622,-0.01525622
0.47745000000000004,0.4297,0.5252,0.794525,0.01288393,-0.01288393
0.5729500000000001,0.5252,0.6207,0.7636909,0.01230005,-0.01230005
0.66845,0.6207,0.7162,0.7064603,0.01061544,-0.01061544
0.7639499999999999,0.7162,0.8117,0.656011,0.009304048,-0.009304048
0.85945,0.8117,0.9072,0.5970721,0.007419566,-0.007419566
0.95495,0.9072,1.0027,0.5333516,0.006474329,-0.006474329
1.05045,1.0027,1.0982,0.4779679,0.005040611,-0.005040611
1.14595,1.0982,1.1937,0.4182357,0.005221294,-0.005221294
1.24145,1.1937,1.2892,0.3596391,0.006488585,-0.006488585
1.3369,1.2892,1.3846,0.3042968,0.007060998,-0.007060998
1.43235,1.3846,1.4801,0.257987,0.008045729,-0.008045729
1.52785,1.4801,1.5756,0.2166279,0.008269573,-0.008269573
1.6233499999999998,1.5756,1.6711,0.1812693,0.007953146,-0.007953146
1.71885,1.6711,1.7666,0.1533596,0.007822932,-0.007822932
1.8143500000000001,1.7666,1.8621,0.125496,0.007308039,-0.007308039
1.90985,1.8621,1.9576,0.1027893,0.007109133,-0.007109133
2.00535,1.9576,2.0531,0.08446631,0.006800167,-0.006800167
2.1008500000000003,2.0531,2.1486,0.06833894,0.006124569,-0.006124569
2.19635,2.1486,2.2441,0.05418295,0.005726482,-0.005726482
2.29185,2.2441,2.3396,0.04451799,0.005122198,-0.005122198
2.3873499999999996,2.3396,2.4351,0.03631601,0.004255844,-0.004255844
2.48285,2.4351,2.5306,0.02831627,0.0034434,-0.0034434
2.5783500000000004,2.5306,2.6261,0.02371649,0.002708597,-0.002708597
2.72155,2.6261,2.817,0.01804729,0.002113631,-0.002113631
2.9125,2.817,3.008,0.01077061,0.001726578,-0.001726578
3.1035,3.008,3.199,0.007233828,0.001053943,-0.001053943
3.2945,3.199,3.39,0.003713031,0.0007309555,-0.0007309555
3.4855,3.39,3.581,0.00181471,0.0005803525,-0.0005803525

