#: table_doi: 10.17182/hepdata.70547.v2/t121
#: name: Table 121
#: description: Trans.min. scalar pT sum distribution, Z-boson pT = 10 - 20 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table145.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-min region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,10.0-20.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,2.455235,0.03623335,-0.03623335
0.11075,0.105,0.1165,2.005594,0.03269352,-0.03269352
0.12225,0.1165,0.128,1.609679,0.03015112,-0.03015112
0.13369999999999999,0.128,0.1394,1.329902,0.03497236,-0.03497236
0.1461,0.1394,0.1528,1.098737,0.02763506,-0.02763506
0.16044999999999998,0.1528,0.1681,0.8817116,0.0234897,-0.0234897
0.17765,0.1681,0.1872,0.7107215,0.01922792,-0.01922792
0.19675,0.1872,0.2063,0.6821946,0.01745743,-0.01745743
0.21775,0.2063,0.2292,0.9115657,0.01548022,-0.01548022
0.24064999999999998,0.2292,0.2521,0.9762219,0.01344804,-0.01344804
0.26165,0.2521,0.2712,0.9456988,0.01441066,-0.01441066
0.28359999999999996,0.2712,0.296,0.843951,0.0118511,-0.0118511
0.31035,0.296,0.3247,0.7958118,0.01293573,-0.01293573
0.3438,0.3247,0.3629,0.7711877,0.01048623,-0.01048623
0.382,0.3629,0.4011,0.7723572,0.00934022,-0.00934022
0.4202,0.4011,0.4393,0.7564975,0.009291752,-0.009291752
0.45840000000000003,0.4393,0.4775,0.7116945,0.008133709,-0.008133709
0.50615,0.4775,0.5348,0.6765584,0.007075506,-0.007075506
0.56345,0.5348,0.5921,0.6172702,0.007103954,-0.007103954
0.6207499999999999,0.5921,0.6494,0.5784382,0.006654785,-0.006654785
0.6779999999999999,0.6494,0.7066,0.5382408,0.00630679,-0.00630679
0.7448,0.7066,0.783,0.4898933,0.006085836,-0.006085836
0.8212,0.783,0.8594,0.4421396,0.006153335,-0.006153335
0.8976,0.8594,0.9358,0.4028832,0.005867591,-0.005867591
0.9931,0.9358,1.0504,0.3510829,0.005797044,-0.005797044
1.0934,1.0504,1.1364,0.2919896,0.005486706,-0.005486706
1.1937,1.1364,1.251,0.2581828,0.004873705,-0.004873705
1.31305,1.251,1.3751,0.2104398,0.004536979,-0.004536979
1.4419499999999998,1.3751,1.5088,0.1760024,0.003931645,-0.003931645
1.5852,1.5088,1.6616,0.1415076,0.003542083,-0.003542083
1.74755,1.6616,1.8335,0.1057861,0.003092851,-0.003092851
1.9242,1.8335,2.0149,0.08006051,0.002578926,-0.002578926
2.11515,2.0149,2.2154,0.05949882,0.002177337,-0.002177337
2.33,2.2154,2.4446,0.04113584,0.001819782,-0.001819782
2.564,2.4446,2.6834,0.02804472,0.001447356,-0.001447356
2.81705,2.6834,2.9507,0.01929013,0.001094715,-0.001094715
3.09875,2.9507,3.2468,0.01293279,0.0008331145,-0.0008331145
3.4091,3.2468,3.5714,0.007532872,0.0006229122,-0.0006229122
3.7481,3.5714,3.9248,0.004694726,0.0004856135,-0.0004856135
4.12055,3.9248,4.3163,0.003096409,0.00030856,-0.00030856
4.5359,4.3163,4.7555,0.001774547,0.0002205508,-0.0002205508
4.994249999999999,4.7555,5.233,0.000935628,0.0001694559,-0.0001694559
5.49085,5.233,5.7487,0.0005840516,0.0001211757,-0.0001211757

