#: table_doi: 10.17182/hepdata.70547.v2/t89
#: name: Table 89
#: description: Transverse charged multiplicity distribution, Z-boson pT = 0 - 5 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table101.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Transverse region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,0.0-5.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.09545,0.0477,0.1432,0.7715638,0.01092295,-0.01092295
0.19095,0.1432,0.2387,0.8452658,0.01201471,-0.01201471
0.28645,0.2387,0.3342,0.8627566,0.01123337,-0.01123337
0.38195,0.3342,0.4297,0.8638684,0.0101157,-0.0101157
0.47745000000000004,0.4297,0.5252,0.8228594,0.008881172,-0.008881172
0.5729500000000001,0.5252,0.6207,0.7740439,0.008671798,-0.008671798
0.66845,0.6207,0.7162,0.7164632,0.00817328,-0.00817328
0.7639499999999999,0.7162,0.8117,0.6413016,0.007088306,-0.007088306
0.85945,0.8117,0.9072,0.5625227,0.006406856,-0.006406856
0.95495,0.9072,1.0027,0.5046392,0.00577776,-0.00577776
1.05045,1.0027,1.0982,0.4365334,0.00495497,-0.00495497
1.14595,1.0982,1.1937,0.377194,0.004648624,-0.004648624
1.24145,1.1937,1.2892,0.3182603,0.004759792,-0.004759792
1.3369,1.2892,1.3846,0.2694797,0.004965285,-0.004965285
1.43235,1.3846,1.4801,0.2222448,0.005312684,-0.005312684
1.52785,1.4801,1.5756,0.1781922,0.005471016,-0.005471016
1.6233499999999998,1.5756,1.6711,0.1506511,0.00528041,-0.00528041
1.71885,1.6711,1.7666,0.1225443,0.005017036,-0.005017036
1.8143500000000001,1.7666,1.8621,0.09895551,0.004688772,-0.004688772
1.90985,1.8621,1.9576,0.0805229,0.004465685,-0.004465685
2.00535,1.9576,2.0531,0.06327709,0.004376855,-0.004376855
2.1008500000000003,2.0531,2.1486,0.05112678,0.003918909,-0.003918909
2.19635,2.1486,2.2441,0.0396487,0.003599059,-0.003599059
2.29185,2.2441,2.3396,0.03366879,0.003176909,-0.003176909
2.3873499999999996,2.3396,2.4351,0.02410177,0.002655325,-0.002655325
2.48285,2.4351,2.5306,0.0197358,0.002147873,-0.002147873
2.5783500000000004,2.5306,2.6261,0.01602559,0.001700694,-0.001700694
2.72155,2.6261,2.817,0.01180174,0.001340186,-0.001340186
2.9125,2.817,3.008,0.007378704,0.001036388,-0.001036388
3.1035,3.008,3.199,0.004408374,0.0006861993,-0.0006861993
3.2945,3.199,3.39,0.002748029,0.0004768753,-0.0004768753
3.4855,3.39,3.581,0.001744861,0.0003691983,-0.0003691983

