#: table_doi: 10.17182/hepdata.70547.v2/t61
#: name: Table 61
#: description: Trans.max. scalar pT sum distribution, Z-boson pT = 0 - 5 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table73.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,0.0-5.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,1.068759,0.02180439,-0.02180439
0.11075,0.105,0.1165,1.02637,0.02041911,-0.02041911
0.12225,0.1165,0.128,0.9469021,0.01984218,-0.01984218
0.13369999999999999,0.128,0.1394,0.8584797,0.02150577,-0.02150577
0.1461,0.1394,0.1528,0.783546,0.02406082,-0.02406082
0.16044999999999998,0.1528,0.1681,0.6376293,0.01667152,-0.01667152
0.17765,0.1681,0.1872,0.519244,0.0142881,-0.0142881
0.19675,0.1872,0.2063,0.4789994,0.01330292,-0.01330292
0.21775,0.2063,0.2292,0.6001612,0.01165126,-0.01165126
0.24064999999999998,0.2292,0.2521,0.6904639,0.01523709,-0.01523709
0.26165,0.2521,0.2712,0.6931831,0.01555556,-0.01555556
0.28359999999999996,0.2712,0.296,0.6457006,0.01378984,-0.01378984
0.31035,0.296,0.3247,0.6405226,0.01261056,-0.01261056
0.3438,0.3247,0.3629,0.6576273,0.01205488,-0.01205488
0.382,0.3629,0.4011,0.6419719,0.01145562,-0.01145562
0.4202,0.4011,0.4393,0.6625185,0.01074061,-0.01074061
0.45840000000000003,0.4393,0.4775,0.6270678,0.009511577,-0.009511577
0.50615,0.4775,0.5348,0.6275578,0.008295812,-0.008295812
0.56345,0.5348,0.5921,0.6290398,0.007773073,-0.007773073
0.6207499999999999,0.5921,0.6494,0.5950552,0.007187425,-0.007187425
0.6779999999999999,0.6494,0.7066,0.5750915,0.006452599,-0.006452599
0.7448,0.7066,0.783,0.5517295,0.005142269,-0.005142269
0.8212,0.783,0.8594,0.5219624,0.004885999,-0.004885999
0.8976,0.8594,0.9358,0.496724,0.004731638,-0.004731638
0.9931,0.9358,1.0504,0.4616584,0.004214677,-0.004214677
1.0934,1.0504,1.1364,0.4195522,0.004204223,-0.004204223
1.1937,1.1364,1.251,0.3776067,0.004081459,-0.004081459
1.31305,1.251,1.3751,0.3365561,0.003947502,-0.003947502
1.4419499999999998,1.3751,1.5088,0.2927273,0.003831543,-0.003831543
1.5852,1.5088,1.6616,0.2501208,0.003342516,-0.003342516
1.74755,1.6616,1.8335,0.2069312,0.00293617,-0.00293617
1.9242,1.8335,2.0149,0.1666059,0.002610244,-0.002610244
2.11515,2.0149,2.2154,0.1331669,0.002272988,-0.002272988
2.33,2.2154,2.4446,0.1017597,0.00204562,-0.00204562
2.564,2.4446,2.6834,0.07591902,0.001771272,-0.001771272
2.81705,2.6834,2.9507,0.05439821,0.001498081,-0.001498081
3.09875,2.9507,3.2468,0.03816563,0.001254319,-0.001254319
3.4091,3.2468,3.5714,0.02535893,0.001003089,-0.001003089
3.7481,3.5714,3.9248,0.01614322,0.0007214229,-0.0007214229
4.12055,3.9248,4.3163,0.009630276,0.000559495,-0.000559495
4.5359,4.3163,4.7555,0.005356598,0.0004156665,-0.0004156665
4.994249999999999,4.7555,5.233,0.002859822,0.0003154311,-0.0003154311
5.49085,5.233,5.7487,0.001519213,0.000226337,-0.000226337

