#: table_doi: 10.17182/hepdata.70547.v2/t107
#: name: Table 107
#: description: Transverse scalar pT sum distribution, Z-boson pT = 0 - 5 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table125.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Transverse region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,0.0-5.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.0501,0.0477,0.0525,2.191316,0.05223076,-0.05223076
0.0554,0.0525,0.0583,1.789593,0.04674929,-0.04674929
0.061149999999999996,0.0583,0.064,1.501193,0.04483705,-0.04483705
0.06684999999999999,0.064,0.0697,1.212189,0.04360549,-0.04360549
0.07305,0.0697,0.0764,1.041823,0.03741198,-0.03741198
0.0802,0.0764,0.084,0.7612655,0.03193627,-0.03193627
0.0888,0.084,0.0936,0.5930584,0.02669974,-0.02669974
0.09834999999999999,0.0936,0.1031,0.6142658,0.0251911,-0.0251911
0.10885,0.1031,0.1146,0.8589253,0.0242177,-0.0242177
0.12034999999999998,0.1146,0.1261,1.018687,0.02214131,-0.02214131
0.13085,0.1261,0.1356,0.96532,0.02397072,-0.02397072
0.14179999999999998,0.1356,0.148,0.8702326,0.02129362,-0.02129362
0.15515,0.148,0.1623,0.7747476,0.02032809,-0.02032809
0.17185,0.1623,0.1814,0.8620365,0.01787203,-0.01787203
0.19095,0.1814,0.2005,0.888904,0.0166628,-0.0166628
0.21005000000000001,0.2005,0.2196,0.8743783,0.01642281,-0.01642281
0.22915,0.2196,0.2387,0.8356765,0.01588421,-0.01588421
0.25305,0.2387,0.2674,0.8384101,0.01459278,-0.01459278
0.2817,0.2674,0.296,0.846829,0.01359731,-0.01359731
0.31035,0.296,0.3247,0.8367613,0.01337288,-0.01337288
0.33899999999999997,0.3247,0.3533,0.8180622,0.01253752,-0.01253752
0.3724,0.3533,0.3915,0.7851399,0.01166568,-0.01166568
0.4106,0.3915,0.4297,0.7877049,0.01110575,-0.01110575
0.4488,0.4297,0.4679,0.7369182,0.01002915,-0.01002915
0.49655,0.4679,0.5252,0.7135897,0.008375758,-0.008375758
0.5467,0.5252,0.5682,0.6887742,0.008236158,-0.008236158
0.59685,0.5682,0.6255,0.6482178,0.006920675,-0.006920675
0.6565,0.6255,0.6875,0.6175459,0.005536431,-0.005536431
0.72095,0.6875,0.7544,0.5772015,0.005488362,-0.005488362
0.7926,0.7544,0.8308,0.5291625,0.005526275,-0.005526275
0.87375,0.8308,0.9167,0.4921241,0.005184911,-0.005184911
0.9621,0.9167,1.0075,0.437176,0.00504177,-0.00504177
1.0575999999999999,1.0075,1.1077,0.3792289,0.00502067,-0.00502067
1.165,1.1077,1.2223,0.3273986,0.004557643,-0.004557643
1.282,1.2223,1.3417,0.2841704,0.004166686,-0.004166686
1.40855,1.3417,1.4754,0.2319099,0.003814796,-0.003814796
1.5493999999999999,1.4754,1.6234,0.1903237,0.003316677,-0.003316677
1.70455,1.6234,1.7857,0.1489218,0.002810786,-0.002810786
1.87405,1.7857,1.9624,0.116478,0.002426916,-0.002426916
2.06025,1.9624,2.1581,0.09154813,0.002019523,-0.002019523
2.26795,2.1581,2.3778,0.0653824,0.001736601,-0.001736601
2.49715,2.3778,2.6165,0.045196,0.001370757,-0.001370757
2.7454,2.6165,2.8743,0.03114271,0.0009739547,-0.0009739547
3.01755,2.8743,3.1608,0.01965379,0.0007698571,-0.0007698571
3.3207500000000003,3.1608,3.4807,0.01101487,0.0005337202,-0.0005337202
3.6550000000000002,3.4807,3.8293,0.006235146,0.0004072961,-0.0004072961
4.02025,3.8293,4.2112,0.003191929,0.0003149968,-0.0003149968
4.4213000000000005,4.2112,4.6314,0.001411118,0.0002217607,-0.0002217607

