#: table_doi: 10.17182/hepdata.70547.v2/t56
#: name: Table 56
#: description: Trans.min. scalar pT sum distribution, Z-boson pT = 20 - 50 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table68.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Trans-min region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,20.0-50.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,2.256208,0.03641196,-0.03641196
0.11075,0.105,0.1165,1.861334,0.03262379,-0.03262379
0.12225,0.1165,0.128,1.549032,0.03160669,-0.03160669
0.13369999999999999,0.128,0.1394,1.23426,0.04138335,-0.04138335
0.1461,0.1394,0.1528,1.057846,0.03218106,-0.03218106
0.16044999999999998,0.1528,0.1681,0.8545075,0.02510105,-0.02510105
0.17765,0.1681,0.1872,0.6946938,0.02118063,-0.02118063
0.19675,0.1872,0.2063,0.6260086,0.01863026,-0.01863026
0.21775,0.2063,0.2292,0.8667621,0.01726978,-0.01726978
0.24064999999999998,0.2292,0.2521,0.9256898,0.01764435,-0.01764435
0.26165,0.2521,0.2712,0.9101502,0.01525434,-0.01525434
0.28359999999999996,0.2712,0.296,0.8308128,0.01482773,-0.01482773
0.31035,0.296,0.3247,0.7598353,0.01342418,-0.01342418
0.3438,0.3247,0.3629,0.7603777,0.01089378,-0.01089378
0.382,0.3629,0.4011,0.7503684,0.009598454,-0.009598454
0.4202,0.4011,0.4393,0.7181846,0.007922435,-0.007922435
0.45840000000000003,0.4393,0.4775,0.6944795,0.007837431,-0.007837431
0.50615,0.4775,0.5348,0.6315657,0.006917924,-0.006917924
0.56345,0.5348,0.5921,0.6061275,0.006620644,-0.006620644
0.6207499999999999,0.5921,0.6494,0.5577636,0.006555026,-0.006555026
0.6779999999999999,0.6494,0.7066,0.5283213,0.006394828,-0.006394828
0.7448,0.7066,0.783,0.493258,0.0063713,-0.0063713
0.8212,0.783,0.8594,0.4463605,0.006138323,-0.006138323
0.8976,0.8594,0.9358,0.4125155,0.006105804,-0.006105804
0.9931,0.9358,1.0504,0.3656682,0.006043317,-0.006043317
1.0934,1.0504,1.1364,0.3081827,0.005895469,-0.005895469
1.1937,1.1364,1.251,0.273162,0.005394618,-0.005394618
1.31305,1.251,1.3751,0.2310313,0.004981986,-0.004981986
1.4419499999999998,1.3751,1.5088,0.1901824,0.00459138,-0.00459138
1.5852,1.5088,1.6616,0.1535448,0.004296527,-0.004296527
1.74755,1.6616,1.8335,0.120509,0.003728352,-0.003728352
1.9242,1.8335,2.0149,0.09347455,0.003150736,-0.003150736
2.11515,2.0149,2.2154,0.06970392,0.002595808,-0.002595808
2.33,2.2154,2.4446,0.05097122,0.002253462,-0.002253462
2.564,2.4446,2.6834,0.03604829,0.00173376,-0.00173376
2.81705,2.6834,2.9507,0.02594931,0.001394373,-0.001394373
3.09875,2.9507,3.2468,0.01848234,0.001069272,-0.001069272
3.4091,3.2468,3.5714,0.01179305,0.000798574,-0.000798574
3.7481,3.5714,3.9248,0.007964095,0.0006132954,-0.0006132954
4.12055,3.9248,4.3163,0.005342768,0.0004663564,-0.0004663564
4.5359,4.3163,4.7555,0.003775641,0.0003269055,-0.0003269055
4.994249999999999,4.7555,5.233,0.002603169,0.0002624484,-0.0002624484
5.49085,5.233,5.7487,0.002036966,0.0002100313,-0.0002100313
6.03515,5.7487,6.3216,0.001474272,0.0001494722,-0.0001494722
6.641500000000001,6.3216,6.9614,0.0009816418,0.0001175551,-0.0001175551
7.309950000000001,6.9614,7.6585,0.000711944,9.596713e-05,-9.596713e-05
8.0405,7.6585,8.4225,0.0005079958,7.075665e-05,-7.075665e-05

