#: table_doi: 10.17182/hepdata.70547.v2/t76
#: name: Table 76
#: description: Towards scalar pT sum distribution, Z-boson pT = 0 - 5 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table88.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Toward region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,0.0-5.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.0501,0.0477,0.0525,2.327613,0.05087563,-0.05087563
0.0554,0.0525,0.0583,1.8404,0.04483532,-0.04483532
0.061149999999999996,0.0583,0.064,1.602264,0.04312692,-0.04312692
0.06684999999999999,0.064,0.0697,1.246835,0.04247425,-0.04247425
0.07305,0.0697,0.0764,0.9549676,0.03362221,-0.03362221
0.0802,0.0764,0.084,0.7996182,0.03027601,-0.03027601
0.0888,0.084,0.0936,0.6058776,0.0256078,-0.0256078
0.09834999999999999,0.0936,0.1031,0.6048483,0.02331447,-0.02331447
0.10885,0.1031,0.1146,0.9183108,0.02147626,-0.02147626
0.12034999999999998,0.1146,0.1261,0.993349,0.02041122,-0.02041122
0.13085,0.1261,0.1356,0.9778981,0.02173871,-0.02173871
0.14179999999999998,0.1356,0.148,0.8432801,0.01938938,-0.01938938
0.15515,0.148,0.1623,0.7868365,0.01846047,-0.01846047
0.17185,0.1623,0.1814,0.8191197,0.01512326,-0.01512326
0.19095,0.1814,0.2005,0.8796174,0.01445551,-0.01445551
0.21005000000000001,0.2005,0.2196,0.8363218,0.01478283,-0.01478283
0.22915,0.2196,0.2387,0.8063992,0.01507842,-0.01507842
0.25305,0.2387,0.2674,0.8373411,0.01421648,-0.01421648
0.2817,0.2674,0.296,0.8141574,0.01353603,-0.01353603
0.31035,0.296,0.3247,0.8146097,0.01319411,-0.01319411
0.33899999999999997,0.3247,0.3533,0.7812358,0.009872438,-0.009872438
0.3724,0.3533,0.3915,0.7805326,0.009394094,-0.009394094
0.4106,0.3915,0.4297,0.7774359,0.0101291,-0.0101291
0.4488,0.4297,0.4679,0.7586794,0.009503311,-0.009503311
0.49655,0.4679,0.5252,0.719841,0.007504157,-0.007504157
0.5467,0.5252,0.5682,0.6870388,0.007147453,-0.007147453
0.59685,0.5682,0.6255,0.6545276,0.006659849,-0.006659849
0.6565,0.6255,0.6875,0.6055276,0.00611397,-0.00611397
0.72095,0.6875,0.7544,0.5673026,0.005245501,-0.005245501
0.7926,0.7544,0.8308,0.5325006,0.004820076,-0.004820076
0.87375,0.8308,0.9167,0.4819909,0.004981598,-0.004981598
0.9621,0.9167,1.0075,0.4280436,0.004838692,-0.004838692
1.0575999999999999,1.0075,1.1077,0.3827335,0.00447227,-0.00447227
1.165,1.1077,1.2223,0.3346418,0.004052565,-0.004052565
1.282,1.2223,1.3417,0.2807498,0.003683819,-0.003683819
1.40855,1.3417,1.4754,0.2333088,0.003401035,-0.003401035
1.5493999999999999,1.4754,1.6234,0.1851808,0.002898546,-0.002898546
1.70455,1.6234,1.7857,0.1485845,0.002517363,-0.002517363
1.87405,1.7857,1.9624,0.1160478,0.002284393,-0.002284393
2.06025,1.9624,2.1581,0.08822146,0.001884941,-0.001884941
2.26795,2.1581,2.3778,0.05983997,0.001549398,-0.001549398
2.49715,2.3778,2.6165,0.04066856,0.001268978,-0.001268978
2.7454,2.6165,2.8743,0.02597175,0.0009963361,-0.0009963361
3.01755,2.8743,3.1608,0.01522379,0.0008900533,-0.0008900533
3.3207500000000003,3.1608,3.4807,0.008298899,0.0006636607,-0.0006636607
3.6550000000000002,3.4807,3.8293,0.004227386,0.0004303084,-0.0004303084
4.02025,3.8293,4.2112,0.002068015,0.0003068775,-0.0003068775

