#: table_doi: 10.17182/hepdata.70547.v2/t131
#: name: Table 131
#: description: Trans.max. scalar pT sum distribution, Z-boson pT = 50 - 110 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table155.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,50.0-110.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,0.3961,0.0304089,-0.0304089
0.11075,0.105,0.1165,0.3902972,0.02803188,-0.02803188
0.12225,0.1165,0.128,0.393675,0.02693623,-0.02693623
0.13369999999999999,0.128,0.1394,0.3419638,0.02713832,-0.02713832
0.1461,0.1394,0.1528,0.2707831,0.02501886,-0.02501886
0.16044999999999998,0.1528,0.1681,0.2467411,0.02213732,-0.02213732
0.17765,0.1681,0.1872,0.2249634,0.01940682,-0.01940682
0.19675,0.1872,0.2063,0.2149692,0.01676163,-0.01676163
0.21775,0.2063,0.2292,0.2711099,0.01485635,-0.01485635
0.24064999999999998,0.2292,0.2521,0.3321488,0.01435848,-0.01435848
0.26165,0.2521,0.2712,0.3295262,0.01499756,-0.01499756
0.28359999999999996,0.2712,0.296,0.3251019,0.01491125,-0.01491125
0.31035,0.296,0.3247,0.2962497,0.01556081,-0.01556081
0.3438,0.3247,0.3629,0.3523814,0.01349953,-0.01349953
0.382,0.3629,0.4011,0.3737563,0.01310017,-0.01310017
0.4202,0.4011,0.4393,0.3474323,0.0134069,-0.0134069
0.45840000000000003,0.4393,0.4775,0.372163,0.01353359,-0.01353359
0.50615,0.4775,0.5348,0.408056,0.0122086,-0.0122086
0.56345,0.5348,0.5921,0.3869194,0.01065997,-0.01065997
0.6207499999999999,0.5921,0.6494,0.3979971,0.01089396,-0.01089396
0.6779999999999999,0.6494,0.7066,0.3966225,0.01007168,-0.01007168
0.7448,0.7066,0.783,0.4037985,0.008871599,-0.008871599
0.8212,0.783,0.8594,0.4054567,0.008388633,-0.008388633
0.8976,0.8594,0.9358,0.385651,0.008530001,-0.008530001
0.9931,0.9358,1.0504,0.3803389,0.007821747,-0.007821747
1.0934,1.0504,1.1364,0.3586293,0.007602813,-0.007602813
1.1937,1.1364,1.251,0.3488164,0.006528969,-0.006528969
1.31305,1.251,1.3751,0.3319442,0.005876279,-0.005876279
1.4419499999999998,1.3751,1.5088,0.3111003,0.005602055,-0.005602055
1.5852,1.5088,1.6616,0.2826281,0.005227489,-0.005227489
1.74755,1.6616,1.8335,0.2541195,0.00459764,-0.00459764
1.9242,1.8335,2.0149,0.2258948,0.004207492,-0.004207492
2.11515,2.0149,2.2154,0.2011944,0.004007265,-0.004007265
2.33,2.2154,2.4446,0.1707445,0.003423156,-0.003423156
2.564,2.4446,2.6834,0.1461486,0.002975879,-0.002975879
2.81705,2.6834,2.9507,0.123235,0.002573581,-0.002573581
3.09875,2.9507,3.2468,0.1006654,0.002293178,-0.002293178
3.4091,3.2468,3.5714,0.0803884,0.00198248,-0.00198248
3.7481,3.5714,3.9248,0.06349598,0.001748218,-0.001748218
4.12055,3.9248,4.3163,0.05179963,0.001507582,-0.001507582
4.5359,4.3163,4.7555,0.03987881,0.001267288,-0.001267288
4.994249999999999,4.7555,5.233,0.02999949,0.001146488,-0.001146488
5.49085,5.233,5.7487,0.02278273,0.0009105823,-0.0009105823
6.03515,5.7487,6.3216,0.01883252,0.0007529278,-0.0007529278
6.641500000000001,6.3216,6.9614,0.01501276,0.0006200084,-0.0006200084
7.309950000000001,6.9614,7.6585,0.01177837,0.000559117,-0.000559117
8.0405,7.6585,8.4225,0.008586727,0.0004831902,-0.0004831902
8.842649999999999,8.4225,9.2628,0.006279938,0.0003830127,-0.0003830127
9.725950000000001,9.2628,10.1891,0.005164466,0.0003310767,-0.0003310767
10.7,10.1891,11.2109,0.003860008,0.0002513835,-0.0002513835
11.7695,11.2109,12.3281,0.002774234,0.0002301838,-0.0002301838
12.94405,12.3281,13.56,0.00205316,0.0001915884,-0.0001915884
14.238,13.56,14.916,0.001527214,0.000159586,-0.000159586
15.66085,14.916,16.4057,0.001004489,0.0001285851,-0.0001285851
17.226950000000002,16.4057,18.0482,0.0008581509,0.000107112,-0.000107112
18.955350000000003,18.0482,19.8625,0.0005318753,7.741124e-05,-7.741124e-05

