#: table_doi: 10.17182/hepdata.70547.v2/t102
#: name: Table 102
#: description: Trans.max. charged multiplicity distribution, Z-boson pT = 5 - 10 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table120.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,5.0-10.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.191,0.0955,0.2865,0.5339381,0.008317441,-0.008317441
0.382,0.2865,0.4775,0.653859,0.007990774,-0.007990774
0.573,0.4775,0.6685,0.6759857,0.006962636,-0.006962636
0.76395,0.6685,0.8594,0.6387809,0.005413855,-0.005413855
0.9549000000000001,0.8594,1.0504,0.5688225,0.005013945,-0.005013945
1.1459000000000001,1.0504,1.2414,0.4836001,0.004031331,-0.004031331
1.3369,1.2414,1.4324,0.3871863,0.0031199,-0.0031199
1.5278999999999998,1.4324,1.6234,0.3054455,0.00326571,-0.00326571
1.7189,1.6234,1.8144,0.2279218,0.004079688,-0.004079688
1.9099,1.8144,2.0054,0.1719555,0.004386009,-0.004386009
2.10085,2.0054,2.1963,0.1228594,0.004522215,-0.004522215
2.2918000000000003,2.1963,2.3873,0.08605024,0.004474002,-0.004474002
2.4828,2.3873,2.5783,0.06190933,0.004072179,-0.004072179
2.6738,2.5783,2.7693,0.04321688,0.003522088,-0.003522088
2.8648,2.7693,2.9603,0.0293386,0.002868245,-0.002868245
3.0558,2.9603,3.1513,0.02068471,0.002260952,-0.002260952
3.2468,3.1513,3.3423,0.01328228,0.001711577,-0.001711577
3.43775,3.3423,3.5332,0.008844946,0.001251724,-0.001251724
3.6287000000000003,3.5332,3.7242,0.00625607,0.0009599119,-0.0009599119
3.8197,3.7242,3.9152,0.004119654,0.0007658748,-0.0007658748
4.0107,3.9152,4.1062,0.002569107,0.0005836213,-0.0005836213
4.201700000000001,4.1062,4.2972,0.001685026,0.000392393,-0.000392393
4.3927,4.2972,4.4882,0.001076895,0.000284276,-0.000284276

