#: table_doi: 10.17182/hepdata.70547.v2/t99
#: name: Table 99
#: description: Trans.min. charged multiplicity distribution, Z-boson pT = 50 - 110 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table117.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D2N/DETARAP/DPHI
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-min region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,50.0-110.0
N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)),N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) LOW,N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI)) HIGH,1/N(EVT)*D(N(EVT))/D(N(P=3)/DELTA(ETARAP)/DELTA(DELTA(PHI))),error +,error -
0.191,0.0955,0.2865,0.8033245,0.01067358,-0.01067358
0.382,0.2865,0.4775,0.7787237,0.008850637,-0.008850637
0.573,0.4775,0.6685,0.6719102,0.007754001,-0.007754001
0.76395,0.6685,0.8594,0.5661013,0.005438654,-0.005438654
0.9549000000000001,0.8594,1.0504,0.4552833,0.004500079,-0.004500079
1.1459000000000001,1.0504,1.2414,0.3476914,0.004580061,-0.004580061
1.3369,1.2414,1.4324,0.2609069,0.005026122,-0.005026122
1.5278999999999998,1.4324,1.6234,0.1863443,0.005034115,-0.005034115
1.7189,1.6234,1.8144,0.1362709,0.00478781,-0.00478781
1.9099,1.8144,2.0054,0.09935886,0.004568969,-0.004568969
2.10085,2.0054,2.1963,0.07152543,0.004344337,-0.004344337
2.2918000000000003,2.1963,2.3873,0.05299044,0.003862066,-0.003862066
2.4828,2.3873,2.5783,0.03712722,0.003236064,-0.003236064
2.6738,2.5783,2.7693,0.02651104,0.002591657,-0.002591657
2.8648,2.7693,2.9603,0.01959985,0.002160743,-0.002160743
3.0558,2.9603,3.1513,0.0133611,0.001658583,-0.001658583
3.2468,3.1513,3.3423,0.00866956,0.001336563,-0.001336563
3.43775,3.3423,3.5332,0.006454634,0.001031601,-0.001031601
3.6287000000000003,3.5332,3.7242,0.004583647,0.0008356674,-0.0008356674
3.8197,3.7242,3.9152,0.003170431,0.0007136107,-0.0007136107
4.0107,3.9152,4.1062,0.002394296,0.0006214398,-0.0006214398
4.201700000000001,4.1062,4.2972,0.002101298,0.0004196496,-0.0004196496
4.3927,4.2972,4.4882,0.001759767,0.0003837115,-0.0003837115
4.5837,4.4882,4.6792,0.001430724,0.0003326459,-0.0003326459
4.96565,4.6792,5.2521,0.000697223,0.000204021,-0.000204021

