#: table_doi: 10.17182/hepdata.70547.v2/t53
#: name: Table 53
#: description: Trans.min. scalar pT sum distribution, Z-boson pT = 0 - 5 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table65.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Trans-min region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,0.0-5.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,2.876461,0.03668126,-0.03668126
0.11075,0.105,0.1165,2.405402,0.03285194,-0.03285194
0.12225,0.1165,0.128,1.853733,0.03122314,-0.03122314
0.13369999999999999,0.128,0.1394,1.475212,0.03672066,-0.03672066
0.1461,0.1394,0.1528,1.254814,0.02831773,-0.02831773
0.16044999999999998,0.1528,0.1681,0.9808057,0.02298635,-0.02298635
0.17765,0.1681,0.1872,0.7820091,0.02031643,-0.02031643
0.19675,0.1872,0.2063,0.7158295,0.01876215,-0.01876215
0.21775,0.2063,0.2292,1.015227,0.01708934,-0.01708934
0.24064999999999998,0.2292,0.2521,1.077248,0.01678027,-0.01678027
0.26165,0.2521,0.2712,0.9980918,0.01320434,-0.01320434
0.28359999999999996,0.2712,0.296,0.8996008,0.01426371,-0.01426371
0.31035,0.296,0.3247,0.7980224,0.01348547,-0.01348547
0.3438,0.3247,0.3629,0.8260358,0.01205896,-0.01205896
0.382,0.3629,0.4011,0.7891187,0.01135627,-0.01135627
0.4202,0.4011,0.4393,0.7151216,0.01083743,-0.01083743
0.45840000000000003,0.4393,0.4775,0.6962045,0.007913864,-0.007913864
0.50615,0.4775,0.5348,0.6438968,0.007275761,-0.007275761
0.56345,0.5348,0.5921,0.596996,0.006939111,-0.006939111
0.6207499999999999,0.5921,0.6494,0.5452439,0.008087818,-0.008087818
0.6779999999999999,0.6494,0.7066,0.4883305,0.00686993,-0.00686993
0.7448,0.7066,0.783,0.4459412,0.006430263,-0.006430263
0.8212,0.783,0.8594,0.3918216,0.006059601,-0.006059601
0.8976,0.8594,0.9358,0.341323,0.005839415,-0.005839415
0.9931,0.9358,1.0504,0.2971885,0.005599047,-0.005599047
1.0934,1.0504,1.1364,0.2445638,0.005105026,-0.005105026
1.1937,1.1364,1.251,0.2081299,0.004625482,-0.004625482
1.31305,1.251,1.3751,0.1693951,0.004181676,-0.004181676
1.4419499999999998,1.3751,1.5088,0.1331484,0.003744712,-0.003744712
1.5852,1.5088,1.6616,0.101232,0.003343111,-0.003343111
1.74755,1.6616,1.8335,0.07530165,0.002858514,-0.002858514
1.9242,1.8335,2.0149,0.05341795,0.002342779,-0.002342779
2.11515,2.0149,2.2154,0.03671094,0.001951087,-0.001951087
2.33,2.2154,2.4446,0.02331173,0.00161352,-0.00161352
2.564,2.4446,2.6834,0.01450245,0.001240607,-0.001240607
2.81705,2.6834,2.9507,0.009078632,0.0009711225,-0.0009711225
3.09875,2.9507,3.2468,0.005335112,0.0007361539,-0.0007361539
3.4091,3.2468,3.5714,0.002486172,0.0005409302,-0.0005409302

