#: table_doi: 10.17182/hepdata.70547.v2/t62
#: name: Table 62
#: description: Trans.max. scalar pT sum distribution, Z-boson pT = 5 - 10 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table74.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,5.0-10.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,0.8765223,0.0199022,-0.0199022
0.11075,0.105,0.1165,0.7757287,0.01837695,-0.01837695
0.12225,0.1165,0.128,0.7318843,0.01774301,-0.01774301
0.13369999999999999,0.128,0.1394,0.678676,0.02676207,-0.02676207
0.1461,0.1394,0.1528,0.6426855,0.01789942,-0.01789942
0.16044999999999998,0.1528,0.1681,0.5395364,0.02043504,-0.02043504
0.17765,0.1681,0.1872,0.4524121,0.01734828,-0.01734828
0.19675,0.1872,0.2063,0.4025411,0.01597547,-0.01597547
0.21775,0.2063,0.2292,0.5508652,0.01487136,-0.01487136
0.24064999999999998,0.2292,0.2521,0.5909138,0.01374789,-0.01374789
0.26165,0.2521,0.2712,0.5783076,0.01101512,-0.01101512
0.28359999999999996,0.2712,0.296,0.5748474,0.01062434,-0.01062434
0.31035,0.296,0.3247,0.5627684,0.009907732,-0.009907732
0.3438,0.3247,0.3629,0.5679009,0.008783988,-0.008783988
0.382,0.3629,0.4011,0.5915478,0.01017936,-0.01017936
0.4202,0.4011,0.4393,0.5855152,0.008009537,-0.008009537
0.45840000000000003,0.4393,0.4775,0.5963572,0.00909512,-0.00909512
0.50615,0.4775,0.5348,0.592836,0.007201277,-0.007201277
0.56345,0.5348,0.5921,0.581178,0.007751543,-0.007751543
0.6207499999999999,0.5921,0.6494,0.570217,0.006649343,-0.006649343
0.6779999999999999,0.6494,0.7066,0.5660002,0.006046176,-0.006046176
0.7448,0.7066,0.783,0.543498,0.005549349,-0.005549349
0.8212,0.783,0.8594,0.5137632,0.005192495,-0.005192495
0.8976,0.8594,0.9358,0.5006834,0.004940604,-0.004940604
0.9931,0.9358,1.0504,0.4719152,0.004356618,-0.004356618
1.0934,1.0504,1.1364,0.4270247,0.004597398,-0.004597398
1.1937,1.1364,1.251,0.4006591,0.004212501,-0.004212501
1.31305,1.251,1.3751,0.3618909,0.004068333,-0.004068333
1.4419499999999998,1.3751,1.5088,0.3200151,0.003873068,-0.003873068
1.5852,1.5088,1.6616,0.2784019,0.003534893,-0.003534893
1.74755,1.6616,1.8335,0.2336358,0.003128149,-0.003128149
1.9242,1.8335,2.0149,0.1960537,0.002790034,-0.002790034
2.11515,2.0149,2.2154,0.1568844,0.002411392,-0.002411392
2.33,2.2154,2.4446,0.1222478,0.002181284,-0.002181284
2.564,2.4446,2.6834,0.09315111,0.001886215,-0.001886215
2.81705,2.6834,2.9507,0.06943803,0.001591818,-0.001591818
3.09875,2.9507,3.2468,0.04951712,0.001252202,-0.001252202
3.4091,3.2468,3.5714,0.03328961,0.001015798,-0.001015798
3.7481,3.5714,3.9248,0.02205615,0.0007843379,-0.0007843379
4.12055,3.9248,4.3163,0.01273189,0.0005845514,-0.0005845514
4.5359,4.3163,4.7555,0.008579963,0.0004532591,-0.0004532591
4.994249999999999,4.7555,5.233,0.004403865,0.0003736195,-0.0003736195
5.49085,5.233,5.7487,0.002544623,0.0002746379,-0.0002746379
6.03515,5.7487,6.3216,0.001244131,0.0002375411,-0.0002375411
6.641500000000001,6.3216,6.9614,0.0006046216,0.0001601687,-0.0001601687

