#: table_doi: 10.17182/hepdata.70547.v2/t41
#: name: Table 41
#: description: Transverse scalar pT sum distribution, Z-boson pT = 0 - 5 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table47.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Transverse region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,0.0-5.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.0501,0.0477,0.0525,2.192766,0.05212356,-0.05212356
0.0554,0.0525,0.0583,1.789676,0.04659331,-0.04659331
0.061149999999999996,0.0583,0.064,1.493733,0.04483568,-0.04483568
0.06684999999999999,0.064,0.0697,1.20883,0.04407368,-0.04407368
0.07305,0.0697,0.0764,1.042665,0.03776785,-0.03776785
0.0802,0.0764,0.084,0.7609487,0.03233948,-0.03233948
0.0888,0.084,0.0936,0.5948952,0.02686936,-0.02686936
0.09834999999999999,0.0936,0.1031,0.612559,0.02564627,-0.02564627
0.10885,0.1031,0.1146,0.8585309,0.02477637,-0.02477637
0.12034999999999998,0.1146,0.1261,1.012606,0.02261313,-0.02261313
0.13085,0.1261,0.1356,0.9617773,0.02418098,-0.02418098
0.14179999999999998,0.1356,0.148,0.8669753,0.02109382,-0.02109382
0.15515,0.148,0.1623,0.7776904,0.01999562,-0.01999562
0.17185,0.1623,0.1814,0.8663583,0.01792821,-0.01792821
0.19095,0.1814,0.2005,0.8856391,0.01652103,-0.01652103
0.21005000000000001,0.2005,0.2196,0.8702584,0.01618987,-0.01618987
0.22915,0.2196,0.2387,0.8404488,0.01567905,-0.01567905
0.25305,0.2387,0.2674,0.8372332,0.01454227,-0.01454227
0.2817,0.2674,0.296,0.844014,0.01371774,-0.01371774
0.31035,0.296,0.3247,0.8243377,0.01343938,-0.01343938
0.33899999999999997,0.3247,0.3533,0.8119852,0.01240431,-0.01240431
0.3724,0.3533,0.3915,0.7821224,0.01175388,-0.01175388
0.4106,0.3915,0.4297,0.7800786,0.01111872,-0.01111872
0.4488,0.4297,0.4679,0.7332729,0.01004156,-0.01004156
0.49655,0.4679,0.5252,0.7122284,0.00815982,-0.00815982
0.5467,0.5252,0.5682,0.6836527,0.008018908,-0.008018908
0.59685,0.5682,0.6255,0.6484213,0.006755342,-0.006755342
0.6565,0.6255,0.6875,0.6182755,0.005389601,-0.005389601
0.72095,0.6875,0.7544,0.5763284,0.005368561,-0.005368561
0.7926,0.7544,0.8308,0.5321993,0.005091474,-0.005091474
0.87375,0.8308,0.9167,0.4969937,0.004850861,-0.004850861
0.9621,0.9167,1.0075,0.4356254,0.004903629,-0.004903629
1.0575999999999999,1.0075,1.1077,0.3807079,0.004937096,-0.004937096
1.165,1.1077,1.2223,0.3265383,0.004495355,-0.004495355
1.282,1.2223,1.3417,0.2847374,0.004071333,-0.004071333
1.40855,1.3417,1.4754,0.2331419,0.003721977,-0.003721977
1.5493999999999999,1.4754,1.6234,0.1905725,0.003256622,-0.003256622
1.70455,1.6234,1.7857,0.1504264,0.002769015,-0.002769015
1.87405,1.7857,1.9624,0.1172328,0.002377095,-0.002377095
2.06025,1.9624,2.1581,0.09153397,0.002025759,-0.002025759
2.26795,2.1581,2.3778,0.06573885,0.001728235,-0.001728235
2.49715,2.3778,2.6165,0.04561589,0.001355484,-0.001355484
2.7454,2.6165,2.8743,0.03052981,0.0009562963,-0.0009562963
3.01755,2.8743,3.1608,0.01941267,0.000740996,-0.000740996
3.3207500000000003,3.1608,3.4807,0.0109665,0.0005191973,-0.0005191973
3.6550000000000002,3.4807,3.8293,0.006247093,0.0003682318,-0.0003682318
4.02025,3.8293,4.2112,0.003017488,0.0003163094,-0.0003163094
4.4213000000000005,4.2112,4.6314,0.001515567,0.0002053955,-0.0002053955

