#: table_doi: 10.17182/hepdata.70547.v2/t132
#: name: Table 132
#: description: Trans.max. scalar pT sum distribution, Z-boson pT = 110 - 500 GeV, Dressed leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table156.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Dressed leptons,,,
#: - Trans-max region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,110.0-500.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.10025,0.0955,0.105,0.3457855,0.05641819,-0.05641819
0.11075,0.105,0.1165,0.328933,0.05747444,-0.05747444
0.12225,0.1165,0.128,0.2902921,0.04609035,-0.04609035
0.13369999999999999,0.128,0.1394,0.3200426,0.04991943,-0.04991943
0.1461,0.1394,0.1528,0.2673683,0.04400683,-0.04400683
0.16044999999999998,0.1528,0.1681,0.1921241,0.04060795,-0.04060795
0.17765,0.1681,0.1872,0.1920097,0.03840602,-0.03840602
0.19675,0.1872,0.2063,0.2019006,0.0320081,-0.0320081
0.21775,0.2063,0.2292,0.2739963,0.03041735,-0.03041735
0.24064999999999998,0.2292,0.2521,0.2584843,0.02919842,-0.02919842
0.26165,0.2521,0.2712,0.3011042,0.03150763,-0.03150763
0.28359999999999996,0.2712,0.296,0.2605098,0.03011405,-0.03011405
0.31035,0.296,0.3247,0.2595735,0.02956867,-0.02956867
0.3438,0.3247,0.3629,0.2769095,0.02808064,-0.02808064
0.382,0.3629,0.4011,0.3024105,0.0257733,-0.0257733
0.4202,0.4011,0.4393,0.2863591,0.02693218,-0.02693218
0.45840000000000003,0.4393,0.4775,0.2824733,0.02833217,-0.02833217
0.50615,0.4775,0.5348,0.2958057,0.02368736,-0.02368736
0.56345,0.5348,0.5921,0.3309554,0.02254099,-0.02254099
0.6207499999999999,0.5921,0.6494,0.3576845,0.02125799,-0.02125799
0.6779999999999999,0.6494,0.7066,0.3290482,0.02224367,-0.02224367
0.7448,0.7066,0.783,0.3365844,0.02087114,-0.02087114
0.8212,0.783,0.8594,0.3439766,0.01903628,-0.01903628
0.8976,0.8594,0.9358,0.3348019,0.01751229,-0.01751229
0.9931,0.9358,1.0504,0.3210206,0.01646725,-0.01646725
1.0934,1.0504,1.1364,0.3339447,0.01646101,-0.01646101
1.1937,1.1364,1.251,0.3103356,0.01377042,-0.01377042
1.31305,1.251,1.3751,0.3044643,0.01369059,-0.01369059
1.4419499999999998,1.3751,1.5088,0.2937381,0.0119651,-0.0119651
1.5852,1.5088,1.6616,0.2706054,0.01131205,-0.01131205
1.74755,1.6616,1.8335,0.2541704,0.01037115,-0.01037115
1.9242,1.8335,2.0149,0.222501,0.008952058,-0.008952058
2.11515,2.0149,2.2154,0.1874081,0.007864136,-0.007864136
2.33,2.2154,2.4446,0.1668767,0.007536676,-0.007536676
2.564,2.4446,2.6834,0.1434172,0.006591746,-0.006591746
2.81705,2.6834,2.9507,0.1182134,0.005790129,-0.005790129
3.09875,2.9507,3.2468,0.1014576,0.005305188,-0.005305188
3.4091,3.2468,3.5714,0.08424347,0.004563272,-0.004563272
3.7481,3.5714,3.9248,0.07581155,0.003981385,-0.003981385
4.12055,3.9248,4.3163,0.06440465,0.003436349,-0.003436349
4.5359,4.3163,4.7555,0.04727513,0.003148063,-0.003148063
4.994249999999999,4.7555,5.233,0.0377274,0.002795907,-0.002795907
5.49085,5.233,5.7487,0.03180333,0.002290719,-0.002290719
6.03515,5.7487,6.3216,0.02505578,0.00201521,-0.00201521
6.641500000000001,6.3216,6.9614,0.01957548,0.001750666,-0.001750666
7.309950000000001,6.9614,7.6585,0.01831273,0.00140861,-0.00140861
8.0405,7.6585,8.4225,0.01288206,0.00127149,-0.00127149
8.842649999999999,8.4225,9.2628,0.01208336,0.001147812,-0.001147812
9.725950000000001,9.2628,10.1891,0.008213285,0.000862818,-0.000862818
10.7,10.1891,11.2109,0.007983651,0.0008167101,-0.0008167101
11.7695,11.2109,12.3281,0.007417058,0.0006809219,-0.0006809219
12.94405,12.3281,13.56,0.005618684,0.0006277515,-0.0006277515
14.238,13.56,14.916,0.00430697,0.000599014,-0.000599014
15.66085,14.916,16.4057,0.004157005,0.000460627,-0.000460627
17.226950000000002,16.4057,18.0482,0.002780191,0.0003697276,-0.0003697276
18.955350000000003,18.0482,19.8625,0.001810847,0.0003236643,-0.0003236643

