#: table_doi: 10.17182/hepdata.70547.v2/t43
#: name: Table 43
#: description: Transverse scalar pT sum distribution, Z-boson pT = 10 - 20 GeV, Born leptons : Statistical and systematic errors are added in quadrature.

#: data_file: Table49.yaml
#: keyword reactions: P P --> CHARGED Z < E+ E- + MU+ MU- > X
#: keyword observables: D3N/DETARAP/DPHI/DPT
#: keyword phrases: Inclusive | Proton-Proton Scattering | Muon production | Electron production
#: - Born leptons,,,
#: - Transverse region,,,
#: ABS(ETARAP(P=3)),,,< 2.5
#: PT(P=3) [GEV],,,> 0.5
#: PT(P=4) [GeV],,,10.0-20.0
SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV],SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] LOW,SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI)) [GEV] HIGH,1/N(EVT)*D(N(EVT))/D(SUM(PT(P=3))/DELTA(ETARAP)/DELTA(DELTA(PHI))) [GEV**-1],error +,error -
0.0501,0.0477,0.0525,1.428944,0.04457528,-0.04457528
0.0554,0.0525,0.0583,1.119027,0.03994885,-0.03994885
0.061149999999999996,0.0583,0.064,1.004772,0.03702717,-0.03702717
0.06684999999999999,0.064,0.0697,0.7757644,0.03598288,-0.03598288
0.07305,0.0697,0.0764,0.652233,0.03010391,-0.03010391
0.0802,0.0764,0.084,0.5140748,0.02580805,-0.02580805
0.0888,0.084,0.0936,0.4126739,0.02167285,-0.02167285
0.09834999999999999,0.0936,0.1031,0.4589353,0.02038428,-0.02038428
0.10885,0.1031,0.1146,0.6301229,0.01928242,-0.01928242
0.12034999999999998,0.1146,0.1261,0.7301382,0.01800699,-0.01800699
0.13085,0.1261,0.1356,0.6676638,0.01928008,-0.01928008
0.14179999999999998,0.1356,0.148,0.6177108,0.01862703,-0.01862703
0.15515,0.148,0.1623,0.6250978,0.01783936,-0.01783936
0.17185,0.1623,0.1814,0.6632324,0.01591227,-0.01591227
0.19095,0.1814,0.2005,0.6695405,0.01495223,-0.01495223
0.21005000000000001,0.2005,0.2196,0.6754294,0.01532313,-0.01532313
0.22915,0.2196,0.2387,0.6829608,0.0144113,-0.0144113
0.25305,0.2387,0.2674,0.7011128,0.01372243,-0.01372243
0.2817,0.2674,0.296,0.6815664,0.01244722,-0.01244722
0.31035,0.296,0.3247,0.6760719,0.01189222,-0.01189222
0.33899999999999997,0.3247,0.3533,0.7026633,0.01159238,-0.01159238
0.3724,0.3533,0.3915,0.6891785,0.01088989,-0.01088989
0.4106,0.3915,0.4297,0.6749688,0.01004633,-0.01004633
0.4488,0.4297,0.4679,0.6795772,0.009426336,-0.009426336
0.49655,0.4679,0.5252,0.6567818,0.008486351,-0.008486351
0.5467,0.5252,0.5682,0.6620278,0.008190362,-0.008190362
0.59685,0.5682,0.6255,0.646805,0.007093374,-0.007093374
0.6565,0.6255,0.6875,0.6173347,0.006392882,-0.006392882
0.72095,0.6875,0.7544,0.5994429,0.005856707,-0.005856707
0.7926,0.7544,0.8308,0.5500668,0.005032837,-0.005032837
0.87375,0.8308,0.9167,0.5194757,0.004799787,-0.004799787
0.9621,0.9167,1.0075,0.4792656,0.004749323,-0.004749323
1.0575999999999999,1.0075,1.1077,0.4336328,0.004777095,-0.004777095
1.165,1.1077,1.2223,0.3857065,0.004590781,-0.004590781
1.282,1.2223,1.3417,0.3393565,0.004347776,-0.004347776
1.40855,1.3417,1.4754,0.2941377,0.00406845,-0.00406845
1.5493999999999999,1.4754,1.6234,0.2473359,0.003746462,-0.003746462
1.70455,1.6234,1.7857,0.2054792,0.003304684,-0.003304684
1.87405,1.7857,1.9624,0.1612995,0.00291343,-0.00291343
2.06025,1.9624,2.1581,0.1253756,0.002491458,-0.002491458
2.26795,2.1581,2.3778,0.09518588,0.002131905,-0.002131905
2.49715,2.3778,2.6165,0.07078669,0.001765327,-0.001765327
2.7454,2.6165,2.8743,0.0495048,0.001386599,-0.001386599
3.01755,2.8743,3.1608,0.03235372,0.001106435,-0.001106435
3.3207500000000003,3.1608,3.4807,0.02115735,0.0008343427,-0.0008343427
3.6550000000000002,3.4807,3.8293,0.01351405,0.0006371887,-0.0006371887
4.02025,3.8293,4.2112,0.008254452,0.0005426232,-0.0005426232
4.4213000000000005,4.2112,4.6314,0.004931632,0.0003872345,-0.0003872345
4.86295,4.6314,5.0945,0.002708542,0.000294828,-0.000294828
5.34995,5.0945,5.6054,0.001515289,0.0002311834,-0.0002311834
5.88475,5.6054,6.1641,0.0008166598,0.0001900608,-0.0001900608

