#: table_doi: 10.17182/hepdata.90831.v1/t118
#: name: table no 118
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,away region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_118.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.1544,0.0024,-0.0024,0.0021,-0.0021,0.0121,-0.0121
0.095,0.05,0.14,0.2874,0.0029,-0.0029,0.0028,-0.0028,0.0133,-0.0133
0.19,0.14,0.24,0.4128,0.0029,-0.0029,0.0036,-0.0036,0.0153,-0.0153
0.28500000000000003,0.24,0.33,0.515,0.003,-0.003,0.004,-0.004,0.017,-0.017
0.38,0.33,0.43,0.5798,0.0029,-0.0029,0.0048,-0.0048,0.0166,-0.0166
0.48,0.43,0.53,0.6208,0.0028,-0.0028,0.0051,-0.0051,0.0153,-0.0153
0.575,0.53,0.62,0.6395,0.0027,-0.0027,0.0052,-0.0052,0.0131,-0.0131
0.6699999999999999,0.62,0.72,0.6464,0.0026,-0.0026,0.0054,-0.0054,0.0103,-0.0103
0.765,0.72,0.81,0.6304,0.0025,-0.0025,0.0054,-0.0054,0.0077,-0.0077
0.8600000000000001,0.81,0.91,0.6039,0.0024,-0.0024,0.0054,-0.0054,0.0053,-0.0053
0.9550000000000001,0.91,1.0,0.5709,0.0023,-0.0023,0.0052,-0.0052,0.0036,-0.0036
1.05,1.0,1.1,0.5336,0.0021,-0.0021,0.0049,-0.0049,0.0025,-0.0025
1.145,1.1,1.19,0.494,0.002,-0.002,0.005,-0.005,0.002,-0.002
1.24,1.19,1.29,0.4616,0.0019,-0.0019,0.0044,-0.0044,0.0028,-0.0028
1.335,1.29,1.38,0.4165,0.0018,-0.0018,0.0039,-0.0039,0.0039,-0.0039
1.43,1.38,1.48,0.3798,0.0017,-0.0017,0.0034,-0.0034,0.0051,-0.0051
1.53,1.48,1.58,0.3435,0.0016,-0.0016,0.003,-0.003,0.0062,-0.0062
1.625,1.58,1.67,0.3043,0.0015,-0.0015,0.0026,-0.0026,0.0071,-0.0071
1.72,1.67,1.77,0.2692,0.0014,-0.0014,0.0023,-0.0023,0.0076,-0.0076
1.815,1.77,1.86,0.2329,0.0014,-0.0014,0.0021,-0.0021,0.0077,-0.0077
1.9100000000000001,1.86,1.96,0.2055,0.0013,-0.0013,0.0021,-0.0021,0.0074,-0.0074
2.005,1.96,2.05,0.1771,0.0012,-0.0012,0.0023,-0.0023,0.0071,-0.0071
2.0999999999999996,2.05,2.15,0.1569,0.0011,-0.0011,0.0027,-0.0027,0.0069,-0.0069
2.1950000000000003,2.15,2.24,0.13366,0.00095,-0.00095,0.00284,-0.00284,0.0066,-0.0066
2.29,2.24,2.34,0.11269,0.00086,-0.00086,0.00277,-0.00277,0.00624,-0.00624
2.3899999999999997,2.34,2.44,0.09706,0.00083,-0.00083,0.00252,-0.00252,0.00574,-0.00574
2.485,2.44,2.53,0.08169,0.00075,-0.00075,0.00233,-0.00233,0.0057,-0.0057
2.58,2.53,2.63,0.06895,0.00073,-0.00073,0.00216,-0.00216,0.00601,-0.00601
2.7249999999999996,2.63,2.82,0.05312,0.00063,-0.00063,0.00104,-0.00104,0.00327,-0.00327
2.915,2.82,3.01,0.03792,0.00051,-0.00051,0.00072,-0.00072,0.00317,-0.00317
3.105,3.01,3.2,0.0264,0.0004,-0.0004,0.0005,-0.0005,0.0028,-0.0028
3.295,3.2,3.39,0.01824,0.00034,-0.00034,0.00039,-0.00039,0.00219,-0.00219
3.4850000000000003,3.39,3.58,0.0116,0.0003,-0.0003,0.0006,-0.0006,0.0018,-0.0018
3.725,3.58,3.87,0.0072,0.00022,-0.00022,0.00055,-0.00055,0.00096,-0.00096
4.105,3.87,4.34,0.00313,0.00014,-0.00014,0.00035,-0.00035,0.00044,-0.00044

