#: table_doi: 10.17182/hepdata.90831.v1/t208
#: name: table no 208
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),toward region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_208.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.8894,0.0026,-0.0026,0.0106,-0.0106,0.0028,-0.0028
0.6000000000000001,0.55,0.65,1.521,0.0036,-0.0036,0.0149,-0.0149,0.0025,-0.0025
0.7,0.65,0.75,1.236,0.0032,-0.0032,0.0114,-0.0114,0.0023,-0.0023
0.8,0.75,0.85,1.01,0.003,-0.003,0.009,-0.009,0.001,-0.001
0.8999999999999999,0.85,0.95,0.8327,0.0028,-0.0028,0.0073,-0.0073,0.001,-0.001
1.0,0.95,1.05,0.686,0.0027,-0.0027,0.006,-0.006,0.0011,-0.0011
1.1,1.05,1.15,0.5702,0.0025,-0.0025,0.0058,-0.0058,0.0012,-0.0012
1.2,1.15,1.25,0.4752,0.0023,-0.0023,0.0042,-0.0042,0.0009,-0.0009
1.3,1.25,1.35,0.3923,0.0022,-0.0022,0.0038,-0.0038,0.0009,-0.0009
1.4,1.35,1.45,0.334,0.002,-0.002,0.004,-0.004,0.001,-0.001
1.5,1.45,1.55,0.282,0.002,-0.002,0.004,-0.004,0.001,-0.001
1.6,1.55,1.65,0.2371,0.0018,-0.0018,0.0022,-0.0022,0.0007,-0.0007
1.7,1.65,1.75,0.2033,0.0017,-0.0017,0.0019,-0.0019,0.0005,-0.0005
1.8,1.75,1.85,0.1724,0.0015,-0.0015,0.0021,-0.0021,0.0004,-0.0004
1.9,1.85,1.95,0.1464,0.0014,-0.0014,0.0015,-0.0015,0.0004,-0.0004
2.0,1.95,2.05,0.1243,0.0014,-0.0014,0.0012,-0.0012,0.0004,-0.0004
2.0999999999999996,2.05,2.15,0.1071,0.0012,-0.0012,0.001,-0.001,0.0007,-0.0007
2.2,2.15,2.25,0.0936,0.0012,-0.0012,0.002,-0.002,0.0007,-0.0007
2.3,2.25,2.35,0.0776,0.0011,-0.0011,0.0011,-0.0011,0.0006,-0.0006
2.4000000000000004,2.35,2.45,0.0713,0.0011,-0.0011,0.0007,-0.0007,0.0003,-0.0003
2.5,2.45,2.55,0.05901,0.00094,-0.00094,0.00078,-0.00078,0.00036,-0.00036
2.5999999999999996,2.55,2.65,0.0515,0.0009,-0.0009,0.0005,-0.0005,0.0004,-0.0004
2.7,2.65,2.75,0.04547,0.00079,-0.00079,0.00054,-0.00054,0.00031,-0.00031
2.8,2.75,2.85,0.04041,0.00078,-0.00078,0.00092,-0.00092,0.00029,-0.00029
2.9000000000000004,2.85,2.95,0.03509,0.00067,-0.00067,0.00094,-0.00094,0.00029,-0.00029
3.0,2.95,3.05,0.03099,0.00061,-0.00061,0.00038,-0.00038,0.00025,-0.00025
3.0999999999999996,3.05,3.15,0.02657,0.00059,-0.00059,0.00032,-0.00032,0.00022,-0.00022
3.2,3.15,3.25,0.02359,0.00055,-0.00055,0.00042,-0.00042,0.00022,-0.00022
3.3,3.25,3.35,0.0218,0.00053,-0.00053,0.00054,-0.00054,0.0002,-0.0002
3.4000000000000004,3.35,3.45,0.01866,0.00048,-0.00048,0.00035,-0.00035,0.00023,-0.00023
3.5,3.45,3.55,0.01636,0.00045,-0.00045,0.00029,-0.00029,0.00017,-0.00017
3.5999999999999996,3.55,3.65,0.01443,0.00042,-0.00042,0.00015,-0.00015,0.00017,-0.00017
3.7,3.65,3.75,0.01312,0.00037,-0.00037,0.00014,-0.00014,0.00012,-0.00012
3.8,3.75,3.85,0.01172,0.00037,-0.00037,0.0003,-0.0003,0.00013,-0.00013
3.9000000000000004,3.85,3.95,0.01068,0.00033,-0.00033,0.00012,-0.00012,0.0001,-0.0001
4.0,3.95,4.05,0.00987,0.00032,-0.00032,0.00012,-0.00012,0.00015,-0.00015
4.1,4.05,4.15,0.00855,0.00029,-0.00029,0.0001,-0.0001,0.00013,-0.00013
4.2,4.15,4.25,0.00758,0.00029,-0.00029,0.00033,-0.00033,0.00015,-0.00015
4.3,4.25,4.35,0.00654,0.00024,-0.00024,0.00011,-0.00011,0.00012,-0.00012
4.4,4.35,4.45,0.00597,0.00023,-0.00023,0.0001,-0.0001,0.0001,-0.0001
4.5,4.45,4.55,0.0064,0.00024,-0.00024,0.00021,-0.00021,0.00012,-0.00012
4.6,4.55,4.65,0.0057,0.00023,-0.00023,7e-05,-7e-05,0.00013,-0.00013
4.7,4.65,4.75,0.00487,0.00022,-0.00022,6e-05,-6e-05,0.00012,-0.00012
4.8,4.75,4.85,0.00423,0.00019,-0.00019,7e-05,-7e-05,0.0001,-0.0001
4.9,4.85,4.95,0.00381,0.00019,-0.00019,0.00017,-0.00017,8e-05,-8e-05
5.0,4.95,5.05,0.00375,0.00016,-0.00016,0.0001,-0.0001,0.0001,-0.0001
5.1,5.05,5.15,0.00358,0.00018,-0.00018,5e-05,-5e-05,0.00012,-0.00012
5.2,5.15,5.25,0.00332,0.00017,-0.00017,7e-05,-7e-05,0.00013,-0.00013
5.3,5.25,5.35,0.00275,0.00015,-0.00015,8e-05,-8e-05,0.00013,-0.00013
5.4,5.35,5.45,0.00246,0.00017,-0.00017,0.00013,-0.00013,0.00013,-0.00013

