#: table_doi: 10.17182/hepdata.90831.v1/t397
#: name: table no 397
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),transmax region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_397.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.631,0.015,-0.015,0.022,-0.022,0.007,-0.007
0.6000000000000001,0.55,0.65,1.06,0.02,-0.02,0.02,-0.02,0.01,-0.01
0.7,0.65,0.75,0.942,0.019,-0.019,0.02,-0.02,0.009,-0.009
0.8,0.75,0.85,0.76,0.016,-0.016,0.014,-0.014,0.01,-0.01
0.8999999999999999,0.85,0.95,0.686,0.017,-0.017,0.013,-0.013,0.007,-0.007
1.0,0.95,1.05,0.548,0.017,-0.017,0.01,-0.01,0.009,-0.009
1.1,1.05,1.15,0.456,0.016,-0.016,0.009,-0.009,0.005,-0.005
1.2,1.15,1.25,0.42,0.016,-0.016,0.008,-0.008,0.006,-0.006
1.3,1.25,1.35,0.347,0.014,-0.014,0.006,-0.006,0.005,-0.005
1.4,1.35,1.45,0.343,0.015,-0.015,0.006,-0.006,0.006,-0.006
1.5,1.45,1.55,0.243,0.013,-0.013,0.005,-0.005,0.005,-0.005
1.6,1.55,1.65,0.268,0.013,-0.013,0.005,-0.005,0.005,-0.005
1.7,1.65,1.75,0.207,0.012,-0.012,0.004,-0.004,0.004,-0.004
1.8,1.75,1.85,0.191,0.011,-0.011,0.005,-0.005,0.003,-0.003
1.9,1.85,1.95,0.181,0.011,-0.011,0.003,-0.003,0.003,-0.003
2.0,1.95,2.05,0.182,0.011,-0.011,0.005,-0.005,0.002,-0.002
2.0999999999999996,2.05,2.15,0.1427,0.0097,-0.0097,0.0042,-0.0042,0.0024,-0.0024
2.2,2.15,2.25,0.1052,0.0087,-0.0087,0.0057,-0.0057,0.0024,-0.0024
2.3,2.25,2.35,0.1198,0.0078,-0.0078,0.0073,-0.0073,0.0034,-0.0034
2.4000000000000004,2.35,2.45,0.0919,0.0077,-0.0077,0.0019,-0.0019,0.0034,-0.0034
2.5,2.45,2.55,0.0979,0.0078,-0.0078,0.0023,-0.0023,0.003,-0.003
2.5999999999999996,2.55,2.65,0.0864,0.0069,-0.0069,0.0016,-0.0016,0.002,-0.002
2.7,2.65,2.75,0.0678,0.0066,-0.0066,0.0027,-0.0027,0.002,-0.002
2.8,2.75,2.85,0.0884,0.0073,-0.0073,0.0024,-0.0024,0.0016,-0.0016
2.9000000000000004,2.85,2.95,0.0621,0.0062,-0.0062,0.0012,-0.0012,0.0015,-0.0015
3.0,2.95,3.05,0.0585,0.0064,-0.0064,0.0034,-0.0034,0.0018,-0.0018
3.0999999999999996,3.05,3.15,0.0592,0.0058,-0.0058,0.0028,-0.0028,0.0021,-0.0021
3.2,3.15,3.25,0.0645,0.0058,-0.0058,0.0013,-0.0013,0.0035,-0.0035
3.3,3.25,3.35,0.0585,0.0054,-0.0054,0.0014,-0.0014,0.003,-0.003
