#: table_doi: 10.17182/hepdata.90831.v1/t253
#: name: table no 253
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,low thrust(T<0.75),toward region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_253.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.02,0.034,-0.034,0.036,-0.036,0.018,-0.018
0.095,0.05,0.14,0.065,0.046,-0.046,0.042,-0.042,0.027,-0.027
0.19,0.14,0.24,0.15,0.08,-0.08,0.09,-0.09,0.03,-0.03
0.28500000000000003,0.24,0.33,0.079,0.075,-0.075,0.145,-0.145,0.036,-0.036
0.38,0.33,0.43,0.08,0.051,-0.051,0.058,-0.058,0.061,-0.061
0.48,0.43,0.53,0.29,0.11,-0.11,0.35,-0.35,0.09,-0.09
0.575,0.53,0.62,0.313,0.094,-0.094,0.134,-0.134,0.104,-0.104
0.6699999999999999,0.62,0.72,0.52,0.17,-0.17,0.27,-0.27,0.12,-0.12
0.765,0.72,0.81,0.75,0.18,-0.18,0.29,-0.29,0.12,-0.12
0.8600000000000001,0.81,0.91,0.4,0.12,-0.12,0.29,-0.29,0.14,-0.14
0.9550000000000001,0.91,1.0,0.72,0.22,-0.22,0.4,-0.4,0.14,-0.14
1.05,1.0,1.1,0.41,0.14,-0.14,0.3,-0.3,0.2,-0.2
1.145,1.1,1.19,0.49,0.13,-0.13,0.12,-0.12,0.18,-0.18
1.24,1.19,1.29,0.32,0.11,-0.11,0.13,-0.13,0.16,-0.16
1.335,1.29,1.38,0.158,0.069,-0.069,0.264,-0.264,0.152,-0.152
1.43,1.38,1.48,0.57,0.19,-0.19,0.45,-0.45,0.27,-0.27
1.53,1.48,1.58,0.261,0.091,-0.091,0.2,-0.2,0.399,-0.399
1.625,1.58,1.67,1.25,0.27,-0.27,0.27,-0.27,0.36,-0.36
1.72,1.67,1.77,0.155,0.077,-0.077,0.317,-0.317,0.318,-0.318
1.815,1.77,1.86,0.62,0.18,-0.18,0.05,-0.05,0.21,-0.21
1.9100000000000001,1.86,1.96,0.23,0.12,-0.12,0.04,-0.04,0.22,-0.22
2.005,1.96,2.05,0.32,0.12,-0.12,0.07,-0.07,0.14,-0.14
2.0999999999999996,2.05,2.15,0.095,0.052,-0.052,0.076,-0.076,0.122,-0.122
2.1950000000000003,2.15,2.24,0.068,0.038,-0.038,0.164,-0.164,0.097,-0.097
2.29,2.24,2.34,0.145,0.075,-0.075,0.074,-0.074,0.08,-0.08
2.3899999999999997,2.34,2.44,0.02,0.02,-0.02,0.09,-0.09,0.22,-0.22
2.485,2.44,2.53,0.68,0.21,-0.21,0.02,-0.02,0.26,-0.26
2.58,2.53,2.63,0.113,0.084,-0.084,0.021,-0.021,0.295,-0.295
2.7249999999999996,2.63,2.82,0.112,0.073,-0.073,0.172,-0.172,0.117,-0.117
2.915,2.82,3.01,0.217,0.075,-0.075,0.003,-0.003,0.124,-0.124
3.105,3.01,3.2,0.069,0.044,-0.044,0.004,-0.004,0.122,-0.122
3.295,3.2,3.39,0.03,0.03,-0.03,0,0,0.07,-0.07
3.4850000000000003,3.39,3.58,0.0031,0.0078,-0.0078,0.0024,-0.0024,0.0721,-0.0721
3.725,3.58,3.87,0.059,0.029,-0.029,0.001,-0.001,0.042,-0.042
4.105,3.87,4.34,0.0134,0.0097,-0.0097,0.0052,-0.0052,0.0222,-0.0222

