#: table_doi: 10.17182/hepdata.90831.v1/t119
#: name: table no 119
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,away region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_119.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0511,0.0018,-0.0018,0.0033,-0.0033,0.0048,-0.0048
0.095,0.05,0.14,0.1,0.002,-0.002,0.003,-0.003,0.006,-0.006
0.19,0.14,0.24,0.1704,0.0026,-0.0026,0.0038,-0.0038,0.0081,-0.0081
0.28500000000000003,0.24,0.33,0.2491,0.0026,-0.0026,0.0041,-0.0041,0.0109,-0.0109
0.38,0.33,0.43,0.3403,0.0028,-0.0028,0.0048,-0.0048,0.0136,-0.0136
0.48,0.43,0.53,0.426,0.003,-0.003,0.006,-0.006,0.015,-0.015
0.575,0.53,0.62,0.4918,0.0031,-0.0031,0.0065,-0.0065,0.0157,-0.0157
0.6699999999999999,0.62,0.72,0.538,0.003,-0.003,0.007,-0.007,0.015,-0.015
0.765,0.72,0.81,0.575,0.003,-0.003,0.008,-0.008,0.014,-0.014
0.8600000000000001,0.81,0.91,0.59,0.003,-0.003,0.008,-0.008,0.012,-0.012
0.9550000000000001,0.91,1.0,0.5954,0.0032,-0.0032,0.0085,-0.0085,0.0101,-0.0101
1.05,1.0,1.1,0.584,0.003,-0.003,0.008,-0.008,0.007,-0.007
1.145,1.1,1.19,0.5719,0.0029,-0.0029,0.008,-0.008,0.0049,-0.0049
1.24,1.19,1.29,0.5412,0.0027,-0.0027,0.0074,-0.0074,0.0032,-0.0032
1.335,1.29,1.38,0.5157,0.0027,-0.0027,0.0068,-0.0068,0.0026,-0.0026
1.43,1.38,1.48,0.4788,0.0025,-0.0025,0.0063,-0.0063,0.0034,-0.0034
1.53,1.48,1.58,0.442,0.0024,-0.0024,0.0058,-0.0058,0.0047,-0.0047
1.625,1.58,1.67,0.3972,0.0022,-0.0022,0.0053,-0.0053,0.0061,-0.0061
1.72,1.67,1.77,0.361,0.0021,-0.0021,0.0049,-0.0049,0.0069,-0.0069
1.815,1.77,1.86,0.326,0.002,-0.002,0.005,-0.005,0.007,-0.007
1.9100000000000001,1.86,1.96,0.2942,0.0019,-0.0019,0.0042,-0.0042,0.0078,-0.0078
2.005,1.96,2.05,0.2569,0.0018,-0.0018,0.0039,-0.0039,0.008,-0.008
2.0999999999999996,2.05,2.15,0.2267,0.0017,-0.0017,0.0035,-0.0035,0.0081,-0.0081
2.1950000000000003,2.15,2.24,0.1993,0.0016,-0.0016,0.0033,-0.0033,0.0079,-0.0079
2.29,2.24,2.34,0.1712,0.0015,-0.0015,0.003,-0.003,0.0074,-0.0074
2.3899999999999997,2.34,2.44,0.1503,0.0014,-0.0014,0.0028,-0.0028,0.0069,-0.0069
2.485,2.44,2.53,0.131,0.0013,-0.0013,0.0028,-0.0028,0.0071,-0.0071
2.58,2.53,2.63,0.1108,0.0012,-0.0012,0.0027,-0.0027,0.0079,-0.0079
2.7249999999999996,2.63,2.82,0.0889,0.0011,-0.0011,0.0016,-0.0016,0.0045,-0.0045
2.915,2.82,3.01,0.06316,0.00086,-0.00086,0.00117,-0.00117,0.0044,-0.0044
3.105,3.01,3.2,0.04489,0.00075,-0.00075,0.0009,-0.0009,0.00388,-0.00388
3.295,3.2,3.39,0.03052,0.00063,-0.00063,0.00065,-0.00065,0.00312,-0.00312
3.4850000000000003,3.39,3.58,0.02097,0.00048,-0.00048,0.00064,-0.00064,0.00257,-0.00257
3.725,3.58,3.87,0.013,0.0004,-0.0004,0.0004,-0.0004,0.0015,-0.0015
4.105,3.87,4.34,0.00649,0.00026,-0.00026,0.00027,-0.00027,0.00071,-0.00071

