#: table_doi: 10.17182/hepdata.90831.v1/t420
#: name: table no 420
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),transverse region,$120GeV<p_{T}^{Z}<200GeV$

#: data_file: table_no_420.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.072,0.012,-0.012,0.012,-0.012,0.006,-0.006
0.095,0.05,0.14,0.212,0.019,-0.019,0.008,-0.008,0.007,-0.007
0.19,0.14,0.24,0.283,0.019,-0.019,0.01,-0.01,0.011,-0.011
0.28500000000000003,0.24,0.33,0.35,0.019,-0.019,0.01,-0.01,0.02,-0.02
0.38,0.33,0.43,0.393,0.017,-0.017,0.009,-0.009,0.022,-0.022
0.48,0.43,0.53,0.468,0.018,-0.018,0.016,-0.016,0.02,-0.02
0.575,0.53,0.62,0.536,0.018,-0.018,0.011,-0.011,0.012,-0.012
0.6699999999999999,0.62,0.72,0.524,0.018,-0.018,0.006,-0.006,0.01,-0.01
0.765,0.72,0.81,0.554,0.017,-0.017,0.011,-0.011,0.01,-0.01
0.8600000000000001,0.81,0.91,0.606,0.019,-0.019,0.012,-0.012,0.013,-0.013
0.9550000000000001,0.91,1.0,0.565,0.018,-0.018,0.007,-0.007,0.013,-0.013
1.05,1.0,1.1,0.538,0.017,-0.017,0.007,-0.007,0.011,-0.011
1.145,1.1,1.19,0.449,0.014,-0.014,0.007,-0.007,0.009,-0.009
1.24,1.19,1.29,0.444,0.016,-0.016,0.006,-0.006,0.01,-0.01
1.335,1.29,1.38,0.415,0.013,-0.013,0.006,-0.006,0.009,-0.009
1.43,1.38,1.48,0.398,0.013,-0.013,0.007,-0.007,0.011,-0.011
1.53,1.48,1.58,0.4,0.014,-0.014,0.008,-0.008,0.01,-0.01
1.625,1.58,1.67,0.387,0.012,-0.012,0.008,-0.008,0.013,-0.013
1.72,1.67,1.77,0.331,0.011,-0.011,0.011,-0.011,0.011,-0.011
1.815,1.77,1.86,0.342,0.013,-0.013,0.007,-0.007,0.012,-0.012
1.9100000000000001,1.86,1.96,0.277,0.012,-0.012,0.004,-0.004,0.012,-0.012
2.005,1.96,2.05,0.2557,0.0098,-0.0098,0.0046,-0.0046,0.0103,-0.0103
2.0999999999999996,2.05,2.15,0.2242,0.0087,-0.0087,0.004,-0.004,0.0106,-0.0106
2.1950000000000003,2.15,2.24,0.1901,0.0097,-0.0097,0.0083,-0.0083,0.0111,-0.0111
2.29,2.24,2.34,0.1531,0.0074,-0.0074,0.0035,-0.0035,0.0124,-0.0124
2.3899999999999997,2.34,2.44,0.1306,0.0073,-0.0073,0.0108,-0.0108,0.01,-0.01
2.485,2.44,2.53,0.1167,0.0061,-0.0061,0.0057,-0.0057,0.0113,-0.0113
2.58,2.53,2.63,0.0875,0.0063,-0.0063,0.0035,-0.0035,0.014,-0.014
2.7249999999999996,2.63,2.82,0.0864,0.0059,-0.0059,0.0031,-0.0031,0.0074,-0.0074
2.915,2.82,3.01,0.06,0.005,-0.005,0.003,-0.003,0.007,-0.007
3.105,3.01,3.2,0.0679,0.0055,-0.0055,0.0018,-0.0018,0.0047,-0.0047
3.295,3.2,3.39,0.0462,0.0044,-0.0044,0.0044,-0.0044,0.0041,-0.0041
3.4850000000000003,3.39,3.58,0.0296,0.0029,-0.0029,0.0008,-0.0008,0.0041,-0.0041
3.725,3.58,3.87,0.0206,0.0028,-0.0028,0.0004,-0.0004,0.0035,-0.0035
4.105,3.87,4.34,0.0135,0.0021,-0.0021,0.0014,-0.0014,0.0022,-0.0022

