#: table_doi: 10.17182/hepdata.90831.v1/t394
#: name: table no 394
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{T}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,high thrust (0.75=<T),transmax region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_394.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.7288,0.0063,-0.0063,0.0349,-0.0349,0.0048,-0.0048
0.6000000000000001,0.55,0.65,1.2876,0.0087,-0.0087,0.0432,-0.0432,0.0041,-0.0041
0.7,0.65,0.75,1.03,0.008,-0.008,0.023,-0.023,0.005,-0.005
0.8,0.75,0.85,0.8801,0.0073,-0.0073,0.0134,-0.0134,0.0036,-0.0036
0.8999999999999999,0.85,0.95,0.7212,0.0072,-0.0072,0.0118,-0.0118,0.0042,-0.0042
1.0,0.95,1.05,0.61,0.007,-0.007,0.006,-0.006,0.004,-0.004
1.1,1.05,1.15,0.5215,0.0063,-0.0063,0.0047,-0.0047,0.0029,-0.0029
1.2,1.15,1.25,0.4485,0.0062,-0.0062,0.0035,-0.0035,0.0019,-0.0019
1.3,1.25,1.35,0.3656,0.0061,-0.0061,0.0028,-0.0028,0.0019,-0.0019
1.4,1.35,1.45,0.3279,0.0056,-0.0056,0.006,-0.006,0.0018,-0.0018
1.5,1.45,1.55,0.2853,0.0058,-0.0058,0.006,-0.006,0.0017,-0.0017
1.6,1.55,1.65,0.2407,0.0053,-0.0053,0.0048,-0.0048,0.002,-0.002
1.7,1.65,1.75,0.2238,0.0051,-0.0051,0.0072,-0.0072,0.0021,-0.0021
1.8,1.75,1.85,0.1827,0.0043,-0.0043,0.0051,-0.0051,0.0023,-0.0023
1.9,1.85,1.95,0.1641,0.0042,-0.0042,0.007,-0.007,0.0022,-0.0022
2.0,1.95,2.05,0.1486,0.0041,-0.0041,0.0029,-0.0029,0.0021,-0.0021
