#: table_doi: 10.17182/hepdata.90831.v1/t213
#: name: table no 213
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),toward region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_213.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.78,0.041,-0.041,0.021,-0.021,0.015,-0.015
0.6000000000000001,0.55,0.65,1.286,0.054,-0.054,0.105,-0.105,0.016,-0.016
0.7,0.65,0.75,1.238,0.054,-0.054,0.039,-0.039,0.019,-0.019
0.8,0.75,0.85,0.94,0.05,-0.05,0.05,-0.05,0.02,-0.02
0.8999999999999999,0.85,0.95,0.652,0.041,-0.041,0.036,-0.036,0.025,-0.025
1.0,0.95,1.05,0.8,0.042,-0.042,0.018,-0.018,0.018,-0.018
1.1,1.05,1.15,0.453,0.036,-0.036,0.033,-0.033,0.018,-0.018
1.2,1.15,1.25,0.479,0.035,-0.035,0.032,-0.032,0.016,-0.016
1.3,1.25,1.35,0.438,0.038,-0.038,0.041,-0.041,0.022,-0.022
1.4,1.35,1.45,0.375,0.033,-0.033,0.012,-0.012,0.023,-0.023
1.5,1.45,1.55,0.205,0.031,-0.031,0.033,-0.033,0.017,-0.017
1.6,1.55,1.65,0.234,0.028,-0.028,0.016,-0.016,0.01,-0.01
1.7,1.65,1.75,0.149,0.021,-0.021,0.004,-0.004,0.01,-0.01
1.8,1.75,1.85,0.206,0.027,-0.027,0.041,-0.041,0.013,-0.013
1.9,1.85,1.95,0.123,0.023,-0.023,0.02,-0.02,0.015,-0.015
2.0,1.95,2.05,0.14,0.023,-0.023,0.004,-0.004,0.014,-0.014
2.0999999999999996,2.05,2.15,0.089,0.019,-0.019,0.014,-0.014,0.015,-0.015
2.2,2.15,2.25,0.158,0.026,-0.026,0.009,-0.009,0.014,-0.014
2.3,2.25,2.35,0.096,0.017,-0.017,0.004,-0.004,0.012,-0.012
2.4000000000000004,2.35,2.45,0.093,0.017,-0.017,0.002,-0.002,0.012,-0.012
2.5,2.45,2.55,0.077,0.017,-0.017,0.025,-0.025,0.012,-0.012
2.5999999999999996,2.55,2.65,0.097,0.017,-0.017,0.004,-0.004,0.012,-0.012
2.7,2.65,2.75,0.0273,0.0093,-0.0093,0.0156,-0.0156,0.0069,-0.0069
2.8,2.75,2.85,0.016,0.007,-0.007,0.007,-0.007,0.007,-0.007
2.9000000000000004,2.85,2.95,0.1,0.02,-0.02,0.01,-0.01,0.01,-0.01
3.0,2.95,3.05,0.059,0.016,-0.016,0.004,-0.004,0.011,-0.011
3.0999999999999996,3.05,3.15,0.07,0.017,-0.017,0.005,-0.005,0.011,-0.011
3.2,3.15,3.25,0.03,0.01,-0.01,0.01,-0.01,0.01,-0.01
3.3,3.25,3.35,0.041,0.011,-0.011,0.007,-0.007,0.011,-0.011
3.4000000000000004,3.35,3.45,0.0345,0.0082,-0.0082,0.0022,-0.0022,0.0095,-0.0095
3.5,3.45,3.55,0.0203,0.0085,-0.0085,0.011,-0.011,0.0127,-0.0127
3.5999999999999996,3.55,3.65,0.067,0.017,-0.017,0.008,-0.008,0.015,-0.015
3.7,3.65,3.75,0.03,0.01,-0.01,0,0,0.02,-0.02
3.8,3.75,3.85,0.0188,0.0059,-0.0059,0.0055,-0.0055,0.0129,-0.0129
3.9000000000000004,3.85,3.95,0.0193,0.0073,-0.0073,0.0079,-0.0079,0.0096,-0.0096
4.0,3.95,4.05,0.0083,0.0061,-0.0061,0.0022,-0.0022,0.0135,-0.0135
4.1,4.05,4.15,0.022,0.013,-0.013,0.005,-0.005,0.012,-0.012
4.2,4.15,4.25,0.0173,0.0055,-0.0055,0.0005,-0.0005,0.0131,-0.0131
4.3,4.25,4.35,0.016,0.007,-0.007,0.003,-0.003,0.006,-0.006
4.4,4.35,4.45,0.0063,0.0048,-0.0048,0.0021,-0.0021,0.0085,-0.0085
4.5,4.45,4.55,0.01,0.01,-0.01,0,0,0.01,-0.01
4.6,4.55,4.65,0.0118,0.0044,-0.0044,0.0003,-0.0003,0.0064,-0.0064
4.7,4.65,4.75,0.0096,0.0052,-0.0052,0.002,-0.002,0.0021,-0.0021
4.8,4.75,4.85,0.0005,0.0017,-0.0017,0.0005,-0.0005,0.0057,-0.0057
4.9,4.85,4.95,0.042,0.011,-0.011,0.002,-0.002,0.005,-0.005
5.0,4.95,5.05,0,0,0,0.000189,-0.000189,0.00788,-0.00788
5.1,5.05,5.15,0.0095,0.0085,-0.0085,0.001,-0.001,0.0061,-0.0061
5.2,5.15,5.25,0.0176,0.0064,-0.0064,0.0004,-0.0004,0.0109,-0.0109
5.3,5.25,5.35,0.0133,0.0067,-0.0067,0.0002,-0.0002,0.01,-0.01
5.4,5.35,5.45,0.004,0.004,-0.004,0.001,-0.001,0.01,-0.01

