#: table_doi: 10.17182/hepdata.90831.v1/t211
#: name: table no 211
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),toward region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_211.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.817,0.011,-0.011,0.017,-0.017,0.009,-0.009
0.6000000000000001,0.55,0.65,1.471,0.014,-0.014,0.012,-0.012,0.009,-0.009
0.7,0.65,0.75,1.183,0.013,-0.013,0.012,-0.012,0.01,-0.01
0.8,0.75,0.85,0.962,0.012,-0.012,0.026,-0.026,0.008,-0.008
0.8999999999999999,0.85,0.95,0.806,0.011,-0.011,0.016,-0.016,0.008,-0.008
1.0,0.95,1.05,0.689,0.011,-0.011,0.017,-0.017,0.007,-0.007
1.1,1.05,1.15,0.56,0.01,-0.01,0.02,-0.02,0.01,-0.01
1.2,1.15,1.25,0.4455,0.0092,-0.0092,0.0039,-0.0039,0.0057,-0.0057
1.3,1.25,1.35,0.4051,0.0091,-0.0091,0.0058,-0.0058,0.0042,-0.0042
1.4,1.35,1.45,0.3264,0.0085,-0.0085,0.0032,-0.0032,0.0036,-0.0036
1.5,1.45,1.55,0.2804,0.0077,-0.0077,0.0029,-0.0029,0.0026,-0.0026
1.6,1.55,1.65,0.262,0.0078,-0.0078,0.0102,-0.0102,0.0035,-0.0035
1.7,1.65,1.75,0.1842,0.0064,-0.0064,0.0038,-0.0038,0.0056,-0.0056
1.8,1.75,1.85,0.2097,0.0071,-0.0071,0.0107,-0.0107,0.0057,-0.0057
1.9,1.85,1.95,0.1632,0.0065,-0.0065,0.0067,-0.0067,0.0045,-0.0045
2.0,1.95,2.05,0.1244,0.0056,-0.0056,0.0086,-0.0086,0.0028,-0.0028
2.0999999999999996,2.05,2.15,0.1246,0.0055,-0.0055,0.0034,-0.0034,0.0026,-0.0026
2.2,2.15,2.25,0.1035,0.0051,-0.0051,0.0015,-0.0015,0.0023,-0.0023
2.3,2.25,2.35,0.0813,0.0045,-0.0045,0.0054,-0.0054,0.002,-0.002
2.4000000000000004,2.35,2.45,0.0773,0.0046,-0.0046,0.0015,-0.0015,0.0017,-0.0017
2.5,2.45,2.55,0.0714,0.0039,-0.0039,0.0022,-0.0022,0.0017,-0.0017
2.5999999999999996,2.55,2.65,0.0605,0.0038,-0.0038,0.007,-0.007,0.0017,-0.0017
2.7,2.65,2.75,0.0519,0.0034,-0.0034,0.0006,-0.0006,0.0019,-0.0019
2.8,2.75,2.85,0.0494,0.0033,-0.0033,0.0053,-0.0053,0.0017,-0.0017
2.9000000000000004,2.85,2.95,0.042,0.0029,-0.0029,0.0023,-0.0023,0.0018,-0.0018
3.0,2.95,3.05,0.0378,0.0029,-0.0029,0.0029,-0.0029,0.0013,-0.0013
3.0999999999999996,3.05,3.15,0.0294,0.0024,-0.0024,0.0015,-0.0015,0.0011,-0.0011
3.2,3.15,3.25,0.0336,0.0025,-0.0025,0.0019,-0.0019,0.0011,-0.0011
3.3,3.25,3.35,0.0237,0.0021,-0.0021,0.0022,-0.0022,0.0011,-0.0011
3.4000000000000004,3.35,3.45,0.022,0.0021,-0.0021,0.0025,-0.0025,0.0012,-0.0012
3.5,3.45,3.55,0.02,0.0018,-0.0018,0.0007,-0.0007,0.001,-0.001
3.5999999999999996,3.55,3.65,0.02,0.002,-0.002,0,0,0.001,-0.001
3.7,3.65,3.75,0.0146,0.0016,-0.0016,0.001,-0.001,0.001,-0.001
3.8,3.75,3.85,0.0209,0.0025,-0.0025,0.0015,-0.0015,0.0011,-0.0011
3.9000000000000004,3.85,3.95,0.0176,0.0017,-0.0017,0.0002,-0.0002,0.0008,-0.0008
4.0,3.95,4.05,0.0105,0.0012,-0.0012,0.0005,-0.0005,0.0008,-0.0008
4.1,4.05,4.15,0.012,0.0015,-0.0015,0.0024,-0.0024,0.0009,-0.0009
4.2,4.15,4.25,0.0119,0.0011,-0.0011,0.0016,-0.0016,0.001,-0.001
4.3,4.25,4.35,0.0117,0.0014,-0.0014,0.0003,-0.0003,0.0009,-0.0009
4.4,4.35,4.45,0.00775,0.00094,-0.00094,0.00092,-0.00092,0.00096,-0.00096
4.5,4.45,4.55,0.0092,0.0012,-0.0012,0.0005,-0.0005,0.0008,-0.0008
4.6,4.55,4.65,0.0089,0.0009,-0.0009,0.0006,-0.0006,0.0009,-0.0009
4.7,4.65,4.75,0.0073,0.0011,-0.0011,0.0004,-0.0004,0.0008,-0.0008
4.8,4.75,4.85,0.00447,0.00084,-0.00084,0.00015,-0.00015,0.0009,-0.0009
4.9,4.85,4.95,0.0078,0.0011,-0.0011,0.0003,-0.0003,0.0011,-0.0011
5.0,4.95,5.05,0.0072,0.0013,-0.0013,0.0002,-0.0002,0.001,-0.001
5.1,5.05,5.15,0.00392,0.00067,-0.00067,7e-05,-7e-05,0.00101,-0.00101
5.2,5.15,5.25,0.00431,0.00066,-0.00066,0.00061,-0.00061,0.00074,-0.00074
5.3,5.25,5.35,0.00412,0.00083,-0.00083,0.00022,-0.00022,0.001,-0.001
5.4,5.35,5.45,0.00374,0.00062,-0.00062,0.00017,-0.00017,0.00105,-0.00105

