#: table_doi: 10.17182/hepdata.90831.v1/t71
#: name: table no 71
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,transmax region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_71.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.8183,0.0019,-0.0019,0.0195,-0.0195,0.0048,-0.0048
0.6000000000000001,0.55,0.65,1.4165,0.0025,-0.0025,0.0201,-0.0201,0.0043,-0.0043
0.7,0.65,0.75,1.1631,0.0023,-0.0023,0.0159,-0.0159,0.003,-0.003
0.8,0.75,0.85,0.9597,0.0023,-0.0023,0.0116,-0.0116,0.002,-0.002
0.8999999999999999,0.85,0.95,0.8039,0.0021,-0.0021,0.008,-0.008,0.0013,-0.0013
1.0,0.95,1.05,0.671,0.002,-0.002,0.006,-0.006,0.001,-0.001
1.1,1.05,1.15,0.5604,0.0019,-0.0019,0.0045,-0.0045,0.0012,-0.0012
1.2,1.15,1.25,0.4734,0.0017,-0.0017,0.0039,-0.0039,0.0012,-0.0012
1.3,1.25,1.35,0.401,0.0018,-0.0018,0.0036,-0.0036,0.0011,-0.0011
1.4,1.35,1.45,0.3443,0.0016,-0.0016,0.0035,-0.0035,0.0011,-0.0011
1.5,1.45,1.55,0.2885,0.0015,-0.0015,0.0035,-0.0035,0.001,-0.001
1.6,1.55,1.65,0.2496,0.0014,-0.0014,0.0035,-0.0035,0.001,-0.001
1.7,1.65,1.75,0.2148,0.0013,-0.0013,0.0034,-0.0034,0.0009,-0.0009
1.8,1.75,1.85,0.1851,0.0013,-0.0013,0.0033,-0.0033,0.0009,-0.0009
1.9,1.85,1.95,0.1609,0.0012,-0.0012,0.0032,-0.0032,0.0007,-0.0007
2.0,1.95,2.05,0.1372,0.0011,-0.0011,0.003,-0.003,0.0007,-0.0007
2.0999999999999996,2.05,2.15,0.1196,0.0011,-0.0011,0.0029,-0.0029,0.0005,-0.0005
2.2,2.15,2.25,0.10623,0.00091,-0.00091,0.00271,-0.00271,0.00049,-0.00049
2.3,2.25,2.35,0.0915,0.0009,-0.0009,0.0025,-0.0025,0.0005,-0.0005
2.4000000000000004,2.35,2.45,0.08177,0.00083,-0.00083,0.00239,-0.00239,0.00044,-0.00044
2.5,2.45,2.55,0.07079,0.00079,-0.00079,0.00219,-0.00219,0.00041,-0.00041
2.5999999999999996,2.55,2.65,0.06247,0.00077,-0.00077,0.00204,-0.00204,0.0004,-0.0004
2.7,2.65,2.75,0.05549,0.00069,-0.00069,0.00187,-0.00187,0.00046,-0.00046
2.8,2.75,2.85,0.04841,0.00064,-0.00064,0.00178,-0.00178,0.00054,-0.00054
2.9000000000000004,2.85,2.95,0.04428,0.00062,-0.00062,0.00164,-0.00164,0.00056,-0.00056
3.0,2.95,3.05,0.03886,0.00054,-0.00054,0.00154,-0.00154,0.00048,-0.00048
3.0999999999999996,3.05,3.15,0.03508,0.00052,-0.00052,0.00141,-0.00141,0.00034,-0.00034
3.2,3.15,3.25,0.03132,0.00048,-0.00048,0.00132,-0.00132,0.00026,-0.00026
3.3,3.25,3.35,0.02707,0.00043,-0.00043,0.00121,-0.00121,0.00022,-0.00022
3.4000000000000004,3.35,3.45,0.02588,0.00047,-0.00047,0.00113,-0.00113,0.0002,-0.0002
3.5,3.45,3.55,0.02253,0.00039,-0.00039,0.00103,-0.00103,0.00019,-0.00019
3.5999999999999996,3.55,3.65,0.02041,0.00036,-0.00036,0.00094,-0.00094,0.00017,-0.00017
3.7,3.65,3.75,0.01865,0.00034,-0.00034,0.00087,-0.00087,0.00017,-0.00017
3.8,3.75,3.85,0.01728,0.00034,-0.00034,0.00082,-0.00082,0.00017,-0.00017
3.9000000000000004,3.85,3.95,0.01574,0.00031,-0.00031,0.00078,-0.00078,0.00018,-0.00018
4.0,3.95,4.05,0.01389,0.00029,-0.00029,0.00071,-0.00071,0.00018,-0.00018
4.1,4.05,4.15,0.01271,0.00027,-0.00027,0.00064,-0.00064,0.00018,-0.00018
4.2,4.15,4.25,0.01186,0.00026,-0.00026,0.00059,-0.00059,0.00017,-0.00017
4.3,4.25,4.35,0.01112,0.00028,-0.00028,0.00057,-0.00057,0.00015,-0.00015
4.4,4.35,4.45,0.00988,0.00023,-0.00023,0.00055,-0.00055,0.00013,-0.00013
4.5,4.45,4.55,0.00905,0.00022,-0.00022,0.00051,-0.00051,0.00012,-0.00012
4.6,4.55,4.65,0.00813,0.00021,-0.00021,0.00046,-0.00046,0.00011,-0.00011
4.7,4.65,4.75,0.0078,0.00022,-0.00022,0.00043,-0.00043,0.00012,-0.00012
4.8,4.75,4.85,0.00732,0.00018,-0.00018,0.0004,-0.0004,0.00012,-0.00012
4.9,4.85,4.95,0.00646,0.00018,-0.00018,0.00038,-0.00038,0.00012,-0.00012
5.0,4.95,5.05,0.00615,0.00018,-0.00018,0.00035,-0.00035,0.00011,-0.00011
5.1,5.05,5.15,0.00573,0.00018,-0.00018,0.00035,-0.00035,0.0001,-0.0001
5.2,5.15,5.25,0.00523,0.00016,-0.00016,0.00032,-0.00032,0.0001,-0.0001
5.3,5.25,5.35,0.00491,0.00016,-0.00016,0.0003,-0.0003,0.0001,-0.0001
5.4,5.35,5.45,0.00452,0.00015,-0.00015,0.00027,-0.00027,0.0001,-0.0001

