#: table_doi: 10.17182/hepdata.90831.v1/t90
#: name: table no 90
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,toward region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_90.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.186,0.0094,-0.0094,0.0197,-0.0197,0.0132,-0.0132
0.095,0.05,0.14,0.304,0.013,-0.013,0.019,-0.019,0.014,-0.014
0.19,0.14,0.24,0.376,0.012,-0.012,0.016,-0.016,0.014,-0.014
0.28500000000000003,0.24,0.33,0.458,0.012,-0.012,0.014,-0.014,0.014,-0.014
0.38,0.33,0.43,0.501,0.011,-0.011,0.013,-0.013,0.013,-0.013
0.48,0.43,0.53,0.537,0.011,-0.011,0.012,-0.012,0.012,-0.012
0.575,0.53,0.62,0.552,0.011,-0.011,0.011,-0.011,0.011,-0.011
0.6699999999999999,0.62,0.72,0.545,0.011,-0.011,0.011,-0.011,0.011,-0.011
0.765,0.72,0.81,0.56,0.01,-0.01,0.01,-0.01,0.01,-0.01
0.8600000000000001,0.81,0.91,0.5649,0.0094,-0.0094,0.0111,-0.0111,0.0097,-0.0097
0.9550000000000001,0.91,1.0,0.5602,0.0096,-0.0096,0.0108,-0.0108,0.0077,-0.0077
1.05,1.0,1.1,0.5253,0.0094,-0.0094,0.0105,-0.0105,0.0064,-0.0064
1.145,1.1,1.19,0.4969,0.0087,-0.0087,0.01,-0.01,0.0057,-0.0057
1.24,1.19,1.29,0.4759,0.0081,-0.0081,0.0096,-0.0096,0.0049,-0.0049
1.335,1.29,1.38,0.4383,0.0079,-0.0079,0.0085,-0.0085,0.0043,-0.0043
1.43,1.38,1.48,0.3965,0.0071,-0.0071,0.008,-0.008,0.0045,-0.0045
1.53,1.48,1.58,0.3638,0.0068,-0.0068,0.0072,-0.0072,0.0054,-0.0054
1.625,1.58,1.67,0.3251,0.0069,-0.0069,0.0069,-0.0069,0.0066,-0.0066
1.72,1.67,1.77,0.2915,0.0068,-0.0068,0.0064,-0.0064,0.0073,-0.0073
1.815,1.77,1.86,0.2594,0.0061,-0.0061,0.0061,-0.0061,0.0077,-0.0077
1.9100000000000001,1.86,1.96,0.239,0.0056,-0.0056,0.0059,-0.0059,0.0075,-0.0075
2.005,1.96,2.05,0.2059,0.0051,-0.0051,0.0054,-0.0054,0.0069,-0.0069
2.0999999999999996,2.05,2.15,0.1792,0.0048,-0.0048,0.005,-0.005,0.0063,-0.0063
2.1950000000000003,2.15,2.24,0.1658,0.0046,-0.0046,0.0048,-0.0048,0.0062,-0.0062
2.29,2.24,2.34,0.1401,0.0042,-0.0042,0.0043,-0.0043,0.0063,-0.0063
2.3899999999999997,2.34,2.44,0.1229,0.0041,-0.0041,0.0043,-0.0043,0.0063,-0.0063
2.485,2.44,2.53,0.1022,0.0038,-0.0038,0.0041,-0.0041,0.0064,-0.0064
2.58,2.53,2.63,0.0991,0.0035,-0.0035,0.0044,-0.0044,0.0071,-0.0071
2.7249999999999996,2.63,2.82,0.0763,0.0029,-0.0029,0.0032,-0.0032,0.004,-0.004
2.915,2.82,3.01,0.0515,0.0022,-0.0022,0.0029,-0.0029,0.0044,-0.0044
3.105,3.01,3.2,0.0388,0.0021,-0.0021,0.0025,-0.0025,0.0037,-0.0037
3.295,3.2,3.39,0.0253,0.0014,-0.0014,0.0024,-0.0024,0.0028,-0.0028
3.4850000000000003,3.39,3.58,0.0175,0.0014,-0.0014,0.0021,-0.0021,0.0021,-0.0021
3.725,3.58,3.87,0.0113,0.0011,-0.0011,0.0014,-0.0014,0.0013,-0.0013
4.105,3.87,4.34,0.00656,0.00086,-0.00086,0.00068,-0.00068,0.00072,-0.00072

