#: table_doi: 10.17182/hepdata.90831.v1/t235
#: name: table no 235
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,low thrust(T<0.75),transmax region,$80GeV<p_{T}^{Z}<120GeV$

#: data_file: table_no_235.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.64,0.01,-0.01,0.01,-0.01,0.01,-0.01
0.6000000000000001,0.55,0.65,1.134,0.013,-0.013,0.017,-0.017,0.008,-0.008
0.7,0.65,0.75,0.968,0.013,-0.013,0.023,-0.023,0.007,-0.007
0.8,0.75,0.85,0.788,0.012,-0.012,0.013,-0.013,0.006,-0.006
0.8999999999999999,0.85,0.95,0.701,0.011,-0.011,0.009,-0.009,0.005,-0.005
1.0,0.95,1.05,0.634,0.012,-0.012,0.015,-0.015,0.005,-0.005
1.1,1.05,1.15,0.502,0.011,-0.011,0.011,-0.011,0.005,-0.005
1.2,1.15,1.25,0.462,0.011,-0.011,0.009,-0.009,0.005,-0.005
1.3,1.25,1.35,0.37,0.01,-0.01,0.01,-0.01,0,0
1.4,1.35,1.45,0.3382,0.0092,-0.0092,0.015,-0.015,0.0035,-0.0035
1.5,1.45,1.55,0.323,0.0099,-0.0099,0.0073,-0.0073,0.0037,-0.0037
1.6,1.55,1.65,0.2625,0.0094,-0.0094,0.0032,-0.0032,0.0034,-0.0034
1.7,1.65,1.75,0.2473,0.0082,-0.0082,0.0032,-0.0032,0.0031,-0.0031
1.8,1.75,1.85,0.1848,0.0081,-0.0081,0.0096,-0.0096,0.0031,-0.0031
1.9,1.85,1.95,0.1803,0.0077,-0.0077,0.0055,-0.0055,0.0027,-0.0027
2.0,1.95,2.05,0.1784,0.0075,-0.0075,0.0124,-0.0124,0.0029,-0.0029
2.0999999999999996,2.05,2.15,0.1408,0.0064,-0.0064,0.0019,-0.0019,0.0022,-0.0022
2.2,2.15,2.25,0.1254,0.0061,-0.0061,0.0062,-0.0062,0.002,-0.002
2.3,2.25,2.35,0.112,0.006,-0.006,0.006,-0.006,0.002,-0.002
2.4000000000000004,2.35,2.45,0.1197,0.0062,-0.0062,0.0074,-0.0074,0.0019,-0.0019
2.5,2.45,2.55,0.0985,0.0055,-0.0055,0.002,-0.002,0.003,-0.003
2.5999999999999996,2.55,2.65,0.084,0.005,-0.005,0.001,-0.001,0.003,-0.003
2.7,2.65,2.75,0.0874,0.0052,-0.0052,0.009,-0.009,0.0033,-0.0033
2.8,2.75,2.85,0.071,0.0042,-0.0042,0.0063,-0.0063,0.0023,-0.0023
2.9000000000000004,2.85,2.95,0.0636,0.0041,-0.0041,0.0024,-0.0024,0.0022,-0.0022
3.0,2.95,3.05,0.0597,0.0037,-0.0037,0.0011,-0.0011,0.0029,-0.0029
3.0999999999999996,3.05,3.15,0.0632,0.0041,-0.0041,0.0031,-0.0031,0.0025,-0.0025
3.2,3.15,3.25,0.0495,0.0035,-0.0035,0.0042,-0.0042,0.0022,-0.0022
3.3,3.25,3.35,0.048,0.0036,-0.0036,0.0012,-0.0012,0.0017,-0.0017
3.4000000000000004,3.35,3.45,0.0433,0.0036,-0.0036,0.0016,-0.0016,0.0016,-0.0016
3.5,3.45,3.55,0.0462,0.0035,-0.0035,0.0038,-0.0038,0.0017,-0.0017
