#: table_doi: 10.17182/hepdata.90831.v1/t120
#: name: table no 120
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,away region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_120.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.0234,0.0012,-0.0012,0.0011,-0.0011,0.0024,-0.0024
0.095,0.05,0.14,0.0475,0.0017,-0.0017,0.0015,-0.0015,0.003,-0.003
0.19,0.14,0.24,0.0746,0.0018,-0.0018,0.0019,-0.0019,0.0044,-0.0044
0.28500000000000003,0.24,0.33,0.1158,0.0023,-0.0023,0.0026,-0.0026,0.0064,-0.0064
0.38,0.33,0.43,0.1678,0.0025,-0.0025,0.0034,-0.0034,0.0088,-0.0088
0.48,0.43,0.53,0.2256,0.0027,-0.0027,0.0044,-0.0044,0.0113,-0.0113
0.575,0.53,0.62,0.2858,0.0026,-0.0026,0.0055,-0.0055,0.0134,-0.0134
0.6699999999999999,0.62,0.72,0.3521,0.0029,-0.0029,0.0067,-0.0067,0.0145,-0.0145
0.765,0.72,0.81,0.4161,0.0033,-0.0033,0.0079,-0.0079,0.0145,-0.0145
0.8600000000000001,0.81,0.91,0.4632,0.0032,-0.0032,0.0088,-0.0088,0.0137,-0.0137
0.9550000000000001,0.91,1.0,0.5145,0.0032,-0.0032,0.0098,-0.0098,0.0125,-0.0125
1.05,1.0,1.1,0.5348,0.0032,-0.0032,0.0101,-0.0101,0.0113,-0.0113
1.145,1.1,1.19,0.5402,0.0033,-0.0033,0.0102,-0.0102,0.0099,-0.0099
1.24,1.19,1.29,0.5455,0.0032,-0.0032,0.0103,-0.0103,0.0084,-0.0084
1.335,1.29,1.38,0.5389,0.0031,-0.0031,0.0102,-0.0102,0.0064,-0.0064
1.43,1.38,1.48,0.5321,0.0031,-0.0031,0.01,-0.01,0.0044,-0.0044
1.53,1.48,1.58,0.5157,0.0031,-0.0031,0.0097,-0.0097,0.0032,-0.0032
1.625,1.58,1.67,0.4842,0.0029,-0.0029,0.0092,-0.0092,0.0029,-0.0029
1.72,1.67,1.77,0.4568,0.0028,-0.0028,0.0086,-0.0086,0.0034,-0.0034
1.815,1.77,1.86,0.42,0.0026,-0.0026,0.008,-0.008,0.0044,-0.0044
1.9100000000000001,1.86,1.96,0.3821,0.0024,-0.0024,0.0072,-0.0072,0.0053,-0.0053
2.005,1.96,2.05,0.3519,0.0023,-0.0023,0.0067,-0.0067,0.0063,-0.0063
2.0999999999999996,2.05,2.15,0.319,0.0022,-0.0022,0.0061,-0.0061,0.0069,-0.0069
2.1950000000000003,2.15,2.24,0.287,0.002,-0.002,0.006,-0.006,0.008,-0.008
2.29,2.24,2.34,0.257,0.002,-0.002,0.005,-0.005,0.008,-0.008
2.3899999999999997,2.34,2.44,0.227,0.0019,-0.0019,0.0045,-0.0045,0.0082,-0.0082
2.485,2.44,2.53,0.2003,0.0017,-0.0017,0.0039,-0.0039,0.0089,-0.0089
2.58,2.53,2.63,0.1745,0.0015,-0.0015,0.0035,-0.0035,0.0103,-0.0103
2.7249999999999996,2.63,2.82,0.1444,0.0015,-0.0015,0.0028,-0.0028,0.006,-0.006
2.915,2.82,3.01,0.1051,0.0013,-0.0013,0.0021,-0.0021,0.0061,-0.0061
3.105,3.01,3.2,0.0765,0.0011,-0.0011,0.0015,-0.0015,0.0055,-0.0055
3.295,3.2,3.39,0.05532,0.00087,-0.00087,0.00117,-0.00117,0.00458,-0.00458
3.4850000000000003,3.39,3.58,0.03924,0.00078,-0.00078,0.00088,-0.00088,0.00396,-0.00396
3.725,3.58,3.87,0.02569,0.00057,-0.00057,0.0006,-0.0006,0.00232,-0.00232
4.105,3.87,4.34,0.01302,0.00042,-0.00042,0.00034,-0.00034,0.00116,-0.00116

