#: table_doi: 10.17182/hepdata.90831.v1/t94
#: name: table no 94
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transverse region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_94.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.2897,0.0032,-0.0032,0.0066,-0.0066,0.0177,-0.0177
0.095,0.05,0.14,0.452,0.0035,-0.0035,0.0063,-0.0063,0.018,-0.018
0.19,0.14,0.24,0.5465,0.0032,-0.0032,0.0056,-0.0056,0.018,-0.018
0.28500000000000003,0.24,0.33,0.605,0.0031,-0.0031,0.0056,-0.0056,0.0174,-0.0174
0.38,0.33,0.43,0.6501,0.0029,-0.0029,0.006,-0.006,0.0155,-0.0155
0.48,0.43,0.53,0.6631,0.0027,-0.0027,0.0062,-0.0062,0.0133,-0.0133
0.575,0.53,0.62,0.6625,0.0025,-0.0025,0.0064,-0.0064,0.0108,-0.0108
0.6699999999999999,0.62,0.72,0.6407,0.0024,-0.0024,0.0064,-0.0064,0.0084,-0.0084
0.765,0.72,0.81,0.6111,0.0023,-0.0023,0.0062,-0.0062,0.0059,-0.0059
0.8600000000000001,0.81,0.91,0.5722,0.0023,-0.0023,0.0059,-0.0059,0.0037,-0.0037
0.9550000000000001,0.91,1.0,0.5373,0.0021,-0.0021,0.0057,-0.0057,0.0024,-0.0024
1.05,1.0,1.1,0.496,0.002,-0.002,0.006,-0.006,0.003,-0.003
1.145,1.1,1.19,0.4534,0.0018,-0.0018,0.0059,-0.0059,0.0035,-0.0035
1.24,1.19,1.29,0.4121,0.0017,-0.0017,0.0057,-0.0057,0.0045,-0.0045
1.335,1.29,1.38,0.3683,0.0016,-0.0016,0.0051,-0.0051,0.0054,-0.0054
1.43,1.38,1.48,0.3289,0.0015,-0.0015,0.0043,-0.0043,0.006,-0.006
1.53,1.48,1.58,0.2929,0.0014,-0.0014,0.0034,-0.0034,0.0066,-0.0066
1.625,1.58,1.67,0.2591,0.0013,-0.0013,0.0027,-0.0027,0.0069,-0.0069
1.72,1.67,1.77,0.2303,0.0013,-0.0013,0.0024,-0.0024,0.0071,-0.0071
1.815,1.77,1.86,0.1986,0.0012,-0.0012,0.0023,-0.0023,0.007,-0.007
1.9100000000000001,1.86,1.96,0.1736,0.0011,-0.0011,0.0026,-0.0026,0.007,-0.007
2.005,1.96,2.05,0.15,0.001,-0.001,0.003,-0.003,0.007,-0.007
2.0999999999999996,2.05,2.15,0.13175,0.00093,-0.00093,0.00331,-0.00331,0.00653,-0.00653
2.1950000000000003,2.15,2.24,0.11241,0.00083,-0.00083,0.0034,-0.0034,0.00606,-0.00606
2.29,2.24,2.34,0.09582,0.00076,-0.00076,0.00332,-0.00332,0.00552,-0.00552
2.3899999999999997,2.34,2.44,0.08271,0.00073,-0.00073,0.003,-0.003,0.00501,-0.00501
2.485,2.44,2.53,0.06991,0.00067,-0.00067,0.00282,-0.00282,0.00495,-0.00495
2.58,2.53,2.63,0.0603,0.00066,-0.00066,0.00252,-0.00252,0.00517,-0.00517
2.7249999999999996,2.63,2.82,0.04876,0.00057,-0.00057,0.00116,-0.00116,0.00284,-0.00284
2.915,2.82,3.01,0.03438,0.00047,-0.00047,0.00087,-0.00087,0.00278,-0.00278
3.105,3.01,3.2,0.02561,0.00039,-0.00039,0.00085,-0.00085,0.00252,-0.00252
3.295,3.2,3.39,0.01667,0.00031,-0.00031,0.00105,-0.00105,0.00208,-0.00208
3.4850000000000003,3.39,3.58,0.01171,0.00029,-0.00029,0.00123,-0.00123,0.00173,-0.00173
3.725,3.58,3.87,0.0076,0.00023,-0.00023,0.00079,-0.00079,0.00094,-0.00094
4.105,3.87,4.34,0.00349,0.00015,-0.00015,0.00036,-0.00036,0.00041,-0.00041

