#: table_doi: 10.17182/hepdata.90831.v1/t103
#: name: table no 103
#: description: Figure 04b,  nTracks transmin_zptregion2, $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transmin region,$10GeV<p_{T}^{Z}<20GeV$

#: data_file: table_no_103.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.1,0.1,0.5695,0.0037,-0.0037,0.0107,-0.0107,0.0193,-0.0193
0.195,0.1,0.29,0.6747,0.0038,-0.0038,0.0085,-0.0085,0.0171,-0.0171
0.385,0.29,0.48,0.6903,0.0033,-0.0033,0.0058,-0.0058,0.0125,-0.0125
0.575,0.48,0.67,0.6424,0.0027,-0.0027,0.005,-0.005,0.0081,-0.0081
0.765,0.67,0.86,0.5657,0.0024,-0.0024,0.0057,-0.0057,0.0052,-0.0052
0.9550000000000001,0.86,1.05,0.4797,0.0023,-0.0023,0.0058,-0.0058,0.0045,-0.0045
1.145,1.05,1.24,0.387,0.002,-0.002,0.005,-0.005,0.005,-0.005
1.335,1.24,1.43,0.3036,0.0016,-0.0016,0.0033,-0.0033,0.006,-0.006
1.525,1.43,1.62,0.2355,0.0014,-0.0014,0.0022,-0.0022,0.0064,-0.0064
1.715,1.62,1.81,0.1763,0.0013,-0.0013,0.0022,-0.0022,0.0063,-0.0063
1.91,1.81,2.01,0.1356,0.0011,-0.0011,0.0025,-0.0025,0.0057,-0.0057
2.105,2.01,2.2,0.10185,0.00095,-0.00095,0.00258,-0.00258,0.00501,-0.00501
2.295,2.2,2.39,0.074,0.0008,-0.0008,0.002,-0.002,0.0043,-0.0043
2.4850000000000003,2.39,2.58,0.05558,0.00069,-0.00069,0.0013,-0.0013,0.00366,-0.00366
2.675,2.58,2.77,0.04144,0.00064,-0.00064,0.0008,-0.0008,0.00305,-0.00305
2.865,2.77,2.96,0.03015,0.00053,-0.00053,0.00072,-0.00072,0.00248,-0.00248
3.0549999999999997,2.96,3.15,0.02086,0.00041,-0.00041,0.00086,-0.00086,0.00197,-0.00197
3.245,3.15,3.34,0.01556,0.00037,-0.00037,0.00103,-0.00103,0.00153,-0.00153
3.4349999999999996,3.34,3.53,0.01104,0.00032,-0.00032,0.00113,-0.00113,0.0012,-0.0012
3.625,3.53,3.72,0.00748,0.00027,-0.00027,0.00118,-0.00118,0.00094,-0.00094
3.8200000000000003,3.72,3.92,0.00568,0.00022,-0.00022,0.00111,-0.00111,0.00075,-0.00075
4.015000000000001,3.92,4.11,0.0036,0.00016,-0.00016,0.00097,-0.00097,0.00061,-0.00061
4.205,4.11,4.3,0.00291,0.00019,-0.00019,0.00069,-0.00069,0.00049,-0.00049

