#: table_doi: 10.17182/hepdata.90831.v1/t406
#: name: table no 406
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),toward region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_406.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.6576,0.0073,-0.0073,0.1063,-0.1063,0.026,-0.026
0.095,0.05,0.14,0.8341,0.0086,-0.0086,0.0648,-0.0648,0.0223,-0.0223
0.19,0.14,0.24,0.86,0.007,-0.007,0.036,-0.036,0.018,-0.018
0.28500000000000003,0.24,0.33,0.8786,0.0063,-0.0063,0.0207,-0.0207,0.0124,-0.0124
0.38,0.33,0.43,0.8423,0.0056,-0.0056,0.0058,-0.0058,0.0095,-0.0095
0.48,0.43,0.53,0.7859,0.0051,-0.0051,0.0062,-0.0062,0.0067,-0.0067
0.575,0.53,0.62,0.7214,0.0046,-0.0046,0.0047,-0.0047,0.0045,-0.0045
0.6699999999999999,0.62,0.72,0.639,0.004,-0.004,0.01,-0.01,0.004,-0.004
0.765,0.72,0.81,0.5789,0.0038,-0.0038,0.01,-0.01,0.0051,-0.0051
0.8600000000000001,0.81,0.91,0.5152,0.0036,-0.0036,0.0193,-0.0193,0.0063,-0.0063
0.9550000000000001,0.91,1.0,0.4671,0.0033,-0.0033,0.0176,-0.0176,0.0053,-0.0053
1.05,1.0,1.1,0.4068,0.0029,-0.0029,0.0161,-0.0161,0.0047,-0.0047
1.145,1.1,1.19,0.3541,0.0027,-0.0027,0.0197,-0.0197,0.0049,-0.0049
1.24,1.19,1.29,0.3094,0.0025,-0.0025,0.0184,-0.0184,0.0058,-0.0058
1.335,1.29,1.38,0.2652,0.0022,-0.0022,0.0131,-0.0131,0.0061,-0.0061
1.43,1.38,1.48,0.218,0.002,-0.002,0.016,-0.016,0.006,-0.006
1.53,1.48,1.58,0.1871,0.0019,-0.0019,0.017,-0.017,0.0056,-0.0056
1.625,1.58,1.67,0.1589,0.0017,-0.0017,0.0128,-0.0128,0.0056,-0.0056
1.72,1.67,1.77,0.1341,0.0015,-0.0015,0.0097,-0.0097,0.0048,-0.0048
1.815,1.77,1.86,0.1118,0.0015,-0.0015,0.0088,-0.0088,0.0047,-0.0047
1.9100000000000001,1.86,1.96,0.1002,0.0014,-0.0014,0.0053,-0.0053,0.0041,-0.0041
2.005,1.96,2.05,0.0797,0.0011,-0.0011,0.0044,-0.0044,0.0038,-0.0038
2.0999999999999996,2.05,2.15,0.069,0.001,-0.001,0.003,-0.003,0.003,-0.003
2.1950000000000003,2.15,2.24,0.05383,0.00092,-0.00092,0.00368,-0.00368,0.00315,-0.00315
2.29,2.24,2.34,0.04545,0.00089,-0.00089,0.00308,-0.00308,0.00283,-0.00283
2.3899999999999997,2.34,2.44,0.03663,0.00076,-0.00076,0.00225,-0.00225,0.00238,-0.00238
2.485,2.44,2.53,0.0297,0.0007,-0.0007,0.003,-0.003,0.002,-0.002
2.58,2.53,2.63,0.02438,0.00067,-0.00067,0.00189,-0.00189,0.00211,-0.00211
2.7249999999999996,2.63,2.82,0.01823,0.00054,-0.00054,0.00176,-0.00176,0.00108,-0.00108
2.915,2.82,3.01,0.01156,0.00039,-0.00039,0.00186,-0.00186,0.00105,-0.00105
3.105,3.01,3.2,0.00829,0.00035,-0.00035,0.00088,-0.00088,0.00077,-0.00077
3.295,3.2,3.39,0.00552,0.00027,-0.00027,0.00093,-0.00093,0.00056,-0.00056
3.4850000000000003,3.39,3.58,0.00329,0.00018,-0.00018,0.00039,-0.00039,0.00045,-0.00045
3.725,3.58,3.87,0.0024,0.0002,-0.0002,0.0002,-0.0002,0.0002,-0.0002
4.105,3.87,4.34,0.00088,9.3e-05,-9.3e-05,6e-05,-6e-05,0.00012,-0.00012

