#: table_doi: 10.17182/hepdata.90831.v1/t98
#: name: table no 98
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,transverse region,$60GeV<p_{T}^{Z}<80GeV$

#: data_file: table_no_98.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.104,0.0073,-0.0073,0.0122,-0.0122,0.0097,-0.0097
0.095,0.05,0.14,0.1992,0.0096,-0.0096,0.0132,-0.0132,0.0101,-0.0101
0.19,0.14,0.24,0.29,0.01,-0.01,0.01,-0.01,0.01,-0.01
0.28500000000000003,0.24,0.33,0.3575,0.0096,-0.0096,0.0148,-0.0148,0.0123,-0.0123
0.38,0.33,0.43,0.4221,0.0096,-0.0096,0.0153,-0.0153,0.0131,-0.0131
0.48,0.43,0.53,0.4629,0.0097,-0.0097,0.0151,-0.0151,0.0133,-0.0133
0.575,0.53,0.62,0.5,0.01,-0.01,0.02,-0.02,0.01,-0.01
0.6699999999999999,0.62,0.72,0.531,0.011,-0.011,0.016,-0.016,0.012,-0.012
0.765,0.72,0.81,0.5652,0.0092,-0.0092,0.016,-0.016,0.0109,-0.0109
0.8600000000000001,0.81,0.91,0.559,0.009,-0.009,0.015,-0.015,0.01,-0.01
0.9550000000000001,0.91,1.0,0.5249,0.0088,-0.0088,0.0141,-0.0141,0.0079,-0.0079
1.05,1.0,1.1,0.527,0.0091,-0.0091,0.0139,-0.0139,0.0059,-0.0059
1.145,1.1,1.19,0.5099,0.0088,-0.0088,0.0131,-0.0131,0.0046,-0.0046
1.24,1.19,1.29,0.4686,0.0076,-0.0076,0.012,-0.012,0.0046,-0.0046
1.335,1.29,1.38,0.4455,0.0073,-0.0073,0.0112,-0.0112,0.0055,-0.0055
1.43,1.38,1.48,0.4173,0.0069,-0.0069,0.0104,-0.0104,0.0068,-0.0068
1.53,1.48,1.58,0.3772,0.0066,-0.0066,0.0094,-0.0094,0.0067,-0.0067
1.625,1.58,1.67,0.3431,0.0066,-0.0066,0.0087,-0.0087,0.0064,-0.0064
1.72,1.67,1.77,0.3178,0.0063,-0.0063,0.0083,-0.0083,0.0063,-0.0063
1.815,1.77,1.86,0.3012,0.0059,-0.0059,0.0081,-0.0081,0.0066,-0.0066
1.9100000000000001,1.86,1.96,0.2585,0.0057,-0.0057,0.0074,-0.0074,0.0067,-0.0067
2.005,1.96,2.05,0.237,0.0054,-0.0054,0.0073,-0.0073,0.0064,-0.0064
2.0999999999999996,2.05,2.15,0.22,0.005,-0.005,0.008,-0.008,0.006,-0.006
2.1950000000000003,2.15,2.24,0.1892,0.0047,-0.0047,0.0074,-0.0074,0.0052,-0.0052
2.29,2.24,2.34,0.1774,0.0043,-0.0043,0.0073,-0.0073,0.0048,-0.0048
2.3899999999999997,2.34,2.44,0.16,0.0041,-0.0041,0.007,-0.007,0.005,-0.005
2.485,2.44,2.53,0.1346,0.0041,-0.0041,0.0062,-0.0062,0.0059,-0.0059
2.58,2.53,2.63,0.1252,0.0039,-0.0039,0.0064,-0.0064,0.0075,-0.0075
2.7249999999999996,2.63,2.82,0.0938,0.0031,-0.0031,0.0044,-0.0044,0.0047,-0.0047
2.915,2.82,3.01,0.0705,0.0028,-0.0028,0.0041,-0.0041,0.005,-0.005
3.105,3.01,3.2,0.0509,0.0023,-0.0023,0.0036,-0.0036,0.0046,-0.0046
3.295,3.2,3.39,0.0418,0.0022,-0.0022,0.0036,-0.0036,0.0036,-0.0036
3.4850000000000003,3.39,3.58,0.0315,0.0018,-0.0018,0.0032,-0.0032,0.0029,-0.0029
3.725,3.58,3.87,0.0204,0.0013,-0.0013,0.0021,-0.0021,0.0019,-0.0019
4.105,3.87,4.34,0.0131,0.0011,-0.0011,0.0012,-0.0012,0.0012,-0.0012

