#: table_doi: 10.17182/hepdata.90831.v1/t88
#: name: table no 88
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,toward region,$20GeV<p_{T}^{Z}<40GeV$

#: data_file: table_no_88.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.2605,0.0041,-0.0041,0.0138,-0.0138,0.015,-0.015
0.095,0.05,0.14,0.365,0.005,-0.005,0.012,-0.012,0.015,-0.015
0.19,0.14,0.24,0.4448,0.0047,-0.0047,0.0087,-0.0087,0.0157,-0.0157
0.28500000000000003,0.24,0.33,0.5165,0.0041,-0.0041,0.0065,-0.0065,0.0156,-0.0156
0.38,0.33,0.43,0.5608,0.0042,-0.0042,0.006,-0.006,0.0147,-0.0147
0.48,0.43,0.53,0.5873,0.0042,-0.0042,0.006,-0.006,0.0136,-0.0136
0.575,0.53,0.62,0.605,0.004,-0.004,0.006,-0.006,0.012,-0.012
0.6699999999999999,0.62,0.72,0.6184,0.0039,-0.0039,0.0066,-0.0066,0.0103,-0.0103
0.765,0.72,0.81,0.6076,0.0037,-0.0037,0.0068,-0.0068,0.0079,-0.0079
0.8600000000000001,0.81,0.91,0.5882,0.0038,-0.0038,0.007,-0.007,0.0055,-0.0055
0.9550000000000001,0.91,1.0,0.555,0.0035,-0.0035,0.0072,-0.0072,0.0035,-0.0035
1.05,1.0,1.1,0.5257,0.0033,-0.0033,0.007,-0.007,0.0027,-0.0027
1.145,1.1,1.19,0.488,0.0033,-0.0033,0.0064,-0.0064,0.0031,-0.0031
1.24,1.19,1.29,0.455,0.0032,-0.0032,0.0056,-0.0056,0.004,-0.004
1.335,1.29,1.38,0.4092,0.0029,-0.0029,0.0046,-0.0046,0.0046,-0.0046
1.43,1.38,1.48,0.3681,0.0026,-0.0026,0.004,-0.004,0.0053,-0.0053
1.53,1.48,1.58,0.3314,0.0025,-0.0025,0.0035,-0.0035,0.0059,-0.0059
1.625,1.58,1.67,0.2891,0.0024,-0.0024,0.003,-0.003,0.0065,-0.0065
1.72,1.67,1.77,0.2596,0.0023,-0.0023,0.0026,-0.0026,0.0069,-0.0069
1.815,1.77,1.86,0.2276,0.0021,-0.0021,0.0023,-0.0023,0.007,-0.007
1.9100000000000001,1.86,1.96,0.202,0.0019,-0.0019,0.0022,-0.0022,0.0068,-0.0068
2.005,1.96,2.05,0.1751,0.0017,-0.0017,0.0022,-0.0022,0.0065,-0.0065
2.0999999999999996,2.05,2.15,0.1548,0.0016,-0.0016,0.0024,-0.0024,0.0063,-0.0063
2.1950000000000003,2.15,2.24,0.1353,0.0015,-0.0015,0.0024,-0.0024,0.0062,-0.0062
2.29,2.24,2.34,0.1198,0.0014,-0.0014,0.0022,-0.0022,0.0061,-0.0061
2.3899999999999997,2.34,2.44,0.098,0.0013,-0.0013,0.0018,-0.0018,0.0059,-0.0059
2.485,2.44,2.53,0.087,0.0012,-0.0012,0.0016,-0.0016,0.0059,-0.0059
2.58,2.53,2.63,0.0729,0.0011,-0.0011,0.0013,-0.0013,0.006,-0.006
2.7249999999999996,2.63,2.82,0.05556,0.00098,-0.00098,0.00089,-0.00089,0.0032,-0.0032
2.915,2.82,3.01,0.03998,0.00078,-0.00078,0.00083,-0.00083,0.00305,-0.00305
3.105,3.01,3.2,0.0277,0.00065,-0.00065,0.00091,-0.00091,0.00268,-0.00268
3.295,3.2,3.39,0.01949,0.00059,-0.00059,0.00105,-0.00105,0.00217,-0.00217
3.4850000000000003,3.39,3.58,0.01276,0.00044,-0.00044,0.00096,-0.00096,0.00174,-0.00174
3.725,3.58,3.87,0.00781,0.00036,-0.00036,0.00059,-0.00059,0.00094,-0.00094
4.105,3.87,4.34,0.00385,0.00023,-0.00023,0.00028,-0.00028,0.00042,-0.00042

