#: table_doi: 10.17182/hepdata.90831.v1/t46
#: name: table no 46
#: description: $\frac{1}{N_{ch}} \frac{dN_{ch}}{dp_{t}}\pm stat.\pm syst.gen.\pm syst.det.[GeV^{-1}]$,toward region,$0GeV<p_{T}^{Z}<10GeV$

#: data_file: table_no_46.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$p_{T}$ [GeV],Bin limits$p_{T}$ [GeV] LOW,Bin limits$p_{T}$ [GeV] HIGH,$1/N_{ch} dN_{ch}/d(p_{T})$ [$GeV^{-1}$],statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.5,0.45,0.55,0.933,0.0013,-0.0013,0.0138,-0.0138,0.005,-0.005
0.6000000000000001,0.55,0.65,1.5922,0.0019,-0.0019,0.0198,-0.0198,0.0044,-0.0044
0.7,0.65,0.75,1.2746,0.0017,-0.0017,0.0156,-0.0156,0.003,-0.003
0.8,0.75,0.85,1.0286,0.0016,-0.0016,0.0121,-0.0121,0.0019,-0.0019
0.8999999999999999,0.85,0.95,0.8425,0.0014,-0.0014,0.0097,-0.0097,0.0011,-0.0011
1.0,0.95,1.05,0.6871,0.0013,-0.0013,0.0079,-0.0079,0.001,-0.001
1.1,1.05,1.15,0.5671,0.0013,-0.0013,0.0065,-0.0065,0.001,-0.001
1.2,1.15,1.25,0.4662,0.0012,-0.0012,0.0054,-0.0054,0.001,-0.001
1.3,1.25,1.35,0.3858,0.0012,-0.0012,0.0046,-0.0046,0.001,-0.001
1.4,1.35,1.45,0.323,0.001,-0.001,0.004,-0.004,0.001,-0.001
1.5,1.45,1.55,0.27163,0.00096,-0.00096,0.00351,-0.00351,0.00103,-0.00103
1.6,1.55,1.65,0.22635,0.00089,-0.00089,0.00305,-0.00305,0.00096,-0.00096
1.7,1.65,1.75,0.19177,0.00083,-0.00083,0.00268,-0.00268,0.0009,-0.0009
1.8,1.75,1.85,0.1613,0.0008,-0.0008,0.0024,-0.0024,0.0008,-0.0008
1.9,1.85,1.95,0.13636,0.00071,-0.00071,0.00209,-0.00209,0.00073,-0.00073
2.0,1.95,2.05,0.11732,0.00066,-0.00066,0.00185,-0.00185,0.00063,-0.00063
2.0999999999999996,2.05,2.15,0.10061,0.00066,-0.00066,0.00165,-0.00165,0.00056,-0.00056
2.2,2.15,2.25,0.08483,0.00059,-0.00059,0.00144,-0.00144,0.00051,-0.00051
2.3,2.25,2.35,0.07255,0.00052,-0.00052,0.00128,-0.00128,0.00044,-0.00044
2.4000000000000004,2.35,2.45,0.06366,0.00049,-0.00049,0.00112,-0.00112,0.00037,-0.00037
2.5,2.45,2.55,0.05383,0.00046,-0.00046,0.00098,-0.00098,0.00033,-0.00033
2.5999999999999996,2.55,2.65,0.047,0.0004,-0.0004,0.0009,-0.0009,0.0003,-0.0003
2.7,2.65,2.75,0.04079,0.00036,-0.00036,0.00078,-0.00078,0.00028,-0.00028
2.8,2.75,2.85,0.03609,0.00036,-0.00036,0.00069,-0.00069,0.00024,-0.00024
2.9000000000000004,2.85,2.95,0.03104,0.00032,-0.00032,0.00062,-0.00062,0.0002,-0.0002
3.0,2.95,3.05,0.0267,0.00029,-0.00029,0.00054,-0.00054,0.00017,-0.00017
3.0999999999999996,3.05,3.15,0.02372,0.00029,-0.00029,0.00049,-0.00049,0.00015,-0.00015
3.2,3.15,3.25,0.0211,0.00023,-0.00023,0.00044,-0.00044,0.00013,-0.00013
3.3,3.25,3.35,0.01856,0.00023,-0.00023,0.00039,-0.00039,0.00012,-0.00012
3.4000000000000004,3.35,3.45,0.01576,0.00021,-0.00021,0.00035,-0.00035,0.00013,-0.00013
3.5,3.45,3.55,0.0148,0.0002,-0.0002,0.0003,-0.0003,0.0001,-0.0001
3.5999999999999996,3.55,3.65,0.01346,0.00019,-0.00019,0.00028,-0.00028,0.00012,-0.00012
3.7,3.65,3.75,0.01171,0.00018,-0.00018,0.00025,-0.00025,0.0001,-0.0001
3.8,3.75,3.85,0.01008,0.00016,-0.00016,0.00022,-0.00022,9e-05,-9e-05
3.9000000000000004,3.85,3.95,0.00885,0.00016,-0.00016,0.00019,-0.00019,9e-05,-9e-05
4.0,3.95,4.05,0.00809,0.00015,-0.00015,0.00018,-0.00018,8e-05,-8e-05
4.1,4.05,4.15,0.00753,0.00014,-0.00014,0.00016,-0.00016,7e-05,-7e-05
4.2,4.15,4.25,0.0065,0.00013,-0.00013,0.00015,-0.00015,6e-05,-6e-05
4.3,4.25,4.35,0.00592,0.00013,-0.00013,0.00014,-0.00014,6e-05,-6e-05
4.4,4.35,4.45,0.00536,0.00011,-0.00011,0.00013,-0.00013,6e-05,-6e-05
