#: table_doi: 10.17182/hepdata.90831.v1/t413
#: name: table no 413
#: description: $\frac{1}{N_{ev}} \frac{dN_{ev}}{dN_{ch}/\delta\eta\delta\phi}\pm stat.\pm syst.gen.\pm syst.det.$,high thrust (0.75<=T$),toward region,$200GeV<p_{T}^{Z}<500GeV$

#: data_file: table_no_413.yaml
#: keyword reactions: P P --> Z0 --> MU+MU- | Drell-Yan
#: keyword cmenergies: 13000
#: keyword observables: Underyling event
Bin limits$N_{ch}/(\delta\eta\delta\phi)$,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ LOW,Bin limits$N_{ch}/(\delta\eta\delta\phi)$ HIGH,$1/N_{ev} dN_{ev}/d(N_{ch}/\delta\eta\delta\phi)$,statistical uncertainty +,statistical uncertainty -,detector related uncertainty +,detector related uncertainty -,generator related uncertainty +,generator related uncertainty -
0.0,-0.05,0.05,0.147,0.028,-0.028,0.013,-0.013,0.012,-0.012
0.095,0.05,0.14,0.288,0.042,-0.042,0.024,-0.024,0.014,-0.014
0.19,0.14,0.24,0.349,0.039,-0.039,0.011,-0.011,0.016,-0.016
0.28500000000000003,0.24,0.33,0.457,0.038,-0.038,0.034,-0.034,0.022,-0.022
0.38,0.33,0.43,0.437,0.033,-0.033,0.014,-0.014,0.023,-0.023
0.48,0.43,0.53,0.513,0.042,-0.042,0.018,-0.018,0.024,-0.024
0.575,0.53,0.62,0.524,0.039,-0.039,0.024,-0.024,0.018,-0.018
0.6699999999999999,0.62,0.72,0.484,0.032,-0.032,0.029,-0.029,0.019,-0.019
0.765,0.72,0.81,0.508,0.031,-0.031,0.018,-0.018,0.02,-0.02
0.8600000000000001,0.81,0.91,0.65,0.04,-0.04,0.02,-0.02,0.02,-0.02
0.9550000000000001,0.91,1.0,0.613,0.038,-0.038,0.023,-0.023,0.019,-0.019
1.05,1.0,1.1,0.454,0.025,-0.025,0.048,-0.048,0.02,-0.02
1.145,1.1,1.19,0.5,0.033,-0.033,0.031,-0.031,0.026,-0.026
1.24,1.19,1.29,0.471,0.031,-0.031,0.02,-0.02,0.026,-0.026
1.335,1.29,1.38,0.386,0.027,-0.027,0.028,-0.028,0.022,-0.022
1.43,1.38,1.48,0.365,0.025,-0.025,0.018,-0.018,0.014,-0.014
1.53,1.48,1.58,0.293,0.022,-0.022,0.011,-0.011,0.016,-0.016
1.625,1.58,1.67,0.293,0.024,-0.024,0.02,-0.02,0.018,-0.018
1.72,1.67,1.77,0.262,0.021,-0.021,0.012,-0.012,0.021,-0.021
1.815,1.77,1.86,0.273,0.026,-0.026,0.015,-0.015,0.024,-0.024
1.9100000000000001,1.86,1.96,0.255,0.016,-0.016,0.02,-0.02,0.023,-0.023
2.005,1.96,2.05,0.274,0.021,-0.021,0.012,-0.012,0.023,-0.023
2.0999999999999996,2.05,2.15,0.167,0.016,-0.016,0.009,-0.009,0.024,-0.024
2.1950000000000003,2.15,2.24,0.254,0.024,-0.024,0.013,-0.013,0.028,-0.028
2.29,2.24,2.34,0.23,0.025,-0.025,0.007,-0.007,0.032,-0.032
2.3899999999999997,2.34,2.44,0.169,0.019,-0.019,0.006,-0.006,0.031,-0.031
2.485,2.44,2.53,0.127,0.019,-0.019,0.007,-0.007,0.025,-0.025
2.58,2.53,2.63,0.092,0.012,-0.012,0.013,-0.013,0.02,-0.02
2.7249999999999996,2.63,2.82,0.08,0.01,-0.01,0.01,-0.01,0.01,-0.01
2.915,2.82,3.01,0.06,0.01,-0.01,0,0,0.02,-0.02
3.105,3.01,3.2,0.055,0.011,-0.011,0.009,-0.009,0.013,-0.013
3.295,3.2,3.39,0.0211,0.0052,-0.0052,0.0059,-0.0059,0.0099,-0.0099
3.4850000000000003,3.39,3.58,0.0407,0.0093,-0.0093,0.0035,-0.0035,0.0097,-0.0097
3.725,3.58,3.87,0.0124,0.0046,-0.0046,0.0017,-0.0017,0.0093,-0.0093
4.105,3.87,4.34,0.0088,0.0027,-0.0027,0.0027,-0.0027,0.0049,-0.0049

